Created,9/24/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Updated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revised,1/21/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,State,Disability,Age 3,Age 4,Age 5,Age 3 to 5,American Indian or Alaska Native Age 3 to 5,Asian or Pacific Islander Age 3 to 5,Black (not Hispanic) Age 3 to 5,Hispanic Age 3 to 5,White (not Hispanic) Age 3 to 5,Age 3-5 Ethnicity Totals,Age 6,Age 7,Age 8,Age 9,Age 10,Age 11,Age 6 to 11,Age 12,Age 13,Age 14,Age 15,Age 16,Age 17,Age 12 to 17,Age 18,Age 19,Age 20,Age 21,Age 18 to 21,Age 6 to 21,American Indian or Alaska Native Age 6 to 21,Asian or Pacific Islander Age 6 to 21,Black (not Hispanic) Age 6 to 21,Hispanic Age 6 to 21,White (not Hispanic) Age 6 to 21,Age 6-21 Ethnicity Totals,Age 22,Age 6 to 22,Age 3-21 Totals
2006,Nebraska                                          ,Traumatic brain injury             ,         x,5,         x,         x,0,0,         x,0,         x,         x,         x,         x,         x,10,11,         x,         x,21,         x,21,23,         x,26,         x,14,6,6,0,26,208,         x,         x,16,19,         x,208,0,208,         x
2006,Nebraska                                          ,Developmental delay                ,498,531,450,"1,479",34,24,83,191,"1,147","1,479",446,320,220,51,0,0,"1,037",0,0,0,0,0,0,0,0,0,0,0,0,"1,037",41,11,42,120,823,"1,037",0,"1,037","2,516"
2006,Nebraska                                          ,All disabilities                   ,"1,304","1,633","1,949","4,886",99,66,271,564,"3,886","4,886","2,497","2,982","3,615","3,732","3,479","3,425","19,730","3,344","3,214","3,185","3,170","2,973","2,534","18,420","1,230",349,184,34,"1,797","39,947",988,451,"3,545","4,060","30,903","39,947",0,"39,947","44,833"
2006,Nevada                                            ,Mental retardation                 ,18,34,42,94,0,5,8,52,29,94,99,113,112,141,147,130,742,136,169,147,163,137,149,901,126,66,52,49,293,"1,936",38,128,350,649,771,"1,936",0,0,"2,030"
2006,Nevada                                            ,Hearing impairments                ,11,27,18,56,         x,         x,         x,20,29,56,38,48,38,43,43,40,250,53,48,34,45,40,35,255,12,5,         x,         x,19,524,10,44,44,197,229,524,0,0,580
2006,Nevada                                            ,Speech or language impairments     ,201,408,744,"1,353",28,57,83,245,940,"1,353","1,439","1,357","1,331","1,151",         x,         x,         x,211,82,60,22,         x,         x,         x,         x,0,         x,0,         x,"6,774",151,381,613,"1,922","3,707","6,774",0,0,"8,127"
2006,Nevada                                            ,Visual impairments                 ,         x,9,         x,16,         x,         x,         x,         x,7,16,10,8,7,22,14,18,79,16,         x,14,15,         x,         x,73,         x,         x,0,0,9,161,0,8,         x,         x,80,161,0,0,177
2006,Nevada                                            ,Emotional disturbance              ,0,         x,         x,6,0,0,         x,         x,         x,6,35,68,109,114,165,183,674,182,229,233,231,198,201,"1,274",67,17,         x,         x,96,"2,044",40,44,464,245,"1,251","2,044",0,0,"2,050"
2006,Nevada                                            ,Orthopedic impairments             ,14,24,19,57,0,         x,         x,15,33,57,27,18,36,40,22,27,170,24,24,22,23,25,17,135,12,         x,         x,         x,17,322,         x,         x,34,96,174,322,0,0,379
2006,Nevada                                            ,Other health impairments           ,22,32,45,99,0,         x,         x,30,50,99,141,164,187,229,230,270,"1,221",310,262,253,235,245,191,"1,496",81,13,         x,         x,98,"2,815",54,71,370,421,"1,899","2,815",0,0,"2,914"
2006,Nevada                                            ,Specific learning disabilities     ,         x,         x,24,26,0,         x,         x,6,15,26,546,850,"1,405","1,807","2,255","2,463","9,326","2,686","2,584","2,642","2,648","2,449","1,985","14,994",739,103,31,10,883,"25,203",693,735,"4,497","8,397","10,881","25,203",0,0,"25,229"
2006,Nevada                                            ,Deaf-blindness                     ,0,0,0,0,0,0,0,0,0,0,         x,0,0,         x,         x,         x,         x,         x,0,0,0,         x,         x,         x,         x,0,0,0,         x,10,         x,         x,         x,         x,5,10,0,0,10
2006,Nevada                                            ,Multiple disabilities              ,23,27,42,92,0,         x,         x,34,45,92,50,54,39,50,72,68,333,70,66,72,73,67,90,438,64,35,33,28,160,931,19,60,140,281,431,931,0,0,"1,023"
2006,Nevada                                            ,Autism                             ,110,170,217,497,         x,43,         x,126,283,497,214,196,175,173,137,150,"1,045",128,120,96,67,78,53,542,26,14,6,5,51,"1,638",20,148,185,310,975,"1,638",0,0,"2,135"
2006,Nevada                                            ,Traumatic brain injury             ,         x,         x,8,15,         x,0,         x,7,         x,15,         x,14,11,         x,         x,         x,         x,         x,         x,25,26,21,20,         x,11,         x,         x,         x,17,203,8,7,28,62,98,203,0,0,218
2006,Nevada                                            ,Developmental delay                ,717,"1,270","1,371","3,358",72,95,292,"1,110","1,789","3,358",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,358"
2006,Nevada                                            ,All disabilities                   ,"1,124","2,007","2,538","5,669",107,215,468,"1,651","3,228","5,669","2,608","2,890","3,450","3,782","3,831","3,730","20,291","3,828","3,607","3,598","3,548","3,287","2,755","20,623","1,146",260,140,101,"1,647","42,561","1,037","1,642","6,748","12,633","20,501","42,561",0,0,"48,230"
2006,New Hampshire                                     ,Mental retardation                 ,         x,0,0,         x,0,0,0,0,         x,         x,         x,         x,         x,45,58,53,185,56,65,79,106,101,85,492,99,         x,58,         x,217,894,         x,         x,32,31,816,894,0,894,         x
2006,New Hampshire                                     ,Hearing impairments                ,12,10,9,31,0,0,0,0,31,31,18,20,13,18,20,21,110,22,19,18,25,23,23,130,8,5,0,0,13,253,         x,         x,5,9,233,253,0,253,284
2006,New Hampshire                                     ,Speech or language impairments     ,401,500,559,"1,460",5,25,26,40,"1,364","1,460",625,571,529,454,414,349,"2,942",306,289,275,245,210,181,"1,506",82,20,         x,         x,106,"4,554",19,59,76,116,"4,284","4,554",0,"4,554","6,014"
2006,New Hampshire                                     ,Visual impairments                 ,7,10,9,26,0,0,         x,         x,23,26,         x,         x,11,11,10,9,         x,         x,         x,6,14,9,         x,         x,         x,0,         x,0,         x,101,0,         x,         x,5,92,101,0,101,127
2006,New Hampshire                                     ,Emotional disturbance              ,0,         x,         x,6,0,0,0,0,6,6,14,33,85,92,133,210,567,199,235,330,337,360,304,"1,765",149,         x,         x,0,181,"2,513",9,6,33,42,"2,423","2,513",0,"2,513","2,519"
2006,New Hampshire                                     ,Orthopedic impairments             ,         x,7,         x,15,0,0,         x,0,         x,15,8,11,         x,         x,         x,         x,45,7,8,7,7,5,5,39,         x,         x,         x,0,6,90,         x,         x,0,         x,85,90,0,90,105
2006,New Hampshire                                     ,Other health impairments           ,41,60,73,174,         x,6,         x,         x,162,174,98,150,227,364,382,437,"1,658",429,472,494,500,482,391,"2,768",185,42,16,0,243,"4,669",15,13,66,96,"4,479","4,669",0,"4,669","4,843"
2006,New Hampshire                                     ,Specific learning disabilities     ,         x,0,         x,         x,0,0,0,0,         x,         x,34,239,638,985,"1,251","1,350","4,497","1,344","1,355","1,389","1,432","1,268","1,114","7,902",520,67,         x,         x,597,"12,996",53,58,192,379,"12,314","12,996",0,"12,996",         x
2006,New Hampshire                                     ,Deaf-blindness                     ,0,0,0,0,0,0,0,0,0,0,         x,0,         x,0,0,0,         x,0,0,0,0,0,         x,         x,0,0,         x,0,         x,         x,0,0,0,0,         x,         x,0,         x,         x
2006,New Hampshire                                     ,Multiple disabilities              ,16,7,12,35,0,0,0,0,35,35,17,7,18,21,24,26,113,30,30,32,28,23,30,173,27,18,         x,         x,64,350,         x,         x,5,14,326,350,0,350,385
2006,New Hampshire                                     ,Autism                             ,39,51,48,138,         x,         x,         x,         x,126,138,70,64,65,87,91,70,447,79,71,92,73,73,31,419,21,20,15,0,56,922,5,14,7,11,885,922,0,922,"1,060"
2006,New Hampshire                                     ,Traumatic brain injury             ,         x,         x,         x,         x,0,0,0,0,         x,         x,0,0,         x,         x,         x,         x,         x,         x,         x,5,9,6,5,         x,         x,         x,         x,0,9,         x,0,         x,         x,         x,         x,         x,0,         x,53
2006,New Hampshire                                     ,Developmental delay                ,240,343,429,"1,012",         x,         x,34,28,918,"1,012",375,366,271,86,0,0,"1,098",0,0,0,0,0,0,0,0,0,0,0,0,"1,098",         x,         x,16,32,"1,037","1,098",0,"1,098","2,110"
2006,New Hampshire                                     ,All disabilities                   ,762,990,"1,153","2,905",13,63,66,76,"2,687","2,905","1,271","1,475","1,880","2,175","2,389","2,534","11,724","2,481","2,556","2,727","2,776","2,560","2,174","15,274","1,099",262,125,10,"1,496","28,494",111,184,436,739,"27,024","28,494",0,"28,494","31,399"
2006,New Jersey                                        ,Mental retardation                 ,0,0,161,161,         x,         x,44,55,60,161,180,205,278,333,344,400,"1,740",467,538,578,590,613,568,"3,354",415,238,192,69,914,"6,008",24,204,"2,281","1,624","1,875","6,008",0,0,"6,169"
2006,New Jersey                                        ,Hearing impairments                ,0,0,73,73,0,         x,         x,18,46,73,114,116,108,117,121,137,713,141,147,128,113,151,126,806,88,30,         x,         x,133,"1,652",         x,         x,268,364,896,"1,652",0,0,"1,725"
2006,New Jersey                                        ,Speech or language impairments     ,0,0,"3,931","3,931",8,173,363,562,"2,825","3,931","7,157","8,455","8,143","6,364","4,940","3,357","38,416","2,437","1,800","1,298",984,695,515,"7,729",241,68,18,7,334,"46,479",81,"2,384","5,874","7,404","30,736","46,479",0,0,"50,410"
2006,New Jersey                                        ,Visual impairments                 ,0,0,         x,         x,0,         x,7,         x,10,         x,45,48,         x,58,60,         x,319,         x,58,44,40,         x,58,275,28,10,         x,         x,44,638,         x,         x,104,92,405,638,0,0,         x
2006,New Jersey                                        ,Emotional disturbance              ,0,0,83,83,         x,         x,21,16,43,83,193,310,386,472,550,683,"2,594",929,"1,045","1,303","1,590","1,598","1,574","8,039",701,140,63,43,947,"11,580",15,134,"4,186","1,776","5,469","11,580",0,0,"11,663"
2006,New Jersey                                        ,Orthopedic impairments             ,0,0,22,22,0,0,         x,         x,17,22,32,51,66,         x,         x,59,         x,43,         x,         x,         x,40,         x,         x,20,         x,         x,0,         x,561,         x,         x,61,77,388,561,0,0,583
2006,New Jersey                                        ,Other health impairments           ,0,0,685,685,0,21,124,95,445,685,"1,143","1,558","2,023","2,255","2,546","2,606","12,131","2,549","2,459","2,292","2,208","1,911","1,620","13,039",547,73,23,7,650,"25,820",33,525,"4,378","3,341","17,543","25,820",0,0,"26,505"
2006,New Jersey                                        ,Specific learning disabilities     ,0,0,945,945,0,35,135,211,564,945,"1,659","3,288","4,995","6,571","7,879","9,135","33,527","10,000","9,984","10,423","10,650","10,531","9,846","61,434","4,337",591,106,27,"5,061","100,022",176,"1,757","21,258","19,298","57,533","100,022",0,0,"100,967"
2006,New Jersey                                        ,Deaf-blindness                     ,0,0,         x,         x,0,0,0,         x,0,         x,         x,         x,         x,         x,         x,         x,         x,         x,         x,         x,         x,         x,         x,         x,0,         x,0,         x,         x,38,0,0,5,9,24,38,0,0,         x
2006,New Jersey                                        ,Multiple disabilities              ,0,0,735,735,0,27,180,160,368,735,"1,210","1,507","1,765","1,872","2,068","2,108","10,530","2,202","2,431","2,591","2,708","2,623","2,466","15,021","1,512",740,496,264,"3,012","28,563",46,796,"8,670","4,851","14,200","28,563",0,0,"29,298"
2006,New Jersey                                        ,Autism                             ,0,0,831,831,         x,         x,122,111,519,831,"1,002",914,846,706,691,649,"4,808",571,516,480,393,274,247,"2,481",155,127,105,30,417,"7,706",11,622,"1,077",892,"5,104","7,706",0,0,"8,537"
2006,New Jersey                                        ,Traumatic brain injury             ,0,0,19,19,0,0,5,5,9,19,         x,         x,56,61,92,98,371,94,99,112,141,148,148,742,87,36,12,12,147,"1,260",         x,         x,428,201,584,"1,260",0,0,"1,279"
2006,New Jersey                                        ,Developmental delay                ,"4,628","6,276","1,372","12,276",21,794,"1,516","2,130","7,815","12,276",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,276"
2006,New Jersey                                        ,All disabilities                   ,"4,628","6,276","8,878","19,782",32,"1,135","2,526","3,368","12,721","19,782","12,768","16,490","18,718","18,853","19,349","19,295","105,473","19,478","19,113","19,285","19,451","18,618","17,219","113,164","8,131","2,062","1,033",464,"11,690","230,327",394,"6,657","48,590","39,929","134,757","230,327",0,0,"250,109"
2006,New Mexico                                        ,Mental retardation                 ,         x,         x,18,27,         x,0,         x,12,8,27,25,44,57,116,128,117,487,132,144,159,161,154,170,920,134,78,68,47,327,"1,734",219,15,64,991,445,"1,734",0,"1,734","1,761"
2006,New Mexico                                        ,Hearing impairments                ,12,18,20,50,5,         x,         x,19,22,50,27,28,44,26,37,48,210,49,44,54,54,46,40,287,29,15,         x,         x,54,551,78,8,13,312,140,551,0,551,601
2006,New Mexico                                        ,Speech or language impairments     ,474,878,"1,149","2,501",185,21,85,"1,150","1,060","2,501","1,456","1,496","1,259",985,771,600,"6,567",494,386,355,266,230,150,"1,881",60,13,         x,         x,75,"8,523",899,82,222,"4,807","2,513","8,523",0,"8,523","11,024"
2006,New Mexico                                        ,Visual impairments                 ,9,13,5,27,0,0,         x,15,         x,27,         x,19,         x,11,         x,15,         x,18,15,         x,         x,15,         x,         x,12,         x,0,         x,         x,177,33,         x,         x,90,52,177,0,177,204
2006,New Mexico                                        ,Emotional disturbance              ,         x,         x,7,12,0,0,         x,         x,7,12,18,50,95,126,181,179,649,216,262,280,308,291,235,"1,592",114,42,16,7,179,"2,420",269,16,109,"1,085",941,"2,420",0,"2,420","2,432"
2006,New Mexico                                        ,Orthopedic impairments             ,11,14,9,34,         x,         x,0,14,16,34,15,15,17,9,18,12,86,18,20,15,         x,         x,18,88,         x,         x,         x,         x,16,190,         x,         x,         x,108,65,190,0,190,224
2006,New Mexico                                        ,Other health impairments           ,26,26,31,83,         x,0,         x,41,31,83,63,96,169,235,306,283,"1,152",299,344,345,349,273,214,"1,824",90,23,7,8,128,"3,104",249,12,108,"1,373","1,362","3,104",0,"3,104","3,187"
2006,New Mexico                                        ,Specific learning disabilities     ,0,         x,         x,         x,0,0,0,         x,         x,         x,56,274,662,"1,190","1,528","1,811","5,521","1,925","2,103","2,263","2,389","2,325","2,191","13,196","1,170",256,79,31,"1,536","20,253","2,648",100,735,"11,492","5,278","20,253",0,"20,253",         x
2006,New Mexico                                        ,Deaf-blindness                     ,0,0,         x,         x,         x,0,0,0,0,         x,         x,         x,0,0,         x,         x,         x,         x,0,         x,         x,         x,         x,         x,         x,         x,0,0,         x,17,         x,0,         x,9,6,17,0,17,         x
2006,New Mexico                                        ,Multiple disabilities              ,19,27,23,69,         x,         x,7,40,15,69,34,38,42,55,72,64,305,86,77,86,75,102,60,486,60,42,26,31,159,950,175,7,20,448,300,950,0,950,"1,019"
2006,New Mexico                                        ,Autism                             ,23,42,51,116,7,         x,         x,43,63,116,63,56,60,47,45,42,313,46,43,46,28,43,37,243,23,14,12,7,56,612,38,15,19,202,338,612,0,612,728
2006,New Mexico                                        ,Traumatic brain injury             ,         x,         x,6,10,         x,0,0,         x,         x,10,9,         x,         x,10,9,         x,         x,         x,20,         x,25,28,22,         x,10,7,5,0,22,190,29,         x,         x,98,60,190,0,190,200
2006,New Mexico                                        ,Developmental delay                ,761,"1,355","1,249","3,365",553,23,85,"1,693","1,011","3,365","1,140",843,604,309,0,0,"2,896",0,0,0,0,0,0,0,0,0,0,0,0,"2,896",386,17,82,"1,695",716,"2,896",0,"2,896","6,261"
2006,New Mexico                                        ,All disabilities                   ,"1,342","2,385","2,573","6,300",776,51,186,"3,037","2,250","6,300","2,917","2,963","3,027","3,119","3,104","3,182","18,312","3,295","3,458","3,635","3,675","3,516","3,154","20,733","1,711",498,226,137,"2,572","41,617","5,032",276,"1,383","22,710","12,216","41,617",0,"41,617","47,917"
2006,New York                                          ,Mental retardation                 ,0,0,326,326,         x,         x,79,97,125,326,399,335,523,716,751,867,"3,591","1,076",997,"1,168","1,379","1,425","1,256","7,301","1,157",833,587,177,"2,754","13,646",77,514,"4,475","3,193","5,387","13,646",0,0,"13,972"
2006,New York                                          ,Hearing impairments                ,0,0,206,206,         x,         x,22,54,114,206,         x,         x,338,346,335,389,"2,002",380,392,406,437,429,434,"2,478",172,116,63,17,368,"4,848",24,340,954,"1,308","2,222","4,848",0,0,"5,054"
2006,New York                                          ,Speech or language impairments     ,0,0,"10,959","10,959",69,396,"2,014","3,040","5,440","10,959","14,633","11,549","9,749","8,864","6,802","5,184","56,781","5,725","4,355","3,397","2,304","1,725",925,"18,431",518,215,110,0,843,"76,055",377,"3,127","16,523","23,441","32,587","76,055",0,0,"87,014"
2006,New York                                          ,Visual impairments                 ,0,0,80,80,         x,         x,14,         x,38,80,         x,         x,124,139,115,125,         x,127,102,         x,123,131,         x,         x,53,30,         x,         x,109,"1,457",13,80,315,341,708,"1,457",0,0,"1,537"
2006,New York                                          ,Emotional disturbance              ,0,0,559,559,         x,         x,215,103,234,559,662,"1,044","1,678","2,277","2,512","2,844","11,017","3,834","4,075","4,395","4,677","4,599","3,253","24,833","1,732",687,263,63,"2,745","38,595",308,443,"15,303","8,049","14,492","38,595",0,0,"39,154"
2006,New York                                          ,Orthopedic impairments             ,0,0,225,225,         x,         x,49,54,115,225,364,         x,         x,272,222,200,         x,160,171,         x,152,190,         x,         x,         x,22,         x,         x,         x,"2,402",13,104,507,486,"1,292","2,402",0,0,"2,627"
2006,New York                                          ,Other health impairments           ,0,0,"1,967","1,967",15,34,234,240,"1,444","1,967","3,828","2,464","3,685","4,173","3,843","3,944","21,937","3,046","3,605","4,299","4,541","5,076","3,859","24,426",771,543,252,63,"1,629","47,992",183,724,"6,945","4,620","35,520","47,992",0,0,"49,959"
2006,New York                                          ,Specific learning disabilities     ,0,0,536,536,         x,         x,127,183,194,536,"1,917","4,638","8,079","11,389","12,765","13,743","52,531","19,624","19,071","18,826","18,444","17,263","13,136","106,364","8,180","2,835",920,129,"12,064","170,959","1,150","3,682","40,470","38,103","87,554","170,959",0,0,"171,495"
2006,New York                                          ,Deaf-blindness                     ,0,0,         x,         x,0,0,         x,0,0,         x,0,         x,         x,         x,0,0,         x,6,0,         x,0,         x,0,         x,         x,0,0,0,         x,12,0,         x,         x,0,9,12,0,0,         x
2006,New York                                          ,Multiple disabilities              ,0,0,976,976,         x,         x,178,173,589,976,"1,569",870,"1,239","1,462","1,337","1,436","7,913","1,600","1,592","1,457","1,629","1,877","1,589","9,744","1,062",969,692,179,"2,902","20,559",92,600,"4,091","2,917","12,859","20,559",0,0,"21,535"
2006,New York                                          ,Autism                             ,0,0,"1,520","1,520",0,71,278,268,903,"1,520","1,306",841,"1,267","1,519","1,401","1,584","7,918",713,714,954,930,978,830,"5,119",417,300,159,38,914,"13,951",72,639,"2,601","1,922","8,717","13,951",0,0,"15,471"
2006,New York                                          ,Traumatic brain injury             ,0,0,         x,         x,         x,         x,         x,         x,16,         x,0,0,         x,         x,106,133,         x,170,170,127,127,         x,         x,         x,72,54,18,17,161,"1,297",9,         x,         x,148,853,"1,297",0,0,         x
2006,New York                                          ,Developmental delay                ,"18,615","24,165",0,"42,780",513,"1,416","6,263","8,447","26,141","42,780",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"42,780"
2006,New York                                          ,All disabilities                   ,"18,615","24,165","17,376","60,156",612,"2,031","9,475","12,685","35,353","60,156","25,064","22,260","26,899","31,238","30,189","30,449","166,099","36,461","35,244","35,298","34,743","33,779","25,575","201,100","14,176","6,604","3,101",693,"24,574","391,773","2,318","10,289","92,438","84,528","202,200","391,773",0,0,"451,929"
2006,North Carolina                                    ,Mental retardation                 ,         x,         x,33,46,         x,0,17,         x,21,46,216,507,"1,375","1,532","1,662","1,794","7,086","2,037","2,244","2,409","2,613","2,629","2,457","14,389","1,641",582,274,71,"2,568","24,043",724,172,"13,603","1,317","8,227","24,043",0,0,"24,089"
2006,North Carolina                                    ,Hearing impairments                ,72,93,97,262,         x,         x,63,39,146,262,129,158,170,181,169,192,999,197,148,166,171,160,152,994,96,26,10,0,132,"2,125",25,48,666,249,"1,137","2,125",0,0,"2,387"
2006,North Carolina                                    ,Speech or language impairments     ,"1,697","3,485","5,479","10,661",422,112,"2,551",706,"6,870","10,661","7,230","6,956","5,797","4,008","2,528","1,368","27,887",749,404,232,138,71,44,"1,638",31,         x,         x,         x,41,"29,566",644,405,"7,608","1,824","19,085","29,566",0,0,"40,227"
2006,North Carolina                                    ,Visual impairments                 ,34,32,31,97,         x,         x,22,12,59,97,53,53,52,         x,55,         x,296,53,         x,61,52,         x,46,314,         x,9,         x,         x,42,652,         x,         x,220,36,385,652,0,0,749
2006,North Carolina                                    ,Emotional disturbance              ,0,0,         x,13,0,0,         x,0,         x,13,111,217,421,532,665,707,"2,653",849,"1,060","1,205","1,226","1,014",687,"6,041",313,77,28,8,426,"9,120",78,14,"5,015",182,"3,831","9,120",0,0,"9,133"
2006,North Carolina                                    ,Orthopedic impairments             ,34,56,61,151,         x,         x,38,10,98,151,72,63,81,98,82,88,484,65,83,89,65,59,70,431,35,7,         x,         x,50,965,10,15,222,60,658,965,0,0,"1,116"
2006,North Carolina                                    ,Other health impairments           ,31,41,75,147,         x,         x,33,8,101,147,376,855,"1,834","2,212","2,631","2,739","10,647","2,830","2,860","2,828","2,786","2,419","1,867","15,590",830,172,         x,         x,"1,023","27,260",342,105,"8,499",676,"17,638","27,260",0,0,"27,407"
2006,North Carolina                                    ,Specific learning disabilities     ,11,10,19,40,         x,0,         x,         x,33,40,389,"1,631","3,732","4,933","5,819","6,123","22,627","6,236","6,227","6,434","6,568","6,196","5,406","37,067","2,629",498,84,12,"3,223","62,917","1,006",556,"20,308","5,746","35,301","62,917",0,0,"62,957"
2006,North Carolina                                    ,Deaf-blindness                     ,         x,0,0,         x,0,         x,0,0,         x,         x,0,         x,         x,         x,         x,         x,15,         x,         x,         x,         x,         x,0,16,         x,0,         x,0,7,38,         x,0,8,         x,28,38,0,0,         x
2006,North Carolina                                    ,Multiple disabilities              ,32,35,41,108,0,         x,39,         x,49,108,56,85,155,140,129,128,693,127,162,137,161,147,145,879,119,97,77,18,311,"1,883",27,26,614,120,"1,096","1,883",0,0,"1,991"
2006,North Carolina                                    ,Autism                             ,224,326,353,903,8,26,197,47,625,903,450,555,677,654,589,572,"3,497",524,468,507,437,366,291,"2,593",200,86,63,23,372,"6,462",29,119,"1,950",235,"4,129","6,462",0,0,"7,365"
2006,North Carolina                                    ,Traumatic brain injury             ,         x,         x,         x,         x,0,0,         x,         x,7,         x,9,         x,         x,         x,         x,41,157,         x,         x,         x,         x,59,64,297,31,         x,         x,0,45,499,         x,         x,183,         x,278,499,0,0,         x
2006,North Carolina                                    ,Developmental delay                ,"1,822","2,724","3,445","7,991",85,102,"2,913",931,"3,960","7,991","3,625","2,863",0,0,0,0,"6,488",0,0,0,0,0,0,0,0,0,0,0,0,"6,488",85,79,"2,825",551,"2,948","6,488",0,"6,488","14,479"
2006,North Carolina                                    ,All disabilities                   ,"3,967","6,815","9,651","20,433",525,265,"5,883","1,781","11,979","20,433","12,716","13,971","14,321","14,368","14,361","13,792","83,529","13,701","13,745","14,124","14,269","13,181","11,229","80,249","5,956","1,570",575,139,"8,240","172,018","2,975","1,553","61,721","11,028","94,741","172,018",0,0,"192,451"
2006,North Dakota                                      ,Mental retardation                 ,         x,0,         x,         x,0,0,0,0,         x,         x,15,28,32,51,50,63,239,60,83,87,99,81,95,505,101,58,60,8,227,971,116,9,30,25,791,971,0,971,         x
2006,North Dakota                                      ,Hearing impairments                ,         x,9,         x,18,         x,0,0,         x,15,18,         x,         x,9,10,6,11,45,13,8,5,9,9,9,53,7,         x,         x,         x,10,108,12,0,         x,         x,90,108,0,108,126
2006,North Dakota                                      ,Speech or language impairments     ,162,322,450,934,95,6,19,22,792,934,519,555,461,382,310,251,"2,478",188,158,131,139,92,71,779,46,8,0,0,54,"3,311",333,31,58,73,"2,816","3,311",0,"3,311","4,245"
2006,North Dakota                                      ,Visual impairments                 ,         x,         x,         x,6,         x,0,0,0,         x,6,         x,         x,         x,         x,0,         x,         x,         x,         x,5,         x,         x,         x,         x,         x,         x,0,0,6,39,         x,         x,0,0,34,39,0,39,45
2006,North Dakota                                      ,Emotional disturbance              ,0,0,         x,         x,0,0,0,0,         x,         x,6,29,48,59,64,92,298,87,101,129,153,144,115,729,48,6,5,0,59,"1,086",129,7,42,16,892,"1,086",0,"1,086",         x
2006,North Dakota                                      ,Orthopedic impairments             ,         x,         x,9,22,         x,0,         x,0,20,22,8,         x,11,         x,8,17,54,         x,7,         x,13,9,9,48,5,         x,         x,0,8,110,6,         x,         x,         x,101,110,0,110,132
2006,North Dakota                                      ,Other health impairments           ,6,12,9,27,         x,0,0,0,         x,27,28,40,67,94,114,143,486,154,150,135,132,121,112,804,57,9,5,0,71,"1,361",118,7,29,15,"1,192","1,361",0,"1,361","1,388"
2006,North Dakota                                      ,Specific learning disabilities     ,         x,5,         x,10,         x,0,0,0,         x,10,35,85,200,280,410,385,"1,395",440,480,474,487,444,377,"2,702",248,27,5,0,280,"4,377",533,         x,         x,106,"3,652","4,377",0,"4,377","4,387"
2006,North Dakota                                      ,Deaf-blindness                     ,0,0,0,0,0,0,0,0,0,0,0,0,0,         x,         x,0,         x,         x,         x,         x,         x,         x,         x,         x,0,0,         x,0,         x,12,         x,0,0,0,         x,12,0,12,12
2006,North Dakota                                      ,Multiple disabilities              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,North Dakota                                      ,Autism                             ,         x,         x,21,40,         x,         x,         x,         x,32,40,20,18,27,28,31,30,154,28,26,33,30,24,14,155,10,         x,         x,         x,26,335,7,         x,14,         x,304,335,0,335,375
2006,North Dakota                                      ,Traumatic brain injury             ,0,0,         x,         x,0,0,0,0,         x,         x,0,         x,         x,5,         x,         x,         x,         x,         x,5,         x,         x,0,         x,         x,0,0,0,         x,31,         x,         x,         x,         x,         x,31,0,31,         x
2006,North Dakota                                      ,Developmental delay                ,127,173,204,504,76,         x,18,         x,395,504,167,164,120,66,0,0,517,0,0,0,0,0,0,0,0,0,0,0,0,517,69,         x,         x,19,413,517,0,517,"1,021"
2006,North Dakota                                      ,All disabilities                   ,312,546,709,"1,567",181,         x,43,         x,"1,296","1,567",807,930,982,984,"1,001",998,"5,702",982,"1,020","1,010","1,065",930,805,"5,812",529,118,82,15,744,"12,258","1,332",78,263,267,"10,318","12,258",0,"12,258","13,825"
2006,Northern Marianas                                 ,Mental retardation                 ,0,0,0,0,0,0,0,0,0,0,         x,0,         x,         x,         x,7,         x,         x,         x,15,         x,         x,         x,         x,         x,0,         x,         x,6,66,0,66,0,0,0,66,0,0,66
2006,Northern Marianas                                 ,Hearing impairments                ,         x,         x,0,         x,0,         x,0,0,0,         x,         x,         x,6,0,         x,         x,         x,         x,0,0,0,         x,         x,         x,         x,         x,0,0,         x,21,0,21,0,0,0,21,0,0,         x
2006,Northern Marianas                                 ,Speech or language impairments     ,9,         x,         x,19,0,         x,0,         x,0,19,6,         x,         x,9,         x,6,35,         x,         x,         x,0,0,0,10,0,0,0,0,0,45,0,45,0,0,0,45,0,0,64
2006,Northern Marianas                                 ,Visual impairments                 ,         x,0,0,         x,0,         x,0,0,0,         x,0,         x,         x,         x,0,         x,5,         x,         x,0,0,0,         x,5,0,0,0,0,0,10,0,         x,0,0,0,10,0,0,         x
