year,state,disability,total_6to21,aian5,api5,black5,hisp5,white5,total_ethnicity5,hisp7,aian7,asian7,black7,nhpi7,white7,tworace7,total_ethnicity7,Ethnicity,el_yes,el_no
2016,New Hampshire,Orthopedic impairment,48,NA,NA,NA,NA,NA,NA,4,0,3,0,0,41,0,NA,NA,1,47
2016,New Hampshire,Other health impairment,5149,NA,NA,NA,NA,NA,NA,253,16,42,100,4,4604,130,NA,NA,57,5092
2016,New Hampshire,Specific learning disability,9250,NA,NA,NA,NA,NA,NA,654,30,92,203,5,8085,181,NA,NA,199,9051
2016,New Hampshire,Speech or language impairment,2863,NA,NA,NA,NA,NA,NA,174,18,58,61,2,2469,81,NA,NA,46,2817
2016,New Hampshire,Traumatic brain injury,70,NA,NA,NA,NA,NA,NA,6,0,4,1,0,57,2,NA,NA,1,69
2016,New Hampshire,Visual impairment,113,NA,NA,NA,NA,NA,NA,5,0,2,4,0,101,1,NA,NA,1,112
2017,New Hampshire,All Disabilities,25714,NA,NA,NA,NA,NA,NA,1503,94,353,681,33,22708,342,NA,NA,388,25326
2017,New Hampshire,Autism,2629,NA,NA,NA,NA,NA,NA,124,12,63,53,2,2346,29,NA,NA,33,2596
2017,New Hampshire,Deaf-blindness,7,NA,NA,NA,NA,NA,NA,0,0,0,0,0,7,0,NA,NA,0,7
2017,New Hampshire,Developmental delay,2186,NA,NA,NA,NA,NA,NA,152,4,37,57,0,1887,49,NA,NA,27,2159
2017,New Hampshire,Emotional disturbance,2039,NA,NA,NA,NA,NA,NA,111,6,7,68,3,1817,27,NA,NA,14,2025
2017,New Hampshire,Hearing impairment,171,NA,NA,NA,NA,NA,NA,19,3,10,3,1,133,2,NA,NA,9,162
2017,New Hampshire,Intellectual disability,828,NA,NA,NA,NA,NA,NA,49,5,20,37,1,713,3,NA,NA,28,800
2017,New Hampshire,Multiple disabilities,370,NA,NA,NA,NA,NA,NA,14,1,11,14,1,324,5,NA,NA,5,365
2017,New Hampshire,Orthopedic impairment,50,NA,NA,NA,NA,NA,NA,2,0,4,0,1,43,0,NA,NA,1,49
2017,New Hampshire,Other health impairment,5152,NA,NA,NA,NA,NA,NA,247,21,48,123,6,4647,60,NA,NA,50,5102
2017,New Hampshire,Specific learning disability,9219,NA,NA,NA,NA,NA,NA,617,30,93,250,12,8108,109,NA,NA,184,9035
2017,New Hampshire,Speech or language impairment,2872,NA,NA,NA,NA,NA,NA,155,12,54,68,6,2519,58,NA,NA,33,2839
2017,New Hampshire,Traumatic brain injury,84,NA,NA,NA,NA,NA,NA,9,0,3,4,0,68,0,NA,NA,2,82
2017,New Hampshire,Visual impairment,107,NA,NA,NA,NA,NA,NA,4,0,3,4,0,96,0,NA,NA,2,105
2018,New Hampshire,All Disabilities,26243,NA,NA,NA,NA,NA,NA,1856,86,372,583,19,22637,690,NA,NA,352,25891
2018,New Hampshire,Autism,2787,NA,NA,NA,NA,NA,NA,147,8,83,49,2,2430,68,NA,NA,36,2751
2018,New Hampshire,Deaf-blindness,9,NA,NA,NA,NA,NA,NA,0,0,0,0,0,9,0,NA,NA,0,9
2018,New Hampshire,Developmental delay,2407,NA,NA,NA,NA,NA,NA,198,5,34,55,4,2028,83,NA,NA,29,2378
2018,New Hampshire,Emotional disturbance,2095,NA,NA,NA,NA,NA,NA,139,8,7,53,2,1827,59,NA,NA,11,2084
2018,New Hampshire,Hearing impairment,146,NA,NA,NA,NA,NA,NA,16,2,8,3,0,113,4,NA,NA,7,139
2018,New Hampshire,Intellectual disability,836,NA,NA,NA,NA,NA,NA,57,6,20,31,0,703,19,NA,NA,30,806
2018,New Hampshire,Multiple disabilities,358,NA,NA,NA,NA,NA,NA,13,1,8,15,2,314,5,NA,NA,5,353
2018,New Hampshire,Orthopedic impairment,51,NA,NA,NA,NA,NA,NA,5,0,4,0,0,38,4,NA,NA,1,50
2018,New Hampshire,Other health impairment,5286,NA,NA,NA,NA,NA,NA,318,20,46,111,1,4653,137,NA,NA,37,5249
2018,New Hampshire,Specific learning disability,9255,NA,NA,NA,NA,NA,NA,762,26,90,206,4,7948,219,NA,NA,163,9092
2018,New Hampshire,Speech or language impairment,2843,NA,NA,NA,NA,NA,NA,185,10,63,56,4,2436,89,NA,NA,29,2814
2018,New Hampshire,Traumatic brain injury,72,NA,NA,NA,NA,NA,NA,9,0,4,1,0,57,1,NA,NA,2,70
2018,New Hampshire,Visual impairment,98,NA,NA,NA,NA,NA,NA,7,0,5,3,0,81,2,NA,NA,2,96
2005,New Jersey,Mental retardation,6276,23,208,2432,1608,2005,6276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,New Jersey,Hearing impairments,1646,NA,NA,269,343,911,1646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,New Jersey,Speech or language impairments,45978,74,2228,5808,7070,30798,45978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,New Jersey,Visual impairments,392,NA,NA,66,NA,253,392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,New Jersey,Emotional disturbance,12178,16,137,4334,1845,5846,12178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,New Jersey,Orthopedic impairments,562,0,37,69,74,382,562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,New Jersey,Other health impairments,23040,30,441,3874,2776,15919,23040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,New Jersey,Specific learning disabilities,104134,180,1796,22235,19616,60307,104134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,New Jersey,Deaf-blindness,38,0,NA,10,NA,18,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,New Jersey,Multiple disabilities,27703,49,700,8593,4657,13704,27703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,New Jersey,Autism,6698,10,522,963,748,4455,6698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,New Jersey,Traumatic brain injury,1411,NA,NA,534,213,618,1411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,New Jersey,Developmental delay,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,New Jersey,All disabilities,230056,390,6243,49187,39020,135216,230056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,New Jersey,Mental retardation,6008,24,204,2281,1624,1875,6008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,New Jersey,Hearing impairments,1652,NA,NA,268,364,896,1652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,New Jersey,Speech or language impairments,46479,81,2384,5874,7404,30736,46479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,New Jersey,Visual impairments,638,NA,NA,104,92,405,638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,New Jersey,Emotional disturbance,11580,15,134,4186,1776,5469,11580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,New Jersey,Orthopedic impairments,561,NA,NA,61,77,388,561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,New Jersey,Other health impairments,25820,33,525,4378,3341,17543,25820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,New Jersey,Specific learning disabilities,100022,176,1757,21258,19298,57533,100022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,New Jersey,Deaf-blindness,38,0,0,5,9,24,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,New Jersey,Multiple disabilities,28563,46,796,8670,4851,14200,28563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,New Jersey,Autism,7706,11,622,1077,892,5104,7706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,New Jersey,Traumatic brain injury,1260,NA,NA,428,201,584,1260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,New Jersey,Developmental delay,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,New Jersey,All disabilities,230327,394,6657,48590,39929,134757,230327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,New Jersey,Mental retardation,6115,19,228,2228,1761,1879,6115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,New Jersey,Hearing impairments,1654,NA,NA,255,386,883,1524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,New Jersey,Speech or language impairments,47459,99,2624,6153,8004,30579,47459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,New Jersey,Visual impairments,672,NA,NA,87,110,436,633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,New Jersey,Emotional disturbance,11310,20,134,4109,1802,5245,11310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,New Jersey,Orthopedic impairments,529,NA,NA,56,76,359,491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,New Jersey,Other health impairments,28644,43,609,4881,3854,19257,28644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,New Jersey,Specific learning disabilities,96519,181,1794,20401,19260,54883,96519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,New Jersey,Deaf-blindness,39,0,0,7,10,22,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,New Jersey,Multiple disabilities,27600,44,805,8341,4765,13645,27600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,New Jersey,Autism,8864,15,753,1254,1064,5778,8864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,New Jersey,Traumatic brain injury,1114,NA,NA,368,183,519,1070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,New Jersey,Developmental delay,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,New Jersey,All disabilities,230519,431,7188,48140,41275,133485,230519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,New Jersey,Mental retardation,6312,NA,NA,NA,NA,NA,NA,1936,NA,230,2374,NA,1738,NA,6312,NA,NA,NA
2008,New Jersey,Hearing impairments,1447,NA,NA,NA,NA,NA,NA,363,NA,100,194,NA,778,NA,1447,NA,NA,NA
2008,New Jersey,Speech or language impairments,41635,NA,NA,NA,NA,NA,NA,7504,NA,2405,5232,NA,26189,159,41635,NA,NA,NA
2008,New Jersey,Visual impairments,344,NA,NA,NA,NA,NA,NA,NA,NA,22,47,0,NA,NA,344,NA,NA,NA
2008,New Jersey,Emotional disturbance,9144,NA,NA,NA,NA,NA,NA,1538,24,NA,3047,NA,4365,29,9144,NA,NA,NA
2008,New Jersey,Orthopedic impairments,3714,NA,NA,NA,NA,NA,NA,1094,NA,41,1759,0,813,NA,3714,NA,NA,NA
2008,New Jersey,Other health impairments,28236,NA,NA,NA,NA,NA,NA,3816,35,673,4360,54,19196,102,28236,NA,NA,NA
2008,New Jersey,Specific learning disabilities,84480,NA,NA,NA,NA,NA,NA,16795,NA,1716,16453,NA,49035,237,84480,NA,NA,NA
2008,New Jersey,Deaf-blindness,381,NA,NA,NA,NA,NA,NA,97,NA,NA,134,0,NA,NA,381,NA,NA,NA
2008,New Jersey,Multiple disabilities,21910,NA,NA,NA,NA,NA,NA,4006,45,643,6286,22,10826,82,21910,NA,NA,NA
2008,New Jersey,Autism,9155,NA,NA,NA,NA,NA,NA,1189,NA,798,1194,NA,5899,32,9155,NA,NA,NA
2008,New Jersey,Traumatic brain injury,1773,NA,NA,NA,NA,NA,NA,NA,NA,42,836,NA,487,NA,1773,NA,NA,NA
2008,New Jersey,Developmental delay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,New Jersey,All disabilities,208531,NA,NA,NA,NA,NA,NA,38800,NA,6816,41916,NA,119665,670,208531,NA,NA,NA
2009,New Jersey,Mental retardation,5337,NA,NA,NA,NA,NA,NA,1544,20,229,1860,NA,1665,NA,5337,7,NA,NA
2009,New Jersey,Hearing impairments,1449,NA,NA,NA,NA,NA,NA,343,NA,107,186,9,793,NA,1449,7,NA,NA
2009,New Jersey,Speech or language impairments,44356,NA,NA,NA,NA,NA,NA,8413,54,2676,5847,79,27080,207,44356,7,NA,NA
2009,New Jersey,Visual impairments,366,NA,NA,NA,NA,NA,NA,66,NA,30,NA,NA,211,NA,NA,7,NA,NA
2009,New Jersey,Emotional disturbance,9307,NA,NA,NA,NA,NA,NA,1602,18,139,3175,8,4317,48,9307,7,NA,NA
2009,New Jersey,Orthopedic impairments,486,NA,NA,NA,NA,NA,NA,72,NA,30,57,NA,322,NA,486,7,NA,NA
2009,New Jersey,Other health impairments,31803,NA,NA,NA,NA,NA,NA,4634,41,741,5231,29,20996,131,31803,7,NA,NA
2009,New Jersey,Specific learning disabilities,86585,NA,NA,NA,NA,NA,NA,18430,144,1846,17782,97,47932,354,86585,7,NA,NA
2009,New Jersey,Deaf-blindness,16,NA,NA,NA,NA,NA,NA,7,0,0,NA,0,6,0,NA,7,NA,NA
2009,New Jersey,Multiple disabilities,21269,NA,NA,NA,NA,NA,NA,3947,35,628,6166,38,10374,81,21269,7,NA,NA
2009,New Jersey,Autism,10783,NA,NA,NA,NA,NA,NA,1450,17,945,1425,24,6880,42,10783,7,NA,NA
2009,New Jersey,Traumatic brain injury,858,NA,NA,NA,NA,NA,NA,160,NA,38,263,0,390,NA,NA,7,NA,NA
2009,New Jersey,Developmental delay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA
2009,New Jersey,All disabilities,212615,NA,NA,NA,NA,NA,NA,40668,337,7409,42050,288,120966,897,212615,7,NA,NA
2010,New Jersey,Mental retardation,5347,NA,NA,NA,NA,NA,NA,1632,21,224,1811,NA,1634,NA,5347,NA,NA,NA
2010,New Jersey,Hearing impairments,1491,NA,NA,NA,NA,NA,NA,365,5,104,206,6,797,8,1491,NA,NA,NA
2010,New Jersey,Speech or language impairments,45778,NA,NA,NA,NA,NA,NA,9088,66,2810,5993,102,27434,285,45778,NA,NA,NA
2010,New Jersey,Visual impairments,383,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,0,228,NA,NA,NA,NA,NA
2010,New Jersey,Emotional disturbance,9054,NA,NA,NA,NA,NA,NA,1543,16,148,3044,16,4234,53,9054,NA,NA,NA
2010,New Jersey,Orthopedic impairments,486,NA,NA,NA,NA,NA,NA,NA,NA,29,55,NA,330,NA,486,NA,NA,NA
2010,New Jersey,Other health impairments,34208,NA,NA,NA,NA,NA,NA,5227,41,793,5568,37,22372,170,34208,NA,NA,NA
2010,New Jersey,Specific learning disabilities,84769,NA,NA,NA,NA,NA,NA,18489,107,1856,16970,60,46906,381,84769,NA,NA,NA
2010,New Jersey,Deaf-blindness,12,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,6,0,NA,NA,NA,NA
2010,New Jersey,Multiple disabilities,20299,NA,NA,NA,NA,NA,NA,3882,29,628,5849,23,9775,113,20299,NA,NA,NA
2010,New Jersey,Autism,12257,NA,NA,NA,NA,NA,NA,1753,18,1081,1699,26,7613,67,12257,NA,NA,NA
2010,New Jersey,Traumatic brain injury,845,NA,NA,NA,NA,NA,NA,169,NA,39,252,0,376,NA,845,NA,NA,NA
2010,New Jersey,Developmental delay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,New Jersey,All disabilities,214929,NA,NA,NA,NA,NA,NA,42294,307,7742,41495,276,121705,1110,214929,NA,NA,NA
2011,New Jersey,Intellectual disabilities,5194,NA,NA,NA,NA,NA,NA,1611,13,230,1739,5,1571,25,5194,NA,NA,NA
2011,New Jersey,Hearing impairments,1477,NA,NA,NA,NA,NA,NA,378,NA,117,197,NA,767,11,1477,NA,NA,NA
2011,New Jersey,Speech or language impairments,42687,NA,NA,NA,NA,NA,NA,9638,50,2718,6000,83,23896,302,42687,NA,NA,NA
2011,New Jersey,Visual impairments,397,NA,NA,NA,NA,NA,NA,86,NA,NA,52,NA,230,NA,NA,NA,NA,NA
2011,New Jersey,Emotional disturbance,8565,NA,NA,NA,NA,NA,NA,1550,14,140,2835,13,3939,74,8565,NA,NA,NA
2011,New Jersey,Orthopedic impairments,574,NA,NA,NA,NA,NA,NA,117,NA,33,57,NA,363,NA,574,NA,NA,NA
2011,New Jersey,Other health impairments,35423,NA,NA,NA,NA,NA,NA,5813,41,822,5906,34,22579,228,35423,NA,NA,NA
2011,New Jersey,Specific learning disabilities,79454,NA,NA,NA,NA,NA,NA,18266,96,1776,15955,60,42850,451,79454,NA,NA,NA
2011,New Jersey,Deaf-blindness,94,NA,NA,NA,NA,NA,NA,46,0,NA,12,NA,32,0,NA,NA,NA,NA
2011,New Jersey,Multiple disabilities,18905,NA,NA,NA,NA,NA,NA,3817,28,632,5259,16,9026,127,18905,NA,NA,NA
2011,New Jersey,Autism,13459,NA,NA,NA,NA,NA,NA,2060,17,1217,1877,25,8175,88,13459,NA,NA,NA
2011,New Jersey,Traumatic brain injury,781,NA,NA,NA,NA,NA,NA,160,NA,35,220,NA,358,5,NA,NA,NA,NA
2011,New Jersey,Developmental delay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,New Jersey,All disabilities,207010,NA,NA,NA,NA,NA,NA,43542,265,7746,40109,246,113786,1316,207010,NA,NA,NA
2012,New Jersey,All Disabilities,214363,NA,NA,NA,NA,NA,NA,46551,301,8013,40330,263,117270,1635,NA,NA,3815,210548
2012,New Jersey,Autism,14572,NA,NA,NA,NA,NA,NA,2435,17,1321,2043,30,8605,121,NA,NA,NA,NA
2012,New Jersey,Deaf-blindness,14,NA,NA,NA,NA,NA,NA,4,0,1,6,0,3,0,NA,NA,NA,NA
2012,New Jersey,Developmental delay (valid only for children ages 3-9 when defined by state),0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,New Jersey,Emotional disturbance,8377,NA,NA,NA,NA,NA,NA,1559,12,135,2763,11,3806,91,NA,NA,NA,NA
2012,New Jersey,Hearing impairment,1503,NA,NA,NA,NA,NA,NA,405,4,118,193,7,766,10,NA,NA,NA,NA
2012,New Jersey,Intellectual disability,5170,NA,NA,NA,NA,NA,NA,1679,10,215,1722,7,1509,28,NA,NA,NA,NA
2012,New Jersey,Multiple disabilities,18350,NA,NA,NA,NA,NA,NA,3917,35,631,5029,13,8597,128,NA,NA,NA,NA
2012,New Jersey,Orthopedic impairment,450,NA,NA,NA,NA,NA,NA,74,1,29,44,1,296,5,NA,NA,NA,NA
2012,New Jersey,Other health impairment,38130,NA,NA,NA,NA,NA,NA,6653,50,861,6390,38,23847,291,NA,NA,NA,NA
2012,New Jersey,Specific learning disability,80088,NA,NA,NA,NA,NA,NA,18924,116,1823,15767,62,42849,547,NA,NA,NA,NA
2012,New Jersey,Speech or language impairment,46553,NA,NA,NA,NA,NA,NA,10636,54,2814,6126,90,26428,405,NA,NA,NA,NA
2012,New Jersey,Traumatic brain injury,760,NA,NA,NA,NA,NA,NA,173,1,37,196,1,347,5,NA,NA,NA,NA
2012,New Jersey,Visual impairment,396,NA,NA,NA,NA,NA,NA,92,1,28,51,3,217,4,NA,NA,NA,NA
2013,New Jersey,All Disabilities,211023,NA,NA,NA,NA,NA,NA,48191,297,8196,39563,262,112517,1997,NA,NA,4160,206863
2013,New Jersey,Autism,15538,NA,NA,NA,NA,NA,NA,2768,19,1435,2206,32,8921,157,NA,NA,68,15470
2013,New Jersey,Deaf-blindness,19,NA,NA,NA,NA,NA,NA,4,0,2,6,0,7,0,NA,NA,0,19
2013,New Jersey,Developmental delay (valid only for children ages 3-9 when defined by state),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,New Jersey,Emotional disturbance,8295,NA,NA,NA,NA,NA,NA,1590,14,138,2666,11,3764,112,NA,NA,35,8260
2013,New Jersey,Hearing impairment,1500,NA,NA,NA,NA,NA,NA,425,3,125,190,8,738,11,NA,NA,39,1461
2013,New Jersey,Intellectual disability,5086,NA,NA,NA,NA,NA,NA,1718,6,228,1640,6,1453,35,NA,NA,259,4827
2013,New Jersey,Multiple disabilities,17419,NA,NA,NA,NA,NA,NA,3723,27,625,4745,13,8131,155,NA,NA,195,17224
2013,New Jersey,Orthopedic impairment,432,NA,NA,NA,NA,NA,NA,74,1,28,47,0,279,3,NA,NA,12,420
2013,New Jersey,Other health impairment,40117,NA,NA,NA,NA,NA,NA,7211,60,960,6623,34,24869,360,NA,NA,368,39749
2013,New Jersey,Specific learning disability,76969,NA,NA,NA,NA,NA,NA,19050,112,1824,15195,61,40088,639,NA,NA,1431,75538
2013,New Jersey,Speech or language impairment,44537,NA,NA,NA,NA,NA,NA,11356,53,2769,6020,93,23729,517,NA,NA,1729,42808
2013,New Jersey,Traumatic brain injury,730,NA,NA,NA,NA,NA,NA,177,2,36,182,1,327,5,NA,NA,16,714
2013,New Jersey,Visual impairment,381,NA,NA,NA,NA,NA,NA,95,0,26,43,3,211,3,NA,NA,8,373
2014,New Jersey,All Disabilities,214304,NA,NA,NA,NA,NA,NA,50603,271,8409,39251,267,113111,2392,NA,NA,4800,209504
2014,New Jersey,Autism,16528,NA,NA,NA,NA,NA,NA,3196,21,1528,2353,35,9203,192,NA,NA,108,16420
2014,New Jersey,Deaf-blindness,19,NA,NA,NA,NA,NA,NA,5,0,1,2,0,10,1,NA,NA,0,19
2014,New Jersey,Developmental delay,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,New Jersey,Emotional disturbance,8031,NA,NA,NA,NA,NA,NA,1580,8,143,2528,11,3638,123,NA,NA,35,7996
2014,New Jersey,Hearing impairment,1516,NA,NA,NA,NA,NA,NA,433,3,138,167,4,754,17,NA,NA,49,1467
2014,New Jersey,Intellectual disability,5101,NA,NA,NA,NA,NA,NA,1777,8,216,1618,6,1434,42,NA,NA,273,4828
2014,New Jersey,Multiple disabilities,16718,NA,NA,NA,NA,NA,NA,3732,32,617,4433,22,7714,168,NA,NA,217,16501
2014,New Jersey,Orthopedic impairment,423,NA,NA,NA,NA,NA,NA,78,2,34,48,1,256,4,NA,NA,8,415
2014,New Jersey,Other health impairment,42251,NA,NA,NA,NA,NA,NA,7947,48,1034,6950,35,25772,465,NA,NA,436,41815
2014,New Jersey,Specific learning disability,76921,NA,NA,NA,NA,NA,NA,19560,101,1842,14801,62,39812,743,NA,NA,1729,75192
2014,New Jersey,Speech or language impairment,45743,NA,NA,NA,NA,NA,NA,12023,48,2800,6138,88,24017,629,NA,NA,1925,43818
2014,New Jersey,Traumatic brain injury,668,NA,NA,NA,NA,NA,NA,163,0,31,167,0,302,5,NA,NA,13,655
2014,New Jersey,Visual impairment,385,NA,NA,NA,NA,NA,NA,109,0,25,46,3,199,3,NA,NA,7,378
2015,New Jersey,All Disabilities,213727,NA,NA,NA,NA,NA,NA,52607,286,8486,38436,292,110795,2825,NA,NA,4660,209067
2015,New Jersey,Autism,17431,NA,NA,NA,NA,NA,NA,3564,19,1640,2559,42,9369,238,NA,NA,103,17328
2015,New Jersey,Deaf-blindness,24,NA,NA,NA,NA,NA,NA,5,0,2,4,0,13,0,NA,NA,0,24
2015,New Jersey,Developmental delay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,New Jersey,Emotional disturbance,7955,NA,NA,NA,NA,NA,NA,1643,12,162,2455,11,3542,130,NA,NA,42,7913
2015,New Jersey,Hearing impairment,1477,NA,NA,NA,NA,NA,NA,436,1,137,154,2,727,20,NA,NA,46,1431
2015,New Jersey,Intellectual disability,5049,NA,NA,NA,NA,NA,NA,1819,9,226,1582,5,1367,41,NA,NA,268,4781
2015,New Jersey,Multiple disabilities,15834,NA,NA,NA,NA,NA,NA,3611,31,602,4069,22,7284,215,NA,NA,179,15655
2015,New Jersey,Orthopedic impairment,378,NA,NA,NA,NA,NA,NA,80,1,30,41,1,222,3,NA,NA,9,369
2015,New Jersey,Other health impairment,43771,NA,NA,NA,NA,NA,NA,8609,51,1073,7089,38,26300,611,NA,NA,478,43293
2015,New Jersey,Specific learning disability,75723,NA,NA,NA,NA,NA,NA,19926,94,1835,14251,71,38689,857,NA,NA,1666,74057
2015,New Jersey,Speech or language impairment,45095,NA,NA,NA,NA,NA,NA,12641,67,2728,6044,97,22816,702,NA,NA,1846,43249
2015,New Jersey,Traumatic brain injury,606,NA,NA,NA,NA,NA,NA,159,0,21,145,1,275,5,NA,NA,12,594
2015,New Jersey,Visual impairment,384,NA,NA,NA,NA,NA,NA,114,1,30,43,2,191,3,NA,NA,11,373
2016,New Jersey,All Disabilities,216258,NA,NA,NA,NA,NA,NA,54909,298,8847,38107,291,110560,3246,NA,NA,4869,211389
2016,New Jersey,Autism,18511,NA,NA,NA,NA,NA,NA,4057,31,1786,2739,43,9552,303,NA,NA,143,18368
2016,New Jersey,Deaf-blindness,16,NA,NA,NA,NA,NA,NA,7,0,1,1,0,7,0,NA,NA,0,16
2016,New Jersey,Developmental delay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,New Jersey,Emotional disturbance,7718,NA,NA,NA,NA,NA,NA,1620,13,167,2382,10,3386,140,NA,NA,46,7672
2016,New Jersey,Hearing impairment,1479,NA,NA,NA,NA,NA,NA,436,1,143,164,3,712,20,NA,NA,44,1435
2016,New Jersey,Intellectual disability,5045,NA,NA,NA,NA,NA,NA,1867,9,250,1552,6,1312,49,NA,NA,290,4755
2016,New Jersey,Multiple disabilities,15259,NA,NA,NA,NA,NA,NA,3658,31,591,3761,22,6968,228,NA,NA,201,15058
2016,New Jersey,Orthopedic impairment,354,NA,NA,NA,NA,NA,NA,75,0,27,41,1,207,3,NA,NA,10,344
2016,New Jersey,Other health impairment,45461,NA,NA,NA,NA,NA,NA,9294,53,1136,7350,36,26866,726,NA,NA,506,44955
2016,New Jersey,Specific learning disability,75231,NA,NA,NA,NA,NA,NA,20450,100,1869,13751,81,38009,971,NA,NA,1684,73547
2016,New Jersey,Speech or language impairment,46283,NA,NA,NA,NA,NA,NA,13182,60,2834,6201,86,23121,799,NA,NA,1929,44354
2016,New Jersey,Traumatic brain injury,536,NA,NA,NA,NA,NA,NA,149,0,16,121,1,244,5,NA,NA,9,527
2016,New Jersey,Visual impairment,365,NA,NA,NA,NA,NA,NA,114,0,27,44,2,176,2,NA,NA,7,358
2017,New Jersey,All Disabilities,218332,NA,NA,NA,NA,NA,NA,58123,292,9108,37705,289,108997,3818,NA,NA,5608,212724
2017,New Jersey,Autism,19514,NA,NA,NA,NA,NA,NA,4558,34,1936,2908,40,9671,367,NA,NA,161,19353
2017,New Jersey,Deaf-blindness,24,NA,NA,NA,NA,NA,NA,8,0,1,5,0,10,0,NA,NA,1,23
2017,New Jersey,Developmental delay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,New Jersey,Emotional disturbance,7690,NA,NA,NA,NA,NA,NA,1664,19,174,2347,10,3305,171,NA,NA,61,7629
2017,New Jersey,Hearing impairment,1482,NA,NA,NA,NA,NA,NA,464,0,134,146,4,715,19,NA,NA,50,1432
2017,New Jersey,Intellectual disability,5165,NA,NA,NA,NA,NA,NA,1951,6,261,1623,4,1260,60,NA,NA,318,4847
