year,state,disability,total_6to21,el_yes,el_no,aian7,asian7,black7,hisp7,nhpi7,tworace7,white7
2012,PUERTO RICO,Deaf-blindness,35,NA,NA,0,0,0,33,0,0,2
2012,PUERTO RICO,Developmental delay (valid only for children ages 3-9 when defined by state),0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,PUERTO RICO,Emotional disturbance,1419,NA,NA,3,0,0,1414,0,0,2
2012,PUERTO RICO,Hearing impairment,624,NA,NA,0,0,0,624,0,0,0
2012,PUERTO RICO,Intellectual disability,8172,NA,NA,10,1,2,8156,1,0,2
2012,PUERTO RICO,Multiple disabilities,1174,NA,NA,3,0,1,1167,0,0,3
2012,PUERTO RICO,Orthopedic impairment,376,NA,NA,0,0,0,375,1,0,0
2012,PUERTO RICO,Other health impairment,11780,NA,NA,23,2,5,11729,2,0,19
2012,PUERTO RICO,Specific learning disability,62246,NA,NA,127,2,19,62029,6,0,63
2012,PUERTO RICO,Speech or language impairment,27477,NA,NA,36,2,10,27403,0,0,26
2012,PUERTO RICO,Traumatic brain injury,49,NA,NA,0,0,0,49,0,0,0
2012,PUERTO RICO,Visual impairment,614,NA,NA,0,0,0,614,0,0,0
2012,REPUBLIC OF PALAU,All Disabilities,110,107,3,0,NA,0,0,NA,0,0
2012,REPUBLIC OF PALAU,Autism,1,NA,NA,0,NA,0,0,NA,0,0
2012,REPUBLIC OF PALAU,Deaf-blindness,0,NA,NA,0,NA,0,0,NA,0,0
2012,REPUBLIC OF PALAU,Developmental delay (valid only for children ages 3-9 when defined by state),0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,REPUBLIC OF PALAU,Emotional disturbance,1,NA,NA,0,NA,0,0,NA,0,0
2012,REPUBLIC OF PALAU,Hearing impairment,1,NA,NA,0,NA,0,0,NA,0,0
2012,REPUBLIC OF PALAU,Intellectual disability,2,NA,NA,0,NA,0,0,NA,0,0
2012,REPUBLIC OF PALAU,Multiple disabilities,10,NA,NA,0,NA,0,0,NA,0,0
2012,REPUBLIC OF PALAU,Orthopedic impairment,1,NA,NA,0,NA,0,0,NA,0,0
2012,REPUBLIC OF PALAU,Other health impairment,3,NA,NA,0,NA,0,0,NA,0,0
2012,REPUBLIC OF PALAU,Specific learning disability,85,NA,NA,0,NA,0,0,NA,0,0
2012,REPUBLIC OF PALAU,Speech or language impairment,6,NA,NA,0,NA,0,0,NA,0,0
2012,REPUBLIC OF PALAU,Traumatic brain injury,0,NA,NA,0,NA,0,0,NA,0,0
2012,REPUBLIC OF PALAU,Visual impairment,0,NA,NA,0,NA,0,0,NA,0,0
2012,REPUBLIC OF THE MARSHALL ISLANDS,All Disabilities,702,701,1,0,0,0,0,NA,0,NA
2012,REPUBLIC OF THE MARSHALL ISLANDS,Autism,6,NA,NA,0,0,0,0,NA,0,NA
2012,REPUBLIC OF THE MARSHALL ISLANDS,Deaf-blindness,1,NA,NA,0,0,0,0,NA,0,NA
2012,REPUBLIC OF THE MARSHALL ISLANDS,Developmental delay (valid only for children ages 3-9 when defined by state),23,NA,NA,0,0,0,0,NA,0,NA
2012,REPUBLIC OF THE MARSHALL ISLANDS,Emotional disturbance,1,NA,NA,0,0,0,0,NA,0,NA
2012,REPUBLIC OF THE MARSHALL ISLANDS,Hearing impairment,50,NA,NA,0,0,0,0,NA,0,NA
2012,REPUBLIC OF THE MARSHALL ISLANDS,Intellectual disability,5,NA,NA,0,0,0,0,NA,0,NA
2012,REPUBLIC OF THE MARSHALL ISLANDS,Multiple disabilities,11,NA,NA,0,0,0,0,NA,0,NA
2012,REPUBLIC OF THE MARSHALL ISLANDS,Orthopedic impairment,7,NA,NA,0,0,0,0,NA,0,NA
2012,REPUBLIC OF THE MARSHALL ISLANDS,Other health impairment,4,NA,NA,0,0,0,0,NA,0,NA
2012,REPUBLIC OF THE MARSHALL ISLANDS,Specific learning disability,547,NA,NA,0,0,0,0,NA,0,NA
2012,REPUBLIC OF THE MARSHALL ISLANDS,Speech or language impairment,27,NA,NA,0,0,0,0,NA,0,NA
2012,REPUBLIC OF THE MARSHALL ISLANDS,Traumatic brain injury,3,NA,NA,0,0,0,0,NA,0,NA
2012,REPUBLIC OF THE MARSHALL ISLANDS,Visual impairment,17,NA,NA,0,0,0,0,NA,0,NA
2012,RHODE ISLAND,All Disabilities,21255,1098,20157,237,324,2046,5024,25,604,12995
2012,RHODE ISLAND,Autism,1911,NA,NA,13,37,107,210,1,51,1492
2012,RHODE ISLAND,Deaf-blindness,6,NA,NA,0,0,0,2,0,0,4
2012,RHODE ISLAND,Developmental delay (valid only for children ages 3-9 when defined by state),1129,NA,NA,22,18,110,279,4,45,651
2012,RHODE ISLAND,Emotional disturbance,2024,NA,NA,29,17,307,422,4,81,1164
2012,RHODE ISLAND,Hearing impairment,140,NA,NA,1,4,12,36,0,1,86
2012,RHODE ISLAND,Intellectual disability,797,NA,NA,7,18,99,211,3,20,439
2012,RHODE ISLAND,Multiple disabilities,348,NA,NA,3,11,18,73,0,2,241
2012,RHODE ISLAND,Orthopedic impairment,74,NA,NA,2,2,5,6,0,1,58
2012,RHODE ISLAND,Other health impairment,3458,NA,NA,36,28,279,623,1,89,2402
2012,RHODE ISLAND,Specific learning disability,8290,NA,NA,98,114,896,2344,8,218,4612
2012,RHODE ISLAND,Speech or language impairment,2966,NA,NA,26,69,207,796,4,95,1769
2012,RHODE ISLAND,Traumatic brain injury,55,NA,NA,0,2,2,12,0,0,39
2012,RHODE ISLAND,Visual impairment,57,NA,NA,0,4,4,10,0,1,38
2012,SOUTH CAROLINA,All Disabilities,88904,4562,84342,307,535,38050,4600,43,2189,43180
2012,SOUTH CAROLINA,Autism,4481,NA,NA,10,76,1561,198,2,110,2524
2012,SOUTH CAROLINA,Deaf-blindness,5,NA,NA,0,0,2,0,0,0,3
2012,SOUTH CAROLINA,Developmental delay (valid only for children ages 3-9 when defined by state),3860,NA,NA,5,20,1875,258,3,143,1556
2012,SOUTH CAROLINA,Emotional disturbance,2946,NA,NA,9,7,1525,75,2,90,1238
2012,SOUTH CAROLINA,Hearing impairment,1046,NA,NA,5,34,409,77,2,27,492
2012,SOUTH CAROLINA,Intellectual disability,7192,NA,NA,19,56,4403,254,2,114,2344
2012,SOUTH CAROLINA,Multiple disabilities,830,NA,NA,6,7,230,47,1,24,515
2012,SOUTH CAROLINA,Orthopedic impairment,571,NA,NA,3,2,190,36,0,11,329
2012,SOUTH CAROLINA,Other health impairment,11081,NA,NA,30,33,4001,320,3,298,6396
2012,SOUTH CAROLINA,Specific learning disability,41491,NA,NA,168,141,18703,2399,20,949,19111
2012,SOUTH CAROLINA,Speech or language impairment,14799,NA,NA,51,149,4932,910,8,408,8341
2012,SOUTH CAROLINA,Traumatic brain injury,188,NA,NA,1,0,77,9,0,10,91
2012,SOUTH CAROLINA,Visual impairment,414,NA,NA,0,10,142,17,0,5,240
2012,SOUTH DAKOTA,All Disabilities,15657,684,14973,2743,132,452,699,17,325,11289
2012,SOUTH DAKOTA,Autism,767,NA,NA,86,12,16,34,0,9,610
2012,SOUTH DAKOTA,Deaf-blindness,3,NA,NA,0,0,0,0,0,0,3
2012,SOUTH DAKOTA,Developmental delay (valid only for children ages 3-9 when defined by state),0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,SOUTH DAKOTA,Emotional disturbance,1131,NA,NA,157,4,49,43,2,27,849
2012,SOUTH DAKOTA,Hearing impairment,129,NA,NA,26,2,4,15,0,4,78
2012,SOUTH DAKOTA,Intellectual disability,1501,NA,NA,274,15,75,82,0,32,1023
2012,SOUTH DAKOTA,Multiple disabilities,486,NA,NA,75,4,22,27,1,10,347
2012,SOUTH DAKOTA,Orthopedic impairment,66,NA,NA,7,1,1,4,0,4,49
2012,SOUTH DAKOTA,Other health impairment,1932,NA,NA,239,14,83,60,0,44,1492
2012,SOUTH DAKOTA,Specific learning disability,6348,NA,NA,1366,35,157,302,9,119,4360
2012,SOUTH DAKOTA,Speech or language impairment,3186,NA,NA,492,45,41,129,5,71,2403
2012,SOUTH DAKOTA,Traumatic brain injury,59,NA,NA,18,0,2,3,0,2,34
2012,SOUTH DAKOTA,Visual impairment,49,NA,NA,3,0,2,0,0,3,41
2012,TENNESSEE,All Disabilities,114340,2330,112010,292,886,29661,6031,58,937,76475
2012,TENNESSEE,Autism,6486,NA,NA,16,105,1142,303,6,48,4866
2012,TENNESSEE,Deaf-blindness,8,NA,NA,1,1,2,0,0,0,4
2012,TENNESSEE,Developmental delay (valid only for children ages 3-9 when defined by state),4874,NA,NA,12,49,1381,352,5,50,3025
2012,TENNESSEE,Emotional disturbance,3295,NA,NA,11,12,1158,76,2,36,2000
2012,TENNESSEE,Hearing impairment,1314,NA,NA,0,27,366,115,1,9,796
2012,TENNESSEE,Intellectual disability,7421,NA,NA,16,64,2625,339,5,37,4335
2012,TENNESSEE,Multiple disabilities,2033,NA,NA,6,15,487,104,2,13,1406
2012,TENNESSEE,Orthopedic impairment,654,NA,NA,2,13,96,34,1,2,506
2012,TENNESSEE,Other health impairment,14375,NA,NA,37,60,3145,396,6,138,10593
2012,TENNESSEE,Specific learning disability,47038,NA,NA,115,217,13858,2658,15,339,29836
2012,TENNESSEE,Speech or language impairment,25903,NA,NA,75,305,5205,1604,15,257,18442
2012,TENNESSEE,Traumatic brain injury,310,NA,NA,0,4,70,19,0,5,212
2012,TENNESSEE,Visual impairment,629,NA,NA,1,14,126,31,0,3,454
2012,TEXAS,All Disabilities,395654,58384,337270,1943,6294,67231,192166,393,6608,121019
2012,TEXAS,Autism,36021,NA,NA,169,1718,4547,13848,45,844,14850
2012,TEXAS,Deaf-blindness,104,NA,NA,3,2,11,44,1,0,43
2012,TEXAS,Developmental delay (valid only for children ages 3-9 when defined by state),0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,TEXAS,Emotional disturbance,25510,NA,NA,134,151,5196,8892,19,584,10534
2012,TEXAS,Hearing impairment,6079,NA,NA,25,200,752,3255,12,71,1764
2012,TEXAS,Intellectual disability,34805,NA,NA,171,720,7707,17652,49,408,8098
2012,TEXAS,Multiple disabilities,6079,NA,NA,24,166,1196,2634,7,86,1966
2012,TEXAS,Orthopedic impairment,3276,NA,NA,16,94,396,1666,4,58,1042
2012,TEXAS,Other health impairment,52105,NA,NA,255,553,8766,20685,51,1088,20707
2012,TEXAS,Specific learning disability,166427,NA,NA,803,1173,31293,91723,138,2203,39094
2012,TEXAS,Speech or language impairment,61025,NA,NA,320,1428,6722,29945,58,1186,21366
2012,TEXAS,Traumatic brain injury,1191,NA,NA,6,19,221,480,2,22,441
2012,TEXAS,Visual impairment,3032,NA,NA,17,70,424,1342,7,58,1114
2012,"US, Outlying Areas, and Freely Associated States",All Disabilities,5823844,527970,5294298,84997,128243,1087419,1359333,22917,143667,2997268
2012,"US, Outlying Areas, and Freely Associated States",Autism,443994,NA,NA,3536,23080,59524,78500,1158,12377,265819
2012,"US, Outlying Areas, and Freely Associated States",Deaf-blindness,1325,NA,NA,23,48,141,309,19,26,759
2012,"US, Outlying Areas, and Freely Associated States",Developmental delay (valid only for children ages 3-9 when defined by state),123382,NA,NA,4135,2518,26864,19684,761,4268,65152
2012,"US, Outlying Areas, and Freely Associated States",Emotional disturbance,361325,NA,NA,5342,3187,95264,53452,1097,12147,190836
2012,"US, Outlying Areas, and Freely Associated States",Hearing impairment,68922,NA,NA,772,3725,10043,19394,517,1504,32967
2012,"US, Outlying Areas, and Freely Associated States",Intellectual disability,424530,NA,NA,5767,9810,114652,91903,1359,8625,192414
2012,"US, Outlying Areas, and Freely Associated States",Multiple disabilities,126340,NA,NA,2028,3589,23718,21942,652,2571,71840
2012,"US, Outlying Areas, and Freely Associated States",Orthopedic impairment,52504,NA,NA,456,1960,6304,13609,204,1219,28752
2012,"US, Outlying Areas, and Freely Associated States",Other health impairment,770648,NA,NA,9422,10141,139122,120989,2316,21455,467203
2012,"US, Outlying Areas, and Freely Associated States",Specific learning disability,2338273,NA,NA,39404,34301,455024,666003,12133,51100,1080308
2012,"US, Outlying Areas, and Freely Associated States",Speech or language impairment,1061762,NA,NA,13433,34231,148980,263386,2424,27123,572185
2012,"US, Outlying Areas, and Freely Associated States",Traumatic brain injury,25108,NA,NA,350,612,3844,4166,80,654,15402
2012,"US, Outlying Areas, and Freely Associated States",Visual impairment,25731,NA,NA,329,1041,3939,5996,197,598,13631
2012,UTAH,All Disabilities,68380,6530,61850,1240,621,1272,12344,746,1085,51072
2012,UTAH,Autism,4542,NA,NA,40,52,45,381,29,72,3923
2012,UTAH,Deaf-blindness,32,NA,NA,0,1,0,2,0,0,29
2012,UTAH,Developmental delay (valid only for children ages 3-9 when defined by state),1825,NA,NA,37,16,20,398,18,36,1300
2012,UTAH,Emotional disturbance,2263,NA,NA,31,19,101,279,23,45,1765
2012,UTAH,Hearing impairment,517,NA,NA,7,21,7,123,10,5,344
2012,UTAH,Intellectual disability,3414,NA,NA,77,48,104,629,45,46,2465
2012,UTAH,Multiple disabilities,1602,NA,NA,29,21,39,245,13,17,1238
2012,UTAH,Orthopedic impairment,160,NA,NA,1,5,3,20,2,1,128
2012,UTAH,Other health impairment,5783,NA,NA,43,41,148,534,48,106,4863
2012,UTAH,Specific learning disability,33282,NA,NA,756,210,646,7632,393,506,23139
2012,UTAH,Speech or language impairment,14429,NA,NA,210,179,148,2005,157,242,11488
2012,UTAH,Traumatic brain injury,301,NA,NA,7,1,8,54,4,6,221
2012,UTAH,Visual impairment,230,NA,NA,2,7,3,42,4,3,169
2012,VERMONT,All Disabilities,12042,153,11889,47,74,292,130,9,147,11343
2012,VERMONT,Autism,895,NA,NA,2,14,15,9,1,12,842
2012,VERMONT,Deaf-blindness,7,NA,NA,0,1,1,0,0,0,5
2012,VERMONT,Developmental delay (valid only for children ages 3-9 when defined by state),842,NA,NA,3,1,16,14,1,12,795
2012,VERMONT,Emotional disturbance,1930,NA,NA,10,2,46,14,3,24,1831
2012,VERMONT,Hearing impairment,96,NA,NA,1,2,1,2,0,3,87
2012,VERMONT,Intellectual disability,753,NA,NA,4,8,31,1,1,14,694
2012,VERMONT,Multiple disabilities,202,NA,NA,0,2,5,4,0,3,188
2012,VERMONT,Orthopedic impairment,43,NA,NA,0,2,1,0,0,1,39
2012,VERMONT,Other health impairment,2036,NA,NA,7,10,67,24,1,24,1903
2012,VERMONT,Specific learning disability,3886,NA,NA,13,13,77,45,2,36,3700
2012,VERMONT,Speech or language impairment,1282,NA,NA,7,19,29,16,0,17,1194
2012,VERMONT,Traumatic brain injury,46,NA,NA,0,0,2,0,0,1,43
2012,VERMONT,Visual impairment,24,NA,NA,0,0,1,1,0,0,22
2012,VIRGIN ISLANDS,All Disabilities,1167,68,1099,NA,NA,905,229,NA,0,30
2012,VIRGIN ISLANDS,Autism,67,NA,NA,NA,NA,55,11,NA,0,1
2012,VIRGIN ISLANDS,Deaf-blindness,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,VIRGIN ISLANDS,Developmental delay (valid only for children ages 3-9 when defined by state),43,NA,NA,NA,NA,35,7,NA,0,1
2012,VIRGIN ISLANDS,Emotional disturbance,37,NA,NA,NA,NA,31,6,NA,0,0
2012,VIRGIN ISLANDS,Hearing impairment,11,NA,NA,NA,NA,10,1,NA,0,0
2012,VIRGIN ISLANDS,Intellectual disability,150,NA,NA,NA,NA,120,27,NA,0,3
2012,VIRGIN ISLANDS,Multiple disabilities,31,NA,NA,NA,NA,25,3,NA,0,3
2012,VIRGIN ISLANDS,Orthopedic impairment,1,NA,NA,NA,NA,1,0,NA,0,0
2012,VIRGIN ISLANDS,Other health impairment,121,NA,NA,NA,NA,88,26,NA,0,7
2012,VIRGIN ISLANDS,Specific learning disability,598,NA,NA,NA,NA,450,136,NA,0,9
2012,VIRGIN ISLANDS,Speech or language impairment,98,NA,NA,NA,NA,84,9,NA,0,5
2012,VIRGIN ISLANDS,Traumatic brain injury,2,NA,NA,NA,NA,1,1,NA,0,0
2012,VIRGIN ISLANDS,Visual impairment,8,NA,NA,NA,NA,5,2,NA,0,1
2012,VIRGINIA,All Disabilities,144887,14284,130603,493,4422,42649,17962,150,5792,73419
2012,VIRGINIA,Autism,13347,NA,NA,51,873,2859,1288,14,611,7651
2012,VIRGINIA,Deaf-blindness,28,NA,NA,0,0,3,2,0,2,21
2012,VIRGINIA,Developmental delay (valid only for children ages 3-9 when defined by state),2098,NA,NA,4,128,613,364,2,103,884
2012,VIRGINIA,Emotional disturbance,9432,NA,NA,32,121,3333,843,5,447,4651
2012,VIRGINIA,Hearing impairment,1239,NA,NA,3,87,276,206,0,44,623
2012,VIRGINIA,Intellectual disability,9261,NA,NA,19,352,3758,924,5,252,3951
2012,VIRGINIA,Multiple disabilities,3221,NA,NA,7,115,939,295,7,123,1735
2012,VIRGINIA,Orthopedic impairment,703,NA,NA,1,61,117,82,1,23,418
2012,VIRGINIA,Other health impairment,29951,NA,NA,122,444,8893,2300,30,1325,16837
2012,VIRGINIA,Specific learning disability,54739,NA,NA,200,1408,17273,9050,62,1934,24812
2012,VIRGINIA,Speech or language impairment,19965,NA,NA,51,787,4358,2508,23,892,11346
2012,VIRGINIA,Traumatic brain injury,370,NA,NA,0,13,108,38,1,19,191
2012,VIRGINIA,Visual impairment,533,NA,NA,3,33,119,62,0,17,299
2012,WASHINGTON,All Disabilities,116015,11837,104178,2872,4482,7415,25076,829,7280,68061
2012,WASHINGTON,Autism,9271,NA,NA,104,736,395,975,41,593,6427
2012,WASHINGTON,Deaf-blindness,17,NA,NA,NA,NA,NA,3,NA,1,13
2012,WASHINGTON,Developmental delay (valid only for children ages 3-9 when defined by state),7533,NA,NA,211,327,486,1961,67,530,3951
2012,WASHINGTON,Emotional disturbance,4551,NA,NA,147,79,511,552,27,360,2875
2012,WASHINGTON,Hearing impairment,1114,NA,NA,30,91,62,324,16,53,538
2012,WASHINGTON,Intellectual disability,4704,NA,NA,182,237,361,1108,34,235,2547
2012,WASHINGTON,Multiple disabilities,2607,NA,NA,51,105,144,436,18,136,1717
2012,WASHINGTON,Orthopedic impairment,425,NA,NA,7,33,22,67,4,25,267
2012,WASHINGTON,Other health impairment,23346,NA,NA,489,568,1510,3155,96,1576,15952
2012,WASHINGTON,Specific learning disability,45120,NA,NA,1293,1370,3264,12855,402,2595,23341
2012,WASHINGTON,Speech or language impairment,16681,NA,NA,336,910,618,3478,118,1138,10083
2012,WASHINGTON,Traumatic brain injury,286,NA,NA,11,6,25,62,3,19,160
2012,WASHINGTON,Visual impairment,360,NA,NA,11,20,17,100,3,19,190
2012,WEST VIRGINIA,All Disabilities,39004,218,38786,46,116,1893,412,7,528,36002
2012,WEST VIRGINIA,Autism,1530,NA,NA,3,14,70,19,0,17,1407
2012,WEST VIRGINIA,Deaf-blindness,10,NA,NA,0,0,0,0,0,0,10
2012,WEST VIRGINIA,Developmental delay (valid only for children ages 3-9 when defined by state),0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,WEST VIRGINIA,Emotional disturbance,1479,NA,NA,3,1,129,16,0,26,1304
2012,WEST VIRGINIA,Hearing impairment,398,NA,NA,1,2,19,5,1,0,370
2012,WEST VIRGINIA,Intellectual disability,6852,NA,NA,7,18,373,56,1,60,6337
2012,WEST VIRGINIA,Multiple disabilities,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,WEST VIRGINIA,Orthopedic impairment,123,NA,NA,0,1,5,3,0,1,113
2012,WEST VIRGINIA,Other health impairment,5553,NA,NA,7,17,291,38,0,72,5128
2012,WEST VIRGINIA,Specific learning disability,11923,NA,NA,19,20,653,145,2,156,10928
2012,WEST VIRGINIA,Speech or language impairment,10787,NA,NA,6,42,328,128,3,192,10088
2012,WEST VIRGINIA,Traumatic brain injury,97,NA,NA,0,0,14,1,0,1,81
2012,WEST VIRGINIA,Visual impairment,252,NA,NA,0,1,11,1,0,3,236
2012,WISCONSIN,All Disabilities,106962,6637,100325,2164,2450,16904,11071,64,2377,71932
2012,WISCONSIN,Autism,8812,NA,NA,138,231,603,617,5,158,7060
2012,WISCONSIN,Deaf-blindness,3,NA,NA,0,0,0,1,0,0,2
2012,WISCONSIN,Developmental delay (valid only for children ages 3-9 when defined by state),70,NA,NA,2,2,10,15,0,0,41
2012,WISCONSIN,Emotional disturbance,12427,NA,NA,422,69,2454,818,7,465,8192
2012,WISCONSIN,Hearing impairment,1498,NA,NA,23,105,104,184,2,33,1047
2012,WISCONSIN,Intellectual disability,8603,NA,NA,146,237,1897,879,2,132,5310
2012,WISCONSIN,Multiple disabilities,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,WISCONSIN,Orthopedic impairment,819,NA,NA,11,25,100,76,0,18,589
2012,WISCONSIN,Other health impairment,19137,NA,NA,285,209,5180,1867,11,414,11171
2012,WISCONSIN,Specific learning disability,33162,NA,NA,723,821,4551,3976,20,630,22441
2012,WISCONSIN,Speech or language impairment,21647,NA,NA,404,722,1904,2551,16,502,15548
2012,WISCONSIN,Traumatic brain injury,364,NA,NA,8,10,71,42,1,15,217
2012,WISCONSIN,Visual impairment,420,NA,NA,2,19,30,45,0,10,314
2012,WYOMING,All Disabilities,11883,458,11425,474,51,163,1609,21,219,9346
2012,WYOMING,Autism,708,NA,NA,10,4,3,59,0,17,615
2012,WYOMING,Deaf-blindness,0,NA,NA,0,0,0,0,0,0,0
2012,WYOMING,Developmental delay (valid only for children ages 3-9 when defined by state),234,NA,NA,11,2,2,33,0,5,181
2012,WYOMING,Emotional disturbance,641,NA,NA,16,2,15,73,0,19,516
2012,WYOMING,Hearing impairment,133,NA,NA,4,1,3,28,0,3,94
2012,WYOMING,Intellectual disability,491,NA,NA,24,1,9,65,1,12,379
2012,WYOMING,Multiple disabilities,217,NA,NA,11,0,5,28,0,4,169
2012,WYOMING,Orthopedic impairment,72,NA,NA,2,2,1,11,0,1,55
2012,WYOMING,Other health impairment,1885,NA,NA,60,5,39,192,2,32,1555
2012,WYOMING,Specific learning disability,4250,NA,NA,195,13,65,661,9,66,3241
2012,WYOMING,Speech or language impairment,3138,NA,NA,135,20,21,446,9,58,2449
2012,WYOMING,Traumatic brain injury,71,NA,NA,4,1,0,8,0,1,57
2012,WYOMING,Visual impairment,43,NA,NA,2,0,0,5,0,1,35
