year,state,disability,total_6to21,aian5,api5,black5,hisp5,white5,total_ethnicity5,hisp7,aian7,asian7,black7,nhpi7,white7,tworace7,total_ethnicity7
2008,New Jersey,Hearing impairments,1447,NA,NA,NA,NA,NA,NA,363,NA,100,194,NA,778,NA,1447
2008,New Jersey,Speech or language impairments,41635,NA,NA,NA,NA,NA,NA,7504,NA,2405,5232,NA,26189,159,41635
2008,New Jersey,Visual impairments,344,NA,NA,NA,NA,NA,NA,NA,NA,22,47,0,NA,NA,344
2008,New Jersey,Emotional disturbance,9144,NA,NA,NA,NA,NA,NA,1538,24,NA,3047,NA,4365,29,9144
2008,New Jersey,Orthopedic impairments,3714,NA,NA,NA,NA,NA,NA,1094,NA,41,1759,0,813,NA,3714
2008,New Jersey,Other health impairments,28236,NA,NA,NA,NA,NA,NA,3816,35,673,4360,54,19196,102,28236
2008,New Jersey,Specific learning disabilities,84480,NA,NA,NA,NA,NA,NA,16795,NA,1716,16453,NA,49035,237,84480
2008,New Jersey,Deaf-blindness,381,NA,NA,NA,NA,NA,NA,97,NA,NA,134,0,NA,NA,381
2008,New Jersey,Multiple disabilities,21910,NA,NA,NA,NA,NA,NA,4006,45,643,6286,22,10826,82,21910
2008,New Jersey,Autism,9155,NA,NA,NA,NA,NA,NA,1189,NA,798,1194,NA,5899,32,9155
2008,New Jersey,Traumatic brain injury,1773,NA,NA,NA,NA,NA,NA,NA,NA,42,836,NA,487,NA,1773
2008,New Jersey,Developmental delay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,New Jersey,All disabilities,208531,NA,NA,NA,NA,NA,NA,38800,NA,6816,41916,NA,119665,670,208531
2008,New Mexico,Mental retardation,1758,243,21,64,987,443,1758,NA,NA,NA,NA,NA,NA,NA,NA
2008,New Mexico,Hearing impairments,527,74,11,15,295,132,527,NA,NA,NA,NA,NA,NA,NA,NA
2008,New Mexico,Speech or language impairments,8997,994,67,244,5157,2535,8997,NA,NA,NA,NA,NA,NA,NA,NA
2008,New Mexico,Visual impairments,184,27,NA,NA,90,59,184,NA,NA,NA,NA,NA,NA,NA,NA
2008,New Mexico,Emotional disturbance,2232,274,12,105,1035,806,2232,NA,NA,NA,NA,NA,NA,NA,NA
2008,New Mexico,Orthopedic impairments,210,16,NA,NA,119,66,210,NA,NA,NA,NA,NA,NA,NA,NA
2008,New Mexico,Other health impairments,3132,257,18,117,1431,1309,3132,NA,NA,NA,NA,NA,NA,NA,NA
2008,New Mexico,Specific learning disabilities,17888,2336,83,637,10379,4453,17888,NA,NA,NA,NA,NA,NA,NA,NA
2008,New Mexico,Deaf-blindness,7,NA,0,0,5,NA,7,NA,NA,NA,NA,NA,NA,NA,NA
2008,New Mexico,Multiple disabilities,900,143,8,26,448,275,900,NA,NA,NA,NA,NA,NA,NA,NA
2008,New Mexico,Autism,948,59,20,28,332,509,948,NA,NA,NA,NA,NA,NA,NA,NA
2008,New Mexico,Traumatic brain injury,189,NA,0,NA,96,NA,189,NA,NA,NA,NA,NA,NA,NA,NA
2008,New Mexico,Developmental delay,2498,376,18,67,1382,655,2498,NA,NA,NA,NA,NA,NA,NA,NA
2008,New Mexico,All disabilities,39470,4839,262,1317,21756,11296,39470,NA,NA,NA,NA,NA,NA,NA,NA
2008,New York,Mental retardation,12509,81,528,4060,3180,4660,12509,NA,NA,NA,NA,NA,NA,NA,NA
2008,New York,Hearing impairments,4273,15,359,752,1143,2004,4273,NA,NA,NA,NA,NA,NA,NA,NA
2008,New York,Speech or language impairments,79266,479,3633,17410,26253,31491,79266,NA,NA,NA,NA,NA,NA,NA,NA
2008,New York,Visual impairments,1324,9,71,245,278,721,1324,NA,NA,NA,NA,NA,NA,NA,NA
2008,New York,Emotional disturbance,33641,278,430,13437,7252,12244,33641,NA,NA,NA,NA,NA,NA,NA,NA
2008,New York,Orthopedic impairments,2126,22,94,450,449,1111,2126,NA,NA,NA,NA,NA,NA,NA,NA
2008,New York,Other health impairments,51947,268,871,7960,5973,36875,51947,NA,NA,NA,NA,NA,NA,NA,NA
2008,New York,Specific learning disabilities,160314,1126,4127,38310,39931,76820,160314,NA,NA,NA,NA,NA,NA,NA,NA
2008,New York,Deaf-blindness,6,0,0,0,0,6,6,NA,NA,NA,NA,NA,NA,NA,NA
2008,New York,Multiple disabilities,18784,85,636,3767,2812,11484,18784,NA,NA,NA,NA,NA,NA,NA,NA
2008,New York,Autism,17180,99,834,3049,2546,10652,17180,NA,NA,NA,NA,NA,NA,NA,NA
2008,New York,Traumatic brain injury,1170,6,39,239,148,738,1170,NA,NA,NA,NA,NA,NA,NA,NA
2008,New York,Developmental delay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,New York,All disabilities,382540,2468,11622,89679,89965,188806,382540,NA,NA,NA,NA,NA,NA,NA,NA
2008,North Carolina,Mental retardation,21140,632,182,11119,1380,7395,20708,NA,NA,NA,NA,NA,NA,NA,NA
2008,North Carolina,Hearing impairments,2103,24,50,639,275,1058,2046,NA,NA,NA,NA,NA,NA,NA,NA
2008,North Carolina,Speech or language impairments,26834,623,384,6743,2016,15993,25759,NA,NA,NA,NA,NA,NA,NA,NA
2008,North Carolina,Visual impairments,630,NA,NA,197,51,351,612,NA,NA,NA,NA,NA,NA,NA,NA
2008,North Carolina,Emotional disturbance,7854,72,18,4087,196,3150,7523,NA,NA,NA,NA,NA,NA,NA,NA
2008,North Carolina,Orthopedic impairments,976,NA,NA,211,72,630,945,NA,NA,NA,NA,NA,NA,NA,NA
2008,North Carolina,Other health impairments,29319,356,140,9008,865,17836,28205,NA,NA,NA,NA,NA,NA,NA,NA
2008,North Carolina,Specific learning disabilities,62659,976,553,20101,6973,32127,60730,NA,NA,NA,NA,NA,NA,NA,NA
2008,North Carolina,Deaf-blindness,36,0,0,NA,NA,24,33,NA,NA,NA,NA,NA,NA,NA,NA
2008,North Carolina,Multiple disabilities,2049,25,28,623,164,1151,1991,NA,NA,NA,NA,NA,NA,NA,NA
2008,North Carolina,Autism,8582,41,183,2328,368,5335,8255,NA,NA,NA,NA,NA,NA,NA,NA
2008,North Carolina,Traumatic brain injury,451,0,NA,NA,NA,235,432,NA,NA,NA,NA,NA,NA,NA,NA
2008,North Carolina,Developmental delay,6413,71,56,2478,692,2845,6142,NA,NA,NA,NA,NA,NA,NA,NA
2008,North Carolina,All disabilities,169046,2832,1633,57695,13091,88130,163381,NA,NA,NA,NA,NA,NA,NA,NA
2008,North Dakota,Mental retardation,849,116,9,28,23,673,849,NA,NA,NA,NA,NA,NA,NA,NA
2008,North Dakota,Hearing impairments,101,10,0,NA,NA,85,101,NA,NA,NA,NA,NA,NA,NA,NA
2008,North Dakota,Speech or language impairments,2810,307,25,71,82,2325,2810,NA,NA,NA,NA,NA,NA,NA,NA
2008,North Dakota,Visual impairments,46,NA,0,0,NA,39,46,NA,NA,NA,NA,NA,NA,NA,NA
2008,North Dakota,Emotional disturbance,995,137,7,43,29,779,995,NA,NA,NA,NA,NA,NA,NA,NA
2008,North Dakota,Orthopedic impairments,97,5,0,NA,NA,90,97,NA,NA,NA,NA,NA,NA,NA,NA
2008,North Dakota,Other health impairments,1464,123,9,39,22,1271,1464,NA,NA,NA,NA,NA,NA,NA,NA
2008,North Dakota,Specific learning disabilities,4223,490,15,84,139,3495,4223,NA,NA,NA,NA,NA,NA,NA,NA
2008,North Dakota,Deaf-blindness,5,0,0,0,0,5,5,NA,NA,NA,NA,NA,NA,NA,NA
2008,North Dakota,Multiple disabilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,North Dakota,Autism,473,17,6,16,10,424,473,NA,NA,NA,NA,NA,NA,NA,NA
2008,North Dakota,Traumatic brain injury,41,NA,NA,0,NA,34,41,NA,NA,NA,NA,NA,NA,NA,NA
2008,North Dakota,Developmental delay,598,109,NA,NA,20,452,598,NA,NA,NA,NA,NA,NA,NA,NA
2008,North Dakota,All disabilities,11702,1323,77,296,334,9672,11702,NA,NA,NA,NA,NA,NA,NA,NA
2008,Northern Marianas,Mental retardation,68,NA,NA,0,0,0,68,NA,NA,NA,NA,NA,NA,NA,NA
2008,Northern Marianas,Hearing impairments,14,0,NA,0,0,NA,14,NA,NA,NA,NA,NA,NA,NA,NA
2008,Northern Marianas,Speech or language impairments,50,0,NA,0,0,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
2008,Northern Marianas,Visual impairments,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Northern Marianas,Emotional disturbance,8,0,NA,0,0,NA,8,NA,NA,NA,NA,NA,NA,NA,NA
2008,Northern Marianas,Orthopedic impairments,5,0,5,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA
2008,Northern Marianas,Other health impairments,54,0,52,NA,0,NA,54,NA,NA,NA,NA,NA,NA,NA,NA
2008,Northern Marianas,Specific learning disabilities,425,0,NA,0,0,NA,425,NA,NA,NA,NA,NA,NA,NA,NA
2008,Northern Marianas,Deaf-blindness,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Northern Marianas,Multiple disabilities,21,NA,NA,0,0,0,21,NA,NA,NA,NA,NA,NA,NA,NA
2008,Northern Marianas,Autism,50,0,NA,0,0,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
2008,Northern Marianas,Traumatic brain injury,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Northern Marianas,Developmental delay,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Northern Marianas,All disabilities,736,0,NA,NA,0,NA,736,NA,NA,NA,NA,NA,NA,NA,NA
2008,Ohio,Mental retardation,31924,60,125,9699,727,20273,30884,NA,NA,NA,NA,NA,NA,NA,NA
2008,Ohio,Hearing impairments,2270,NA,NA,398,84,1680,2192,NA,NA,NA,NA,NA,NA,NA,NA
2008,Ohio,Speech or language impairments,31763,46,332,4095,755,25350,30578,NA,NA,NA,NA,NA,NA,NA,NA
2008,Ohio,Visual impairments,1000,0,20,135,20,792,967,NA,NA,NA,NA,NA,NA,NA,NA
2008,Ohio,Emotional disturbance,18237,33,43,5867,358,11032,17333,NA,NA,NA,NA,NA,NA,NA,NA
2008,Ohio,Orthopedic impairments,1812,NA,NA,283,40,1396,1747,NA,NA,NA,NA,NA,NA,NA,NA
2008,Ohio,Other health impairments,25954,41,121,3754,477,20551,24944,NA,NA,NA,NA,NA,NA,NA,NA
2008,Ohio,Specific learning disabilities,102469,215,459,18382,2837,77085,98978,NA,NA,NA,NA,NA,NA,NA,NA
2008,Ohio,Deaf-blindness,39,NA,NA,5,0,28,35,NA,NA,NA,NA,NA,NA,NA,NA
2008,Ohio,Multiple disabilities,13742,21,112,2850,315,10068,13366,NA,NA,NA,NA,NA,NA,NA,NA
2008,Ohio,Autism,11293,25,161,1364,182,9195,10927,NA,NA,NA,NA,NA,NA,NA,NA
2008,Ohio,Traumatic brain injury,1166,NA,NA,208,32,878,1128,NA,NA,NA,NA,NA,NA,NA,NA
2008,Ohio,Developmental delay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Ohio,All disabilities,241669,449,1435,47040,5827,178328,233079,NA,NA,NA,NA,NA,NA,NA,NA
2008,Oklahoma,Mental retardation,5516,936,52,1123,468,2937,5516,NA,NA,NA,NA,NA,NA,NA,NA
2008,Oklahoma,Hearing impairments,888,132,21,79,94,562,888,NA,NA,NA,NA,NA,NA,NA,NA
2008,Oklahoma,Speech or language impairments,10353,1942,169,948,758,6536,10353,NA,NA,NA,NA,NA,NA,NA,NA
2008,Oklahoma,Visual impairments,413,57,NA,NA,23,291,413,NA,NA,NA,NA,NA,NA,NA,NA
2008,Oklahoma,Emotional disturbance,4734,807,17,748,151,3011,4734,NA,NA,NA,NA,NA,NA,NA,NA
2008,Oklahoma,Orthopedic impairments,436,67,NA,50,NA,274,436,NA,NA,NA,NA,NA,NA,NA,NA
2008,Oklahoma,Other health impairments,9297,1531,80,981,397,6308,9297,NA,NA,NA,NA,NA,NA,NA,NA
2008,Oklahoma,Specific learning disabilities,41414,7893,336,5885,3705,23595,41414,NA,NA,NA,NA,NA,NA,NA,NA
2008,Oklahoma,Deaf-blindness,22,6,0,NA,NA,12,22,NA,NA,NA,NA,NA,NA,NA,NA
2008,Oklahoma,Multiple disabilities,1446,234,24,163,106,919,1446,NA,NA,NA,NA,NA,NA,NA,NA
2008,Oklahoma,Autism,2170,277,46,199,97,1551,2170,NA,NA,NA,NA,NA,NA,NA,NA
2008,Oklahoma,Traumatic brain injury,286,60,NA,37,NA,167,286,NA,NA,NA,NA,NA,NA,NA,NA
2008,Oklahoma,Developmental delay,9530,1621,110,959,656,6185,9531,NA,NA,NA,NA,NA,NA,NA,NA
2008,Oklahoma,All disabilities,86505,15563,875,11204,6516,52348,86506,NA,NA,NA,NA,NA,NA,NA,NA
2008,Oregon,Mental retardation,4012,133,123,222,656,2878,4012,NA,NA,NA,NA,NA,NA,NA,NA
2008,Oregon,Hearing impairments,823,17,49,33,201,523,823,NA,NA,NA,NA,NA,NA,NA,NA
2008,Oregon,Speech or language impairments,16116,457,710,616,3086,11247,16116,NA,NA,NA,NA,NA,NA,NA,NA
2008,Oregon,Visual impairments,317,8,15,12,64,218,317,NA,NA,NA,NA,NA,NA,NA,NA
2008,Oregon,Emotional disturbance,4671,169,55,369,393,3685,4671,NA,NA,NA,NA,NA,NA,NA,NA
2008,Oregon,Orthopedic impairments,746,13,35,26,111,561,746,NA,NA,NA,NA,NA,NA,NA,NA
2008,Oregon,Other health impairments,9182,287,164,541,916,7274,9182,NA,NA,NA,NA,NA,NA,NA,NA
2008,Oregon,Specific learning disabilities,27664,894,518,1172,5741,19339,27664,NA,NA,NA,NA,NA,NA,NA,NA
2008,Oregon,Deaf-blindness,15,0,NA,0,NA,11,15,NA,NA,NA,NA,NA,NA,NA,NA
2008,Oregon,Multiple disabilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Oregon,Autism,6571,155,295,178,577,5366,6571,NA,NA,NA,NA,NA,NA,NA,NA
2008,Oregon,Traumatic brain injury,279,9,NA,9,NA,211,279,NA,NA,NA,NA,NA,NA,NA,NA
2008,Oregon,Developmental delay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Oregon,All disabilities,70396,2142,1971,3178,11792,51313,70396,NA,NA,NA,NA,NA,NA,NA,NA
2008,Pennsylvania,Mental retardation,21723,39,230,5423,1706,14325,21723,NA,NA,NA,NA,NA,NA,NA,NA
2008,Pennsylvania,Hearing impairments,2669,NA,NA,394,230,1966,2669,NA,NA,NA,NA,NA,NA,NA,NA
2008,Pennsylvania,Speech or language impairments,40069,67,683,4748,1932,32639,40069,NA,NA,NA,NA,NA,NA,NA,NA
2008,Pennsylvania,Visual impairments,1130,5,20,204,67,834,1130,NA,NA,NA,NA,NA,NA,NA,NA
2008,Pennsylvania,Emotional disturbance,24737,54,114,6500,1681,16388,24737,NA,NA,NA,NA,NA,NA,NA,NA
2008,Pennsylvania,Orthopedic impairments,789,NA,NA,162,76,538,789,NA,NA,NA,NA,NA,NA,NA,NA
2008,Pennsylvania,Other health impairments,18805,30,149,2529,1140,14957,18805,NA,NA,NA,NA,NA,NA,NA,NA
2008,Pennsylvania,Specific learning disabilities,138113,236,1188,25991,12121,98577,138113,NA,NA,NA,NA,NA,NA,NA,NA
2008,Pennsylvania,Deaf-blindness,59,0,5,12,8,34,59,NA,NA,NA,NA,NA,NA,NA,NA
2008,Pennsylvania,Multiple disabilities,2761,NA,NA,451,223,2019,2761,NA,NA,NA,NA,NA,NA,NA,NA
2008,Pennsylvania,Autism,13790,26,342,1709,642,11071,13790,NA,NA,NA,NA,NA,NA,NA,NA
2008,Pennsylvania,Traumatic brain injury,723,NA,NA,93,29,594,723,NA,NA,NA,NA,NA,NA,NA,NA
2008,Pennsylvania,Developmental delay,94,NA,NA,22,9,60,94,NA,NA,NA,NA,NA,NA,NA,NA
2008,Pennsylvania,All disabilities,265462,470,2888,48238,19864,194002,265462,NA,NA,NA,NA,NA,NA,NA,NA
2008,Puerto Rico,Mental retardation,9401,12,NA,NA,9373,0,9401,NA,NA,NA,NA,NA,NA,NA,NA
2008,Puerto Rico,Hearing impairments,698,NA,0,NA,692,NA,698,NA,NA,NA,NA,NA,NA,NA,NA
2008,Puerto Rico,Speech or language impairments,17771,30,NA,14,17711,NA,17771,NA,NA,NA,NA,NA,NA,NA,NA
2008,Puerto Rico,Visual impairments,536,0,0,NA,NA,0,536,NA,NA,NA,NA,NA,NA,NA,NA
2008,Puerto Rico,Emotional disturbance,1178,NA,NA,NA,1174,NA,1178,NA,NA,NA,NA,NA,NA,NA,NA
2008,Puerto Rico,Orthopedic impairments,443,NA,0,0,NA,0,443,NA,NA,NA,NA,NA,NA,NA,NA
2008,Puerto Rico,Other health impairments,6147,NA,9,NA,6126,NA,6147,NA,NA,NA,NA,NA,NA,NA,NA
2008,Puerto Rico,Specific learning disabilities,56239,53,81,40,56059,6,56239,NA,NA,NA,NA,NA,NA,NA,NA
2008,Puerto Rico,Deaf-blindness,39,0,0,0,39,0,39,NA,NA,NA,NA,NA,NA,NA,NA
2008,Puerto Rico,Multiple disabilities,1088,NA,NA,0,1086,0,1088,NA,NA,NA,NA,NA,NA,NA,NA
2008,Puerto Rico,Autism,1352,5,NA,NA,1343,NA,1352,NA,NA,NA,NA,NA,NA,NA,NA
2008,Puerto Rico,Traumatic brain injury,41,0,0,0,41,0,41,NA,NA,NA,NA,NA,NA,NA,NA
2008,Puerto Rico,Developmental delay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Puerto Rico,All disabilities,94933,113,112,NA,94619,NA,94933,NA,NA,NA,NA,NA,NA,NA,NA
2008,Rhode Island,Mental retardation,1014,9,25,132,271,577,1014,NA,NA,NA,NA,NA,NA,NA,NA
2008,Rhode Island,Hearing impairments,176,NA,NA,13,34,117,176,NA,NA,NA,NA,NA,NA,NA,NA
2008,Rhode Island,Speech or language impairments,4207,31,86,329,758,3003,4207,NA,NA,NA,NA,NA,NA,NA,NA
2008,Rhode Island,Visual impairments,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Rhode Island,Emotional disturbance,2587,34,27,447,483,1596,2587,NA,NA,NA,NA,NA,NA,NA,NA
2008,Rhode Island,Orthopedic impairments,72,5,NA,5,NA,56,72,NA,NA,NA,NA,NA,NA,NA,NA
2008,Rhode Island,Other health impairments,4230,41,31,270,393,3495,4230,NA,NA,NA,NA,NA,NA,NA,NA
2008,Rhode Island,Specific learning disabilities,10277,115,151,1128,2352,6531,10277,NA,NA,NA,NA,NA,NA,NA,NA
2008,Rhode Island,Deaf-blindness,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Rhode Island,Multiple disabilities,287,NA,NA,17,48,208,287,NA,NA,NA,NA,NA,NA,NA,NA
2008,Rhode Island,Autism,1327,6,30,69,90,1132,1327,NA,NA,NA,NA,NA,NA,NA,NA
2008,Rhode Island,Traumatic brain injury,64,0,NA,NA,11,49,64,NA,NA,NA,NA,NA,NA,NA,NA
2008,Rhode Island,Developmental delay,363,6,5,31,80,241,363,NA,NA,NA,NA,NA,NA,NA,NA
2008,Rhode Island,All disabilities,24666,253,383,2445,4534,17051,24666,NA,NA,NA,NA,NA,NA,NA,NA
2008,South Carolina,Mental retardation,9341,28,48,6002,210,3053,9341,NA,NA,NA,NA,NA,NA,NA,NA
2008,South Carolina,Hearing impairments,1023,NA,NA,440,58,500,1023,NA,NA,NA,NA,NA,NA,NA,NA
2008,South Carolina,Speech or language impairments,18007,35,159,6411,652,10750,18007,NA,NA,NA,NA,NA,NA,NA,NA
2008,South Carolina,Visual impairments,412,NA,NA,143,14,245,412,NA,NA,NA,NA,NA,NA,NA,NA
2008,South Carolina,Emotional disturbance,3818,7,9,2083,49,1670,3818,NA,NA,NA,NA,NA,NA,NA,NA
2008,South Carolina,Orthopedic impairments,699,NA,NA,236,29,425,699,NA,NA,NA,NA,NA,NA,NA,NA
2008,South Carolina,Other health impairments,8811,15,20,3020,167,5589,8811,NA,NA,NA,NA,NA,NA,NA,NA
2008,South Carolina,Specific learning disabilities,44296,135,150,19797,1814,22400,44296,NA,NA,NA,NA,NA,NA,NA,NA
2008,South Carolina,Deaf-blindness,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,South Carolina,Multiple disabilities,468,0,NA,123,NA,322,468,NA,NA,NA,NA,NA,NA,NA,NA
2008,South Carolina,Autism,2612,NA,NA,1010,83,1472,2612,NA,NA,NA,NA,NA,NA,NA,NA
2008,South Carolina,Traumatic brain injury,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,South Carolina,Developmental delay,1458,NA,NA,769,84,595,1458,NA,NA,NA,NA,NA,NA,NA,NA
2008,South Carolina,All disabilities,91133,232,476,40104,3190,47131,91133,NA,NA,NA,NA,NA,NA,NA,NA
2008,South Dakota,Mental retardation,1281,266,10,50,43,912,1281,NA,NA,NA,NA,NA,NA,NA,NA
2008,South Dakota,Hearing impairments,125,19,NA,NA,6,95,125,NA,NA,NA,NA,NA,NA,NA,NA
2008,South Dakota,Speech or language impairments,3441,512,49,59,84,2737,3441,NA,NA,NA,NA,NA,NA,NA,NA
2008,South Dakota,Visual impairments,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,South Dakota,Emotional disturbance,1002,189,NA,40,NA,738,1002,NA,NA,NA,NA,NA,NA,NA,NA
2008,South Dakota,Orthopedic impairments,68,9,NA,NA,NA,53,68,NA,NA,NA,NA,NA,NA,NA,NA
2008,South Dakota,Other health impairments,1573,204,10,70,25,1264,1573,NA,NA,NA,NA,NA,NA,NA,NA
2008,South Dakota,Specific learning disabilities,6255,1295,49,143,223,4545,6255,NA,NA,NA,NA,NA,NA,NA,NA
2008,South Dakota,Deaf-blindness,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,South Dakota,Multiple disabilities,707,104,12,31,25,535,707,NA,NA,NA,NA,NA,NA,NA,NA
2008,South Dakota,Autism,579,51,8,8,12,500,579,NA,NA,NA,NA,NA,NA,NA,NA
2008,South Dakota,Traumatic brain injury,58,18,0,NA,NA,37,58,NA,NA,NA,NA,NA,NA,NA,NA
2008,South Dakota,Developmental delay,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,South Dakota,All disabilities,15133,2675,149,409,452,11448,15133,NA,NA,NA,NA,NA,NA,NA,NA
2008,Tennessee,Mental retardation,8290,49,7,3767,211,4256,8290,NA,NA,NA,NA,NA,NA,NA,NA
2008,Tennessee,Hearing impairments,1377,NA,NA,374,79,894,1377,NA,NA,NA,NA,NA,NA,NA,NA
2008,Tennessee,Speech or language impairments,25868,262,51,5460,920,19175,25868,NA,NA,NA,NA,NA,NA,NA,NA
2008,Tennessee,Visual impairments,663,NA,NA,152,NA,469,663,NA,NA,NA,NA,NA,NA,NA,NA
2008,Tennessee,Emotional disturbance,3605,12,9,1163,66,2355,3605,NA,NA,NA,NA,NA,NA,NA,NA
2008,Tennessee,Orthopedic impairments,753,NA,NA,119,31,592,753,NA,NA,NA,NA,NA,NA,NA,NA
2008,Tennessee,Other health impairments,11643,37,23,2322,175,9086,11643,NA,NA,NA,NA,NA,NA,NA,NA
2008,Tennessee,Specific learning disabilities,43576,176,93,13202,1561,28544,43576,NA,NA,NA,NA,NA,NA,NA,NA
2008,Tennessee,Deaf-blindness,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Tennessee,Multiple disabilities,2004,NA,NA,493,52,1437,2004,NA,NA,NA,NA,NA,NA,NA,NA
2008,Tennessee,Autism,4014,NA,NA,749,120,3071,4014,NA,NA,NA,NA,NA,NA,NA,NA
2008,Tennessee,Traumatic brain injury,NA,NA,0,NA,NA,190,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Tennessee,Developmental delay,4036,44,11,1165,194,2622,4036,NA,NA,NA,NA,NA,NA,NA,NA
2008,Tennessee,All disabilities,106100,720,207,29030,3452,72691,106100,NA,NA,NA,NA,NA,NA,NA,NA
2008,Texas,Mental retardation,27796,93,575,7263,12370,7495,27796,NA,NA,NA,NA,NA,NA,NA,NA
2008,Texas,Hearing impairments,6198,18,201,825,3117,2037,6198,NA,NA,NA,NA,NA,NA,NA,NA
2008,Texas,Speech or language impairments,64071,320,1462,8063,28128,26098,64071,NA,NA,NA,NA,NA,NA,NA,NA
2008,Texas,Visual impairments,2806,10,84,450,1105,1157,2806,NA,NA,NA,NA,NA,NA,NA,NA
2008,Texas,Emotional disturbance,30560,147,202,6800,9356,14055,30560,NA,NA,NA,NA,NA,NA,NA,NA
2008,Texas,Orthopedic impairments,3926,14,102,527,1823,1460,3926,NA,NA,NA,NA,NA,NA,NA,NA
2008,Texas,Other health impairments,52705,263,571,9780,16653,25438,52705,NA,NA,NA,NA,NA,NA,NA,NA
2008,Texas,Specific learning disabilities,197280,850,1575,39244,99138,56473,197280,NA,NA,NA,NA,NA,NA,NA,NA
2008,Texas,Deaf-blindness,102,NA,NA,10,37,52,102,NA,NA,NA,NA,NA,NA,NA,NA
2008,Texas,Multiple disabilities,4856,15,123,848,1974,1896,4856,NA,NA,NA,NA,NA,NA,NA,NA
2008,Texas,Autism,22589,92,1162,3142,6903,11290,22589,NA,NA,NA,NA,NA,NA,NA,NA
2008,Texas,Traumatic brain injury,1253,NA,NA,221,462,546,1253,NA,NA,NA,NA,NA,NA,NA,NA
2008,Texas,Developmental delay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Texas,All disabilities,414142,1829,6077,77173,181066,147997,414142,NA,NA,NA,NA,NA,NA,NA,NA
2008,U.S. and Outlying Areas,Mental retardation,476131,5726,10317,139974,78103,221944,456064,5333,632,510,4259,62,7199,232,18227
2008,U.S. and Outlying Areas,Hearing impairments,70781,808,3656,10785,17037,35637,67923,547,84,173,307,28,1521,23,2683
2008,U.S. and Outlying Areas,Speech or language impairments,1121961,13327,33919,162117,215723,624037,1049123,12046,2179,3477,7517,238,43304,841,69602
2008,U.S. and Outlying Areas,Visual impairments,25816,312,1011,4185,5201,14129,24838,141,28,47,100,3,571,9,899
2008,U.S. and Outlying Areas,Emotional disturbance,418068,6343,4718,114025,46392,220606,392084,4247,636,305,5123,53,13314,461,24139
2008,U.S. and Outlying Areas,Orthopedic impairments,62371,579,2172,8005,13473,32821,57050,1262,36,72,1875,6,1898,42,5191
2008,U.S. and Outlying Areas,Other health impairments,648398,7398,9617,110371,70927,405257,603570,5196,911,828,5161,80,29225,477,41878
2008,U.S. and Outlying Areas,Specific learning disabilities,2525898,37196,42845,486649,589760,1206602,2363052,27944,6248,2905,23601,1116,92421,1817,156052
2008,U.S. and Outlying Areas,Deaf-blindness,1745,28,46,140,258,666,1138,144,6,20,166,9,249,4,598
2008,U.S. and Outlying Areas,Multiple disabilities,124073,1346,2839,17869,13287,61242,96583,4625,351,764,6691,64,14382,177,27054
2008,U.S. and Outlying Areas,Autism,292818,2186,15178,38763,37361,180666,274154,1836,154,1122,1726,56,12550,226,17670
2008,U.S. and Outlying Areas,Traumatic brain injury,24866,318,442,3190,2674,10000,16624,942,61,176,1185,10,5688,108,8170
2008,U.S. and Outlying Areas,Developmental delay,96923,3059,2364,21160,8478,49682,84743,1870,594,325,929,37,7546,349,11650
