year,state,Ethnicity,disability,total_6to21,aian5,api5,black5,hisp5,white5,total_ethnicity5,hisp7,aian7,asian7,black7,nhpi7,white7,tworace7,total_ethnicity7
2009,New Jersey,7,Other health impairments,31803,NA,NA,NA,NA,NA,NA,4634,41,741,5231,29,20996,131,31803
2009,New Jersey,7,Specific learning disabilities,86585,NA,NA,NA,NA,NA,NA,18430,144,1846,17782,97,47932,354,86585
2009,New Jersey,7,Deaf-blindness,16,NA,NA,NA,NA,NA,NA,7,0,0,NA,0,6,0,NA
2009,New Jersey,7,Multiple disabilities,21269,NA,NA,NA,NA,NA,NA,3947,35,628,6166,38,10374,81,21269
2009,New Jersey,7,Autism,10783,NA,NA,NA,NA,NA,NA,1450,17,945,1425,24,6880,42,10783
2009,New Jersey,7,Traumatic brain injury,858,NA,NA,NA,NA,NA,NA,160,NA,38,263,0,390,NA,NA
2009,New Jersey,7,Developmental delay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,New Jersey,7,All disabilities,212615,NA,NA,NA,NA,NA,NA,40668,337,7409,42050,288,120966,897,212615
2009,New Mexico,7,Mental retardation,1797,NA,NA,NA,NA,NA,NA,1033,238,18,54,0,434,20,1797
2009,New Mexico,7,Hearing impairments,502,NA,NA,NA,NA,NA,NA,292,68,6,14,0,117,5,502
2009,New Mexico,7,Speech or language impairments,9003,NA,NA,NA,NA,NA,NA,5385,960,NA,209,NA,2289,82,9003
2009,New Mexico,7,Visual impairments,186,NA,NA,NA,NA,NA,NA,99,24,NA,NA,0,NA,NA,186
2009,New Mexico,7,Emotional disturbance,2151,NA,NA,NA,NA,NA,NA,1096,247,NA,87,NA,680,33,2151
2009,New Mexico,7,Orthopedic impairments,236,NA,NA,NA,NA,NA,NA,137,17,NA,6,0,72,NA,236
2009,New Mexico,7,Other health impairments,3168,NA,NA,NA,NA,NA,NA,1593,264,14,95,0,1169,33,3168
2009,New Mexico,7,Specific learning disabilities,17776,NA,NA,NA,NA,NA,NA,10838,2257,NA,505,NA,3951,153,17776
2009,New Mexico,7,Deaf-blindness,5,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,5
2009,New Mexico,7,Multiple disabilities,889,NA,NA,NA,NA,NA,NA,478,132,9,16,0,249,5,889
2009,New Mexico,7,Autism,1164,NA,NA,NA,NA,NA,NA,449,65,18,27,0,581,24,1164
2009,New Mexico,7,Traumatic brain injury,189,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,0,53,NA,189
2009,New Mexico,7,Developmental delay,2131,NA,NA,NA,NA,NA,NA,1144,391,NA,48,0,519,NA,2131
2009,New Mexico,7,All disabilities,39197,NA,NA,NA,NA,NA,NA,22645,4696,NA,1069,NA,10169,376,39197
2009,New York,5,Mental retardation,12299,81,564,3914,3238,4502,12299,NA,NA,NA,NA,NA,NA,NA,NA
2009,New York,5,Hearing impairments,4463,20,382,818,1248,1995,4463,NA,NA,NA,NA,NA,NA,NA,NA
2009,New York,5,Speech or language impairments,84696,534,4019,18345,28987,32811,84696,NA,NA,NA,NA,NA,NA,NA,NA
2009,New York,5,Visual impairments,1408,13,83,270,321,721,1408,NA,NA,NA,NA,NA,NA,NA,NA
2009,New York,5,Emotional disturbance,33627,276,483,13625,7522,11721,33627,NA,NA,NA,NA,NA,NA,NA,NA
2009,New York,5,Orthopedic impairments,2137,21,108,466,443,1099,2137,NA,NA,NA,NA,NA,NA,NA,NA
2009,New York,5,Other health impairments,55681,301,979,8727,6875,38799,55681,NA,NA,NA,NA,NA,NA,NA,NA
2009,New York,5,Specific learning disabilities,163136,1139,4446,39614,42733,75204,163136,NA,NA,NA,NA,NA,NA,NA,NA
2009,New York,5,Deaf-blindness,7,0,0,0,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,New York,5,Multiple disabilities,18656,84,644,3812,3019,11097,18656,NA,NA,NA,NA,NA,NA,NA,NA
2009,New York,5,Autism,19277,121,964,3497,2964,11731,19277,NA,NA,NA,NA,NA,NA,NA,NA
2009,New York,5,Traumatic brain injury,1180,5,43,232,NA,733,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,New York,5,Developmental delay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,New York,5,All disabilities,396567,2595,12715,93320,97518,190419,396567,NA,NA,NA,NA,NA,NA,NA,NA
2009,North Carolina,5,Mental retardation,20133,611,196,10278,1408,7140,19633,NA,NA,NA,NA,NA,NA,NA,NA
2009,North Carolina,5,Hearing impairments,2015,22,49,594,289,988,1942,NA,NA,NA,NA,NA,NA,NA,NA
2009,North Carolina,5,Speech or language impairments,24643,629,378,6207,2019,14304,23537,NA,NA,NA,NA,NA,NA,NA,NA
2009,North Carolina,5,Visual impairments,635,NA,NA,196,52,340,610,NA,NA,NA,NA,NA,NA,NA,NA
2009,North Carolina,5,Emotional disturbance,7184,68,NA,3698,182,2853,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,North Carolina,5,Orthopedic impairments,931,NA,NA,202,69,596,899,NA,NA,NA,NA,NA,NA,NA,NA
2009,North Carolina,5,Other health impairments,29751,371,151,9127,995,17825,28469,NA,NA,NA,NA,NA,NA,NA,NA
2009,North Carolina,5,Specific learning disabilities,63133,1007,521,20483,7560,31288,60859,NA,NA,NA,NA,NA,NA,NA,NA
2009,North Carolina,5,Deaf-blindness,36,0,0,7,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,North Carolina,5,Multiple disabilities,2133,22,33,645,190,1173,2063,NA,NA,NA,NA,NA,NA,NA,NA
2009,North Carolina,5,Autism,9666,52,212,2521,472,5997,9254,NA,NA,NA,NA,NA,NA,NA,NA
2009,North Carolina,5,Traumatic brain injury,438,0,NA,150,NA,224,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,North Carolina,5,Developmental delay,6051,61,87,2237,712,2663,5760,NA,NA,NA,NA,NA,NA,NA,NA
2009,North Carolina,5,All disabilities,166749,2858,1693,56345,13990,85413,160299,NA,NA,NA,NA,NA,NA,NA,NA
2009,North Dakota,5,Mental retardation,797,102,10,27,21,637,797,NA,NA,NA,NA,NA,NA,NA,NA
2009,North Dakota,5,Hearing impairments,106,14,NA,NA,5,85,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,North Dakota,5,Speech or language impairments,2649,321,27,67,80,2154,2649,NA,NA,NA,NA,NA,NA,NA,NA
2009,North Dakota,5,Visual impairments,48,NA,0,0,0,41,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,North Dakota,5,Emotional disturbance,912,137,NA,43,24,706,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,North Dakota,5,Orthopedic impairments,90,NA,0,0,NA,85,90,NA,NA,NA,NA,NA,NA,NA,NA
2009,North Dakota,5,Other health impairments,1569,136,8,44,32,1349,1569,NA,NA,NA,NA,NA,NA,NA,NA
2009,North Dakota,5,Specific learning disabilities,4158,459,NA,94,147,3444,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,North Dakota,5,Deaf-blindness,5,0,0,0,0,5,5,NA,NA,NA,NA,NA,NA,NA,NA
2009,North Dakota,5,Multiple disabilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,North Dakota,5,Autism,550,24,6,17,11,492,550,NA,NA,NA,NA,NA,NA,NA,NA
2009,North Dakota,5,Traumatic brain injury,48,6,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,North Dakota,5,Developmental delay,670,118,6,17,23,506,670,NA,NA,NA,NA,NA,NA,NA,NA
2009,North Dakota,5,All disabilities,11602,1328,NA,NA,346,9540,11602,NA,NA,NA,NA,NA,NA,NA,NA
2009,Northern Marianas,5,Mental retardation,66,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,Northern Marianas,5,Hearing impairments,19,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,Northern Marianas,5,Speech or language impairments,50,0,NA,0,0,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
2009,Northern Marianas,5,Visual impairments,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,Northern Marianas,5,Emotional disturbance,8,0,8,0,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA
2009,Northern Marianas,5,Orthopedic impairments,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,Northern Marianas,5,Other health impairments,69,0,NA,0,0,NA,69,NA,NA,NA,NA,NA,NA,NA,NA
2009,Northern Marianas,5,Specific learning disabilities,439,NA,NA,0,0,NA,439,NA,NA,NA,NA,NA,NA,NA,NA
2009,Northern Marianas,5,Deaf-blindness,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,Northern Marianas,5,Multiple disabilities,26,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,Northern Marianas,5,Autism,59,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,Northern Marianas,5,Traumatic brain injury,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,Northern Marianas,5,Developmental delay,39,0,NA,0,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA
2009,Northern Marianas,5,All disabilities,792,NA,NA,0,0,NA,792,NA,NA,NA,NA,NA,NA,NA,NA
2009,Ohio,5,Mental retardation,29031,56,114,8562,701,18572,28005,NA,NA,NA,NA,NA,NA,NA,NA
2009,Ohio,5,Hearing impairments,2293,NA,NA,379,82,1719,2219,NA,NA,NA,NA,NA,NA,NA,NA
2009,Ohio,5,Speech or language impairments,30339,47,338,3791,749,24173,29098,NA,NA,NA,NA,NA,NA,NA,NA
2009,Ohio,5,Visual impairments,967,0,24,NA,NA,761,935,NA,NA,NA,NA,NA,NA,NA,NA
2009,Ohio,5,Emotional disturbance,17029,24,37,5285,335,10430,16111,NA,NA,NA,NA,NA,NA,NA,NA
2009,Ohio,5,Orthopedic impairments,1761,NA,NA,263,44,1360,1694,NA,NA,NA,NA,NA,NA,NA,NA
2009,Ohio,5,Other health impairments,28172,50,140,4181,580,22000,26951,NA,NA,NA,NA,NA,NA,NA,NA
2009,Ohio,5,Specific learning disabilities,102129,195,461,18684,2967,76047,98354,NA,NA,NA,NA,NA,NA,NA,NA
2009,Ohio,5,Deaf-blindness,45,NA,0,NA,NA,36,42,NA,NA,NA,NA,NA,NA,NA,NA
2009,Ohio,5,Multiple disabilities,13579,21,111,2702,334,9996,13164,NA,NA,NA,NA,NA,NA,NA,NA
2009,Ohio,5,Autism,13441,28,200,1552,231,10959,12970,NA,NA,NA,NA,NA,NA,NA,NA
2009,Ohio,5,Traumatic brain injury,1274,NA,NA,242,30,953,1237,NA,NA,NA,NA,NA,NA,NA,NA
2009,Ohio,5,Developmental delay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,Ohio,5,All disabilities,240060,431,1494,45771,6078,177006,230780,NA,NA,NA,NA,NA,NA,NA,NA
2009,Oklahoma,5,Mental retardation,5409,906,52,1064,511,2876,5409,NA,NA,NA,NA,NA,NA,NA,NA
2009,Oklahoma,5,Hearing impairments,940,131,20,89,111,589,940,NA,NA,NA,NA,NA,NA,NA,NA
2009,Oklahoma,5,Speech or language impairments,9740,1813,165,850,780,6132,9740,NA,NA,NA,NA,NA,NA,NA,NA
2009,Oklahoma,5,Visual impairments,424,NA,NA,33,24,305,424,NA,NA,NA,NA,NA,NA,NA,NA
2009,Oklahoma,5,Emotional disturbance,4610,777,23,739,184,2887,4610,NA,NA,NA,NA,NA,NA,NA,NA
2009,Oklahoma,5,Orthopedic impairments,451,70,NA,50,NA,279,451,NA,NA,NA,NA,NA,NA,NA,NA
2009,Oklahoma,5,Other health impairments,10110,1732,60,1098,453,6767,10110,NA,NA,NA,NA,NA,NA,NA,NA
2009,Oklahoma,5,Specific learning disabilities,40658,7922,277,5786,4037,22636,40658,NA,NA,NA,NA,NA,NA,NA,NA
2009,Oklahoma,5,Deaf-blindness,19,NA,0,0,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,Oklahoma,5,Multiple disabilities,1470,245,21,164,107,933,1470,NA,NA,NA,NA,NA,NA,NA,NA
2009,Oklahoma,5,Autism,2521,321,52,229,132,1787,2521,NA,NA,NA,NA,NA,NA,NA,NA
2009,Oklahoma,5,Traumatic brain injury,260,53,NA,39,NA,141,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,Oklahoma,5,Developmental delay,10766,1836,125,1033,826,6946,10766,NA,NA,NA,NA,NA,NA,NA,NA
2009,Oklahoma,5,All disabilities,87378,15862,810,11174,7239,52293,87378,NA,NA,NA,NA,NA,NA,NA,NA
2009,Oregon,5,Mental retardation,4000,139,127,207,696,2831,4000,NA,NA,NA,NA,NA,NA,NA,NA
2009,Oregon,5,Hearing impairments,830,22,52,40,205,511,830,NA,NA,NA,NA,NA,NA,NA,NA
2009,Oregon,5,Speech or language impairments,16132,478,704,634,3304,11012,16132,NA,NA,NA,NA,NA,NA,NA,NA
2009,Oregon,5,Visual impairments,314,NA,13,NA,71,212,314,NA,NA,NA,NA,NA,NA,NA,NA
2009,Oregon,5,Emotional disturbance,4669,191,59,386,432,3601,4669,NA,NA,NA,NA,NA,NA,NA,NA
2009,Oregon,5,Orthopedic impairments,713,11,28,19,120,535,713,NA,NA,NA,NA,NA,NA,NA,NA
2009,Oregon,5,Other health impairments,9477,298,174,560,1000,7445,9477,NA,NA,NA,NA,NA,NA,NA,NA
2009,Oregon,5,Specific learning disabilities,27678,926,NA,1173,6111,18943,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,Oregon,5,Deaf-blindness,8,0,NA,0,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,Oregon,5,Multiple disabilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,Oregon,5,Autism,7012,164,328,185,653,5682,7012,NA,NA,NA,NA,NA,NA,NA,NA
2009,Oregon,5,Traumatic brain injury,283,NA,7,NA,NA,211,283,NA,NA,NA,NA,NA,NA,NA,NA
2009,Oregon,5,Developmental delay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,Oregon,5,All disabilities,71116,2242,2018,3231,12636,50989,71116,NA,NA,NA,NA,NA,NA,NA,NA
2009,Pennsylvania,5,Mental retardation,20945,36,274,5272,1707,13656,20945,NA,NA,NA,NA,NA,NA,NA,NA
2009,Pennsylvania,5,Hearing impairments,2595,NA,NA,371,214,1921,2595,NA,NA,NA,NA,NA,NA,NA,NA
2009,Pennsylvania,5,Speech or language impairments,39643,70,741,4623,2137,32072,39643,NA,NA,NA,NA,NA,NA,NA,NA
2009,Pennsylvania,5,Visual impairments,1069,6,19,190,64,790,1069,NA,NA,NA,NA,NA,NA,NA,NA
2009,Pennsylvania,5,Emotional disturbance,24149,51,106,6592,1798,15602,24149,NA,NA,NA,NA,NA,NA,NA,NA
2009,Pennsylvania,5,Orthopedic impairments,800,NA,NA,172,76,540,800,NA,NA,NA,NA,NA,NA,NA,NA
2009,Pennsylvania,5,Other health impairments,21272,37,177,2986,1411,16661,21272,NA,NA,NA,NA,NA,NA,NA,NA
2009,Pennsylvania,5,Specific learning disabilities,134525,250,1198,26165,12762,94150,134525,NA,NA,NA,NA,NA,NA,NA,NA
2009,Pennsylvania,5,Deaf-blindness,60,0,NA,9,NA,41,60,NA,NA,NA,NA,NA,NA,NA,NA
2009,Pennsylvania,5,Multiple disabilities,2718,8,65,435,232,1978,2718,NA,NA,NA,NA,NA,NA,NA,NA
2009,Pennsylvania,5,Autism,15871,30,402,1989,763,12687,15871,NA,NA,NA,NA,NA,NA,NA,NA
2009,Pennsylvania,5,Traumatic brain injury,693,NA,NA,93,35,556,693,NA,NA,NA,NA,NA,NA,NA,NA
2009,Pennsylvania,5,Developmental delay,69,NA,NA,10,NA,50,69,NA,NA,NA,NA,NA,NA,NA,NA
2009,Pennsylvania,5,All disabilities,264409,497,3090,48907,21211,190704,264409,NA,NA,NA,NA,NA,NA,NA,NA
2009,Puerto Rico,5,Mental retardation,9947,11,NA,6,9925,NA,9947,NA,NA,NA,NA,NA,NA,NA,NA
2009,Puerto Rico,5,Hearing impairments,816,NA,0,NA,814,0,816,NA,NA,NA,NA,NA,NA,NA,NA
2009,Puerto Rico,5,Speech or language impairments,19276,20,8,6,19234,8,19276,NA,NA,NA,NA,NA,NA,NA,NA
2009,Puerto Rico,5,Visual impairments,662,0,0,NA,NA,0,662,NA,NA,NA,NA,NA,NA,NA,NA
2009,Puerto Rico,5,Emotional disturbance,1370,0,NA,NA,1366,NA,1370,NA,NA,NA,NA,NA,NA,NA,NA
2009,Puerto Rico,5,Orthopedic impairments,428,NA,0,0,NA,0,428,NA,NA,NA,NA,NA,NA,NA,NA
2009,Puerto Rico,5,Other health impairments,7944,NA,7,NA,7928,5,7944,NA,NA,NA,NA,NA,NA,NA,NA
2009,Puerto Rico,5,Specific learning disabilities,62927,38,61,22,62794,12,62927,NA,NA,NA,NA,NA,NA,NA,NA
2009,Puerto Rico,5,Deaf-blindness,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,Puerto Rico,5,Multiple disabilities,1184,0,NA,0,NA,0,1184,NA,NA,NA,NA,NA,NA,NA,NA
2009,Puerto Rico,5,Autism,1808,5,NA,NA,1795,NA,1808,NA,NA,NA,NA,NA,NA,NA,NA
2009,Puerto Rico,5,Traumatic brain injury,47,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,Puerto Rico,5,Developmental delay,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,Puerto Rico,5,All disabilities,106478,77,87,NA,106243,NA,106478,NA,NA,NA,NA,NA,NA,NA,NA
2009,Rhode Island,5,Mental retardation,948,11,23,123,264,527,948,NA,NA,NA,NA,NA,NA,NA,NA
2009,Rhode Island,5,Hearing impairments,161,NA,NA,14,31,106,161,NA,NA,NA,NA,NA,NA,NA,NA
2009,Rhode Island,5,Speech or language impairments,3640,21,81,291,729,2518,3640,NA,NA,NA,NA,NA,NA,NA,NA
2009,Rhode Island,5,Visual impairments,63,0,NA,NA,NA,45,63,NA,NA,NA,NA,NA,NA,NA,NA
2009,Rhode Island,5,Emotional disturbance,2397,32,23,406,464,1472,2397,NA,NA,NA,NA,NA,NA,NA,NA
2009,Rhode Island,5,Orthopedic impairments,72,5,NA,6,NA,54,72,NA,NA,NA,NA,NA,NA,NA,NA
2009,Rhode Island,5,Other health impairments,3929,45,33,270,398,3183,3929,NA,NA,NA,NA,NA,NA,NA,NA
2009,Rhode Island,5,Specific learning disabilities,9633,114,140,1101,2313,5965,9633,NA,NA,NA,NA,NA,NA,NA,NA
2009,Rhode Island,5,Deaf-blindness,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,Rhode Island,5,Multiple disabilities,284,NA,NA,15,51,202,284,NA,NA,NA,NA,NA,NA,NA,NA
2009,Rhode Island,5,Autism,1421,6,35,79,107,1194,1421,NA,NA,NA,NA,NA,NA,NA,NA
2009,Rhode Island,5,Traumatic brain injury,NA,0,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,Rhode Island,5,Developmental delay,817,14,13,73,187,530,817,NA,NA,NA,NA,NA,NA,NA,NA
2009,Rhode Island,5,All disabilities,23429,254,378,2386,4570,15841,23429,NA,NA,NA,NA,NA,NA,NA,NA
2009,South Carolina,5,Mental retardation,8564,21,43,5470,214,2816,8564,NA,NA,NA,NA,NA,NA,NA,NA
2009,South Carolina,5,Hearing impairments,1022,NA,NA,435,57,504,1022,NA,NA,NA,NA,NA,NA,NA,NA
2009,South Carolina,5,Speech or language impairments,16975,27,161,5876,717,10194,16975,NA,NA,NA,NA,NA,NA,NA,NA
2009,South Carolina,5,Visual impairments,403,NA,NA,144,NA,233,403,NA,NA,NA,NA,NA,NA,NA,NA
2009,South Carolina,5,Emotional disturbance,3613,9,NA,1950,54,1592,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,South Carolina,5,Orthopedic impairments,662,NA,NA,218,28,407,662,NA,NA,NA,NA,NA,NA,NA,NA
2009,South Carolina,5,Other health impairments,9359,20,26,3221,195,5897,9359,NA,NA,NA,NA,NA,NA,NA,NA
2009,South Carolina,5,Specific learning disabilities,43334,142,152,19514,1941,21585,43334,NA,NA,NA,NA,NA,NA,NA,NA
2009,South Carolina,5,Deaf-blindness,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,South Carolina,5,Multiple disabilities,542,NA,NA,154,27,358,542,NA,NA,NA,NA,NA,NA,NA,NA
2009,South Carolina,5,Autism,2900,NA,NA,1111,98,1638,2900,NA,NA,NA,NA,NA,NA,NA,NA
2009,South Carolina,5,Traumatic brain injury,NA,0,0,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,South Carolina,5,Developmental delay,2608,NA,NA,1326,139,1121,2608,NA,NA,NA,NA,NA,NA,NA,NA
2009,South Carolina,5,All disabilities,90161,232,500,39488,3496,46445,90161,NA,NA,NA,NA,NA,NA,NA,NA
2009,South Dakota,5,Mental retardation,1360,276,19,60,45,960,1360,NA,NA,NA,NA,NA,NA,NA,NA
2009,South Dakota,5,Hearing impairments,115,15,NA,NA,8,86,115,NA,NA,NA,NA,NA,NA,NA,NA
2009,South Dakota,5,Speech or language impairments,3449,510,39,68,107,2725,3449,NA,NA,NA,NA,NA,NA,NA,NA
2009,South Dakota,5,Visual impairments,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,South Dakota,5,Emotional disturbance,1081,197,5,47,25,807,1081,NA,NA,NA,NA,NA,NA,NA,NA
2009,South Dakota,5,Orthopedic impairments,70,NA,NA,NA,5,56,70,NA,NA,NA,NA,NA,NA,NA,NA
2009,South Dakota,5,Other health impairments,1672,236,10,71,37,1318,1672,NA,NA,NA,NA,NA,NA,NA,NA
2009,South Dakota,5,Specific learning disabilities,6153,1301,43,155,226,4428,6153,NA,NA,NA,NA,NA,NA,NA,NA
2009,South Dakota,5,Deaf-blindness,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,South Dakota,5,Multiple disabilities,614,99,9,23,24,459,614,NA,NA,NA,NA,NA,NA,NA,NA
2009,South Dakota,5,Autism,610,61,11,10,15,513,610,NA,NA,NA,NA,NA,NA,NA,NA
2009,South Dakota,5,Traumatic brain injury,57,16,0,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,South Dakota,5,Developmental delay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,South Dakota,5,All disabilities,15219,2725,138,442,497,11417,15219,NA,NA,NA,NA,NA,NA,NA,NA
2009,Tennessee,5,Mental retardation,7787,12,59,3303,237,4176,7787,NA,NA,NA,NA,NA,NA,NA,NA
2009,Tennessee,5,Hearing impairments,1352,NA,NA,381,83,858,1352,NA,NA,NA,NA,NA,NA,NA,NA
2009,Tennessee,5,Speech or language impairments,25917,57,304,5381,1058,19117,25917,NA,NA,NA,NA,NA,NA,NA,NA
2009,Tennessee,5,Visual impairments,660,NA,NA,142,NA,473,660,NA,NA,NA,NA,NA,NA,NA,NA
2009,Tennessee,5,Emotional disturbance,3435,13,14,1163,63,2182,3435,NA,NA,NA,NA,NA,NA,NA,NA
2009,Tennessee,5,Orthopedic impairments,725,NA,NA,109,32,573,725,NA,NA,NA,NA,NA,NA,NA,NA
2009,Tennessee,5,Other health impairments,12028,28,51,2509,193,9247,12028,NA,NA,NA,NA,NA,NA,NA,NA
2009,Tennessee,5,Specific learning disabilities,43171,113,169,13086,1753,28050,43171,NA,NA,NA,NA,NA,NA,NA,NA
2009,Tennessee,5,Deaf-blindness,9,0,0,NA,0,NA,9,NA,NA,NA,NA,NA,NA,NA,NA
2009,Tennessee,5,Multiple disabilities,2018,NA,NA,490,62,1441,2018,NA,NA,NA,NA,NA,NA,NA,NA
2009,Tennessee,5,Autism,4782,8,80,882,150,3662,4782,NA,NA,NA,NA,NA,NA,NA,NA
2009,Tennessee,5,Traumatic brain injury,290,0,NA,NA,NA,NA,290,NA,NA,NA,NA,NA,NA,NA,NA
2009,Tennessee,5,Developmental delay,3984,9,60,1197,213,2505,3984,NA,NA,NA,NA,NA,NA,NA,NA
2009,Tennessee,5,All disabilities,106158,247,813,28715,3889,72494,106158,NA,NA,NA,NA,NA,NA,NA,NA
2009,Texas,5,Mental retardation,29264,89,610,7349,13414,7802,29264,NA,NA,NA,NA,NA,NA,NA,NA
2009,Texas,5,Hearing impairments,6232,22,214,822,3206,1968,6232,NA,NA,NA,NA,NA,NA,NA,NA
2009,Texas,5,Speech or language impairments,61536,306,1488,7486,27539,24717,61536,NA,NA,NA,NA,NA,NA,NA,NA
2009,Texas,5,Visual impairments,2888,10,75,460,1179,1164,2888,NA,NA,NA,NA,NA,NA,NA,NA
2009,Texas,5,Emotional disturbance,28776,161,208,6446,8969,12992,28776,NA,NA,NA,NA,NA,NA,NA,NA
2009,Texas,5,Orthopedic impairments,3785,16,119,515,1784,1351,3785,NA,NA,NA,NA,NA,NA,NA,NA
2009,Texas,5,Other health impairments,51689,251,587,9612,17177,24062,51689,NA,NA,NA,NA,NA,NA,NA,NA
2009,Texas,5,Specific learning disabilities,186933,863,1505,37472,96003,51090,186933,NA,NA,NA,NA,NA,NA,NA,NA
2009,Texas,5,Deaf-blindness,109,NA,NA,11,39,55,109,NA,NA,NA,NA,NA,NA,NA,NA
2009,Texas,5,Multiple disabilities,5108,19,115,870,2076,2028,5108,NA,NA,NA,NA,NA,NA,NA,NA
2009,Texas,5,Autism,25912,118,1331,3551,8339,12573,25912,NA,NA,NA,NA,NA,NA,NA,NA
2009,Texas,5,Traumatic brain injury,1260,NA,NA,217,483,536,1260,NA,NA,NA,NA,NA,NA,NA,NA
2009,Texas,5,Developmental delay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,Texas,5,All disabilities,403492,1863,6272,74811,180208,140338,403492,NA,NA,NA,NA,NA,NA,NA,NA
2009,Utah,5,Mental retardation,3133,69,78,89,532,2365,3133,NA,NA,NA,NA,NA,NA,NA,NA
2009,Utah,5,Hearing impairments,530,11,14,6,111,388,530,NA,NA,NA,NA,NA,NA,NA,NA
2009,Utah,5,Speech or language impairments,12692,227,327,184,1633,10321,12692,NA,NA,NA,NA,NA,NA,NA,NA
2009,Utah,5,Visual impairments,204,0,NA,NA,29,160,204,NA,NA,NA,NA,NA,NA,NA,NA
2009,Utah,5,Emotional disturbance,2370,51,42,115,243,1919,2370,NA,NA,NA,NA,NA,NA,NA,NA
2009,Utah,5,Orthopedic impairments,194,NA,NA,NA,NA,167,194,NA,NA,NA,NA,NA,NA,NA,NA
2009,Utah,5,Other health impairments,4207,56,60,111,335,3645,4207,NA,NA,NA,NA,NA,NA,NA,NA
2009,Utah,5,Specific learning disabilities,28928,836,551,621,5864,21056,28928,NA,NA,NA,NA,NA,NA,NA,NA
2009,Utah,5,Deaf-blindness,33,NA,0,NA,NA,26,33,NA,NA,NA,NA,NA,NA,NA,NA
2009,Utah,5,Multiple disabilities,1576,36,39,45,215,1241,1576,NA,NA,NA,NA,NA,NA,NA,NA
2009,Utah,5,Autism,3207,28,73,49,222,2835,3207,NA,NA,NA,NA,NA,NA,NA,NA
2009,Utah,5,Traumatic brain injury,270,NA,8,NA,35,219,270,NA,NA,NA,NA,NA,NA,NA,NA
