year,state,disability,total_6to21,aian,api,black,hisp,white,total_ethnicity,tworace,el_yes,el_no
2009,Maryland,DB,20,0,0,NA,NA,15,NA,NA,NA,NA
2009,Maryland,MI,2812,19,92,1105,147,1449,2812,NA,NA,NA
2009,Maryland,Aut,7430,24,457,2528,378,4043,7430,NA,NA,NA
2009,Maryland,TBI,279,NA,NA,135,NA,119,NA,NA,NA,NA
2009,Maryland,DD,1005,6,25,557,139,278,1005,NA,NA,NA
2009,Maryland,All disabilities,90486,381,2425,40749,7715,39216,90486,NA,NA,NA
2010,Maryland,ID,5233,NA,145,2902,425,1660,5233,87,NA,NA
2010,Maryland,HI,1017,NA,73,301,100,519,1017,20,NA,NA
2010,Maryland,SLI,15059,50,646,4981,1794,7104,15059,484,NA,NA
2010,Maryland,VI,303,0,22,NA,32,125,303,NA,NA,NA
2010,Maryland,ED,7591,39,52,4437,303,2602,NA,153,NA,NA
2010,Maryland,OI,315,NA,11,140,39,116,315,NA,NA,NA
2010,Maryland,OHI,15609,67,245,6855,1118,6896,15609,428,NA,NA
2010,Maryland,SLD,32560,140,504,14992,4343,11862,32560,719,NA,NA
2010,Maryland,DB,17,0,0,NA,NA,12,NA,NA,NA,NA
2010,Maryland,MI,3124,NA,88,1203,227,1501,3124,91,NA,NA
2010,Maryland,Aut,8053,NA,460,2637,540,4135,8053,252,NA,NA
2010,Maryland,TBI,252,NA,7,122,NA,98,NA,NA,NA,NA
2010,Maryland,DD,1482,7,68,710,246,400,1482,51,NA,NA
2010,Maryland,All disabilities,90615,360,2334,39399,9189,37030,90615,2303,NA,NA
2011,Maryland,ID,5183,NA,147,2856,442,1620,5183,105,NA,NA
2011,Maryland,HI,985,NA,77,280,114,493,985,18,NA,NA
2011,Maryland,SLI,14353,38,600,4742,1747,6743,14353,483,NA,NA
2011,Maryland,VI,279,0,24,NA,27,110,279,NA,NA,NA
2011,Maryland,ED,7172,NA,51,4195,279,2412,7172,197,NA,NA
2011,Maryland,OI,292,NA,13,126,34,109,292,NA,NA,NA
2011,Maryland,OHI,15894,57,242,7138,1228,6740,15894,489,NA,NA
2011,Maryland,SLD,31902,106,491,14587,4516,11352,31902,850,NA,NA
2011,Maryland,DB,17,0,0,NA,NA,12,17,NA,NA,NA
2011,Maryland,MI,3417,NA,98,1260,255,1671,3417,120,NA,NA
2011,Maryland,Aut,8444,NA,488,2846,620,4176,8444,286,NA,NA
2011,Maryland,TBI,250,NA,7,109,NA,106,250,7,NA,NA
2011,Maryland,DD,2261,NA,119,1016,419,612,2261,85,NA,NA
2011,Maryland,All disabilities,90449,295,2372,39266,9701,36156,90449,2659,NA,NA
2012,Maryland,All disabilities,90367,279,2436,39179,10316,35328,90367,2829,4366,86001
2012,Maryland,Aut,8937,27,522,3084,731,4261,8937,312,NA,NA
2012,Maryland,DB,15,0,0,2,2,10,15,1,NA,NA
2012,Maryland,DD,2231,6,128,954,458,604,2231,81,NA,NA
2012,Maryland,ED,6915,24,62,4056,305,2267,6915,201,NA,NA
2012,Maryland,HI,901,3,67,250,117,444,901,20,NA,NA
2012,Maryland,ID,5200,7,154,2884,478,1566,5200,111,NA,NA
2012,Maryland,MI,3738,10,112,1321,301,1848,3738,146,NA,NA
2012,Maryland,OI,267,2,12,112,31,102,267,8,NA,NA
2012,Maryland,OHI,16280,58,258,7467,1304,6623,16280,570,NA,NA
2012,Maryland,SLD,31297,100,478,14240,4736,10891,31297,852,NA,NA
2012,Maryland,SLI,14058,39,608,4597,1808,6499,14058,507,NA,NA
2012,Maryland,TBI,239,2,8,105,17,97,239,10,NA,NA
2012,Maryland,VI,289,1,27,107,28,116,289,10,NA,NA
2013,Maryland,All disabilities,90652,311,2490,39164,10971,34859,90652,2857,4677,85975
2013,Maryland,Aut,9293,30,559,3299,833,4247,9293,325,270,9023
2013,Maryland,DB,16,0,0,4,3,8,16,1,0,16
2013,Maryland,DD,2279,5,118,884,557,642,2279,73,433,1846
2013,Maryland,ED,6625,26,65,3863,304,2146,6625,221,48,6577
2013,Maryland,HI,905,3,68,253,128,430,905,23,40,865
2013,Maryland,ID,5224,10,156,2908,524,1527,5224,99,191,5033
2013,Maryland,MI,4165,15,136,1428,365,2073,4165,148,106,4059
2013,Maryland,OI,256,1,14,103,32,102,256,4,22,234
2013,Maryland,OHI,16715,71,263,7727,1424,6642,16715,588,443,16272
2013,Maryland,SLD,30874,107,484,13975,4934,10509,30874,865,1961,28913
2013,Maryland,SLI,13785,39,591,4512,1816,6335,13785,492,1140,12645
2013,Maryland,TBI,231,2,8,103,21,89,231,8,8,223
2013,Maryland,VI,284,2,28,105,30,109,284,10,15,269
2014,Maryland,All disabilities,91031,313,2532,38982,11553,34627,91031,3024,5204,85827
2014,Maryland,Aut,9586,31,596,3486,942,4177,9586,354,324,9262
2014,Maryland,DB,15,0,0,3,3,8,15,1,1,14
2014,Maryland,DD,2508,7,147,938,623,709,2508,84,494,2014
2014,Maryland,ED,6445,24,68,3669,340,2120,6445,224,55,6390
2014,Maryland,HI,857,1,63,233,140,397,857,23,45,812
2014,Maryland,ID,5289,8,159,2998,562,1454,5289,108,214,5075
2014,Maryland,MI,4553,18,152,1496,427,2288,4553,172,126,4427
2014,Maryland,OI,232,1,12,85,28,100,232,6,17,215
2014,Maryland,OHI,17178,73,266,8012,1487,6691,17178,649,514,16664
2014,Maryland,SLD,30612,110,494,13597,5185,10326,30612,900,2300,28312
2014,Maryland,SLI,13235,37,542,4263,1762,6152,13235,479,1087,12148
2014,Maryland,TBI,227,2,7,96,23,87,227,12,7,220
2014,Maryland,VI,294,1,26,106,31,118,294,12,20,274
2015,Maryland,All disabilities,91967,304,2595,38831,12434,34420,91967,3383,5874,86093
2015,Maryland,Aut,9898,34,622,3685,1016,4148,9898,393,372,9526
2015,Maryland,DB,13,0,0,3,2,7,13,1,1,12
2015,Maryland,DD,2763,10,159,1057,675,750,2763,112,557,2206
2015,Maryland,ED,6203,21,57,3396,365,2119,6203,245,82,6121
2015,Maryland,HI,826,1,65,227,134,376,826,23,50,776
2015,Maryland,ID,5533,8,164,3149,632,1448,5533,132,258,5275
2015,Maryland,MI,4982,15,163,1586,491,2509,4982,218,151,4831
2015,Maryland,OI,211,1,9,82,33,81,211,5,17,194
2015,Maryland,OHI,17688,62,290,8189,1693,6744,17688,710,615,17073
2015,Maryland,SLD,30639,110,477,13270,5617,10175,30639,990,2661,27978
2015,Maryland,SLI,12719,39,555,3976,1727,5889,12719,533,1087,11632
2015,Maryland,TBI,222,2,10,106,21,72,222,11,9,213
2015,Maryland,VI,270,1,24,105,28,102,270,10,14,256
2016,Maryland,All disabilities,92962,295,2737,39054,13210,34056,92962,3610,6431,86531
2016,Maryland,Aut,10264,28,636,3907,1077,4161,10264,455,403,9861
2016,Maryland,DB,8,0,0,1,1,5,8,1,0,8
2016,Maryland,DD,3045,13,185,1173,731,819,3045,124,644,2401
2016,Maryland,ED,6239,19,61,3355,401,2122,6239,281,78,6161
2016,Maryland,HI,780,1,70,214,142,334,780,19,41,739
2016,Maryland,ID,5847,13,169,3336,706,1479,5847,144,303,5544
2016,Maryland,MI,5422,13,177,1712,570,2712,5422,238,183,5239
2016,Maryland,OI,183,1,12,68,35,62,183,5,17,166
2016,Maryland,OHI,17989,60,309,8393,1809,6658,17989,760,699,17290
2016,Maryland,SLD,30626,102,528,12923,6073,9964,30626,1036,3043,27583
2016,Maryland,SLI,12063,42,561,3756,1619,5558,12063,527,998,11065
2016,Maryland,TBI,224,2,11,111,17,72,224,11,8,216
2016,Maryland,VI,272,1,18,105,29,110,272,9,14,258
2017,Maryland,All disabilities,94191,272,2870,39196,14232,33811,94191,3810,7748,86443
2017,Maryland,Aut,10866,25,710,4215,1206,4213,10866,497,494,10372
2017,Maryland,DB,10,0,0,2,1,6,10,1,0,10
2017,Maryland,DD,3274,12,245,1212,784,895,3274,126,743,2531
2017,Maryland,ED,6085,13,63,3229,433,2062,6085,285,100,5985
2017,Maryland,HI,749,1,71,198,150,310,749,19,56,693
2017,Maryland,ID,6056,12,182,3482,757,1480,6056,143,371,5685
2017,Maryland,MI,5964,18,188,1887,690,2917,5964,264,281,5683
2017,Maryland,OI,158,0,8,60,30,56,158,4,15,143
2017,Maryland,OHI,18233,50,306,8457,1954,6658,18233,808,869,17364
2017,Maryland,SLD,30508,102,539,12671,6522,9618,30508,1056,3640,26868
2017,Maryland,SLI,11801,38,526,3576,1650,5424,11801,587,1145,10656
2017,Maryland,TBI,212,0,12,104,21,63,212,12,10,202
2017,Maryland,VI,275,1,20,103,34,109,275,8,24,251
2018,Maryland,All disabilities,95918,256,3006,39727,15253,33665,95918,4011,9647,86271
2018,Maryland,Aut,11481,22,793,4522,1353,4245,11481,546,721,10760
2018,Maryland,DB,9,0,0,2,1,5,9,1,1,8
2018,Maryland,DD,3502,7,238,1352,837,937,3502,131,723,2779
2018,Maryland,ED,6107,17,71,3215,483,2019,6107,302,156,5951
2018,Maryland,HI,734,2,71,181,158,300,734,22,68,666
2018,Maryland,ID,6172,9,208,3552,831,1427,6172,145,522,5650
2018,Maryland,MI,6513,19,207,2084,794,3128,6513,281,379,6134
2018,Maryland,OI,145,0,10,45,27,60,145,3,16,129
2018,Maryland,OHI,18788,50,313,8660,2087,6768,18788,910,1107,17681
2018,Maryland,SLD,30365,94,562,12399,6948,9295,30365,1067,4677,25688
2018,Maryland,SLI,11619,35,505,3500,1673,5319,11619,587,1245,10374
2018,Maryland,TBI,216,0,13,108,26,59,216,10,13,203
2018,Maryland,VI,267,1,15,107,35,103,267,6,19,248
2005,Massachusetts,ID,12175,56,331,2389,3278,6121,12175,NA,NA,NA
2005,Massachusetts,HI,1032,NA,NA,114,170,691,1032,NA,NA,NA
2005,Massachusetts,SLI,20689,86,814,1902,3245,14642,20689,NA,NA,NA
2005,Massachusetts,VI,482,NA,NA,48,56,351,482,NA,NA,NA
2005,Massachusetts,ED,13492,60,165,2086,2386,8795,13492,NA,NA,NA
2005,Massachusetts,OI,1141,11,33,106,103,888,1141,NA,NA,NA
2005,Massachusetts,OHI,7919,30,88,451,738,6612,7919,NA,NA,NA
2005,Massachusetts,SLD,66102,270,1119,7094,10091,47528,66102,NA,NA,NA
2005,Massachusetts,DB,235,0,7,38,54,136,235,NA,NA,NA
2005,Massachusetts,MI,4771,16,120,422,621,3592,4771,NA,NA,NA
2005,Massachusetts,Aut,5124,6,200,338,328,4252,5124,NA,NA,NA
2005,Massachusetts,TBI,4967,20,88,269,348,4242,4967,NA,NA,NA
2005,Massachusetts,DD,9330,31,207,792,1372,6928,9330,NA,NA,NA
2005,Massachusetts,All disabilities,147459,588,3254,16049,22790,104778,147459,NA,NA,NA
2006,Massachusetts,ID,11757,53,308,2190,3208,5998,11757,NA,NA,NA
2006,Massachusetts,HI,1088,NA,NA,121,188,724,1088,NA,NA,NA
2006,Massachusetts,SLI,22292,87,903,2064,3764,15474,22292,NA,NA,NA
2006,Massachusetts,VI,499,0,NA,NA,66,355,499,NA,NA,NA
2006,Massachusetts,ED,13730,61,195,2094,2474,8906,13730,NA,NA,NA
2006,Massachusetts,OI,1277,NA,NA,119,125,987,1277,NA,NA,NA
2006,Massachusetts,OHI,9269,31,119,545,921,7653,9269,NA,NA,NA
2006,Massachusetts,SLD,63974,237,1137,7002,10368,45230,63974,NA,NA,NA
2006,Massachusetts,DB,209,0,NA,NA,47,115,209,NA,NA,NA
2006,Massachusetts,MI,4857,16,147,439,667,3588,4857,NA,NA,NA
2006,Massachusetts,Aut,5966,10,257,385,415,4899,5966,NA,NA,NA
2006,Massachusetts,TBI,5404,23,103,284,403,4591,5404,NA,NA,NA
2006,Massachusetts,DD,9824,36,246,853,1568,7121,9824,NA,NA,NA
2006,Massachusetts,All disabilities,150146,567,3538,16186,24214,105641,150146,NA,NA,NA
2007,Massachusetts,ID,11185,54,282,2016,3164,5669,11185,NA,NA,NA
2007,Massachusetts,HI,1134,NA,NA,119,187,761,1067,NA,NA,NA
2007,Massachusetts,SLI,22932,76,911,2149,3995,15801,22932,NA,NA,NA
2007,Massachusetts,VI,493,NA,NA,56,62,346,464,NA,NA,NA
2007,Massachusetts,ED,13602,67,189,2093,2497,8756,13602,NA,NA,NA
2007,Massachusetts,OI,1352,6,25,124,147,1050,1352,NA,NA,NA
2007,Massachusetts,OHI,10409,36,115,660,1122,8476,10409,NA,NA,NA
2007,Massachusetts,SLD,61927,238,1108,6917,10498,43166,61927,NA,NA,NA
2007,Massachusetts,DB,194,0,7,28,42,117,194,NA,NA,NA
2007,Massachusetts,MI,4711,13,134,413,649,3502,4711,NA,NA,NA
2007,Massachusetts,Aut,6860,8,285,452,510,5605,6860,NA,NA,NA
2007,Massachusetts,TBI,5826,21,118,313,458,4916,5826,NA,NA,NA
2007,Massachusetts,DD,10202,34,274,911,1745,7238,10202,NA,NA,NA
2007,Massachusetts,All disabilities,150827,559,3538,16251,25076,105403,150827,NA,NA,NA
2008,Massachusetts,ID,10914,50,277,1855,3364,5189,10914,179,NA,NA
2008,Massachusetts,HI,1031,NA,62,NA,173,669,1031,11,NA,NA
2008,Massachusetts,SLI,23996,NA,980,2198,4400,15817,23996,492,NA,NA
2008,Massachusetts,VI,495,NA,25,53,NA,NA,495,NA,NA,NA
2008,Massachusetts,ED,13863,61,200,2031,2669,8551,13863,351,NA,NA
2008,Massachusetts,OI,1398,NA,NA,NA,163,1049,1398,37,NA,NA
2008,Massachusetts,OHI,11381,29,132,705,1282,9019,11381,214,NA,NA
2008,Massachusetts,SLD,59739,NA,1001,6790,10646,39969,59739,1037,NA,NA
2008,Massachusetts,DB,202,NA,0,32,NA,NA,202,NA,NA,NA
2008,Massachusetts,MI,4585,NA,111,388,607,3390,4585,63,NA,NA
2008,Massachusetts,Aut,7871,NA,330,NA,607,6258,7871,151,NA,NA
2008,Massachusetts,TBI,6322,NA,134,344,544,5173,6322,100,NA,NA
2008,Massachusetts,DD,10383,26,308,885,1792,7113,10383,259,NA,NA
2008,Massachusetts,All disabilities,152180,NA,3473,16017,26365,102648,152180,2903,NA,NA
2009,Massachusetts,ID,10647,55,271,1724,3358,5048,10647,191,NA,NA
2009,Massachusetts,HI,1063,NA,66,109,194,673,1063,14,NA,NA
2009,Massachusetts,SLI,24456,79,1074,2252,4754,15784,24456,513,NA,NA
2009,Massachusetts,VI,515,NA,26,52,72,354,515,NA,NA,NA
2009,Massachusetts,ED,13738,60,201,1968,2768,8353,13738,388,NA,NA
2009,Massachusetts,OI,1334,NA,29,115,175,971,1334,35,NA,NA
2009,Massachusetts,OHI,12635,40,138,812,1496,9880,12635,269,NA,NA
2009,Massachusetts,SLD,55585,200,1008,6311,10282,36697,55585,1087,NA,NA
2009,Massachusetts,DB,168,NA,9,21,36,100,168,NA,NA,NA
2009,Massachusetts,MI,4506,12,119,337,643,3318,4506,77,NA,NA
2009,Massachusetts,Aut,8759,13,364,581,712,6904,8759,185,NA,NA
2009,Massachusetts,TBI,6807,14,144,426,634,5458,6807,131,NA,NA
2009,Massachusetts,DD,10813,19,332,985,2044,7136,10813,297,NA,NA
2009,Massachusetts,All disabilities,151026,503,3788,15693,27168,100676,151026,3198,NA,NA
2010,Massachusetts,ID,10343,46,285,1708,3313,4819,10343,172,NA,NA
2010,Massachusetts,HI,1058,NA,68,105,198,665,1058,14,NA,NA
2010,Massachusetts,SLI,24931,71,1147,2306,5144,15703,24931,560,NA,NA
2010,Massachusetts,VI,528,NA,31,57,72,357,528,NA,NA,NA
2010,Massachusetts,ED,13863,52,201,1907,2874,8397,13863,432,NA,NA
2010,Massachusetts,OI,1257,NA,30,108,188,892,1257,35,NA,NA
2010,Massachusetts,OHI,13838,43,162,903,1824,10602,13838,304,NA,NA
2010,Massachusetts,SLD,52211,179,939,5780,10302,33915,52211,1096,NA,NA
2010,Massachusetts,DB,161,NA,7,23,39,90,161,NA,NA,NA
2010,Massachusetts,MI,4572,14,128,343,661,3331,4572,95,NA,NA
2010,Massachusetts,Aut,9932,15,447,638,890,7720,9932,222,NA,NA
2010,Massachusetts,TBI,7249,17,170,481,713,5720,7249,148,NA,NA
2010,Massachusetts,DD,10921,28,320,1035,2132,7071,10921,335,NA,NA
2010,Massachusetts,All disabilities,150864,473,3941,15394,28350,99282,150864,3424,NA,NA
2011,Massachusetts,ID,10124,43,311,1636,3309,4641,10124,184,NA,NA
2011,Massachusetts,HI,1052,NA,70,105,204,646,1052,19,NA,NA
2011,Massachusetts,SLI,25053,74,1170,2356,5544,15298,25053,611,NA,NA
2011,Massachusetts,VI,507,NA,27,58,76,334,507,NA,NA,NA
2011,Massachusetts,ED,13838,47,191,1845,3008,8271,13838,476,NA,NA
2011,Massachusetts,OI,1224,NA,29,112,189,868,1224,NA,NA,NA
2011,Massachusetts,OHI,15188,51,188,1005,2126,11456,15188,362,NA,NA
2011,Massachusetts,SLD,48355,163,828,5179,9807,31272,48355,1106,NA,NA
2011,Massachusetts,DB,141,NA,8,14,27,90,141,NA,NA,NA
2011,Massachusetts,MI,4512,13,111,333,691,3276,4512,88,NA,NA
2011,Massachusetts,Aut,10991,14,491,739,1031,8445,10991,271,NA,NA
2011,Massachusetts,TBI,7780,NA,192,575,873,5937,7780,175,NA,NA
2011,Massachusetts,DD,10980,32,314,1057,2158,7064,10980,355,NA,NA
2011,Massachusetts,All disabilities,149745,465,3941,15014,29043,97598,149745,3684,NA,NA
2012,Massachusetts,All disabilities,149854,468,4159,15505,29615,96134,149854,3973,11094,138760
2012,Massachusetts,Aut,12302,20,571,909,1240,9235,12302,327,NA,NA
2012,Massachusetts,DB,145,1,5,13,28,96,145,2,NA,NA
2012,Massachusetts,DD,10963,36,348,1131,2182,6899,10963,367,NA,NA
2012,Massachusetts,ED,14154,59,212,1962,3127,8262,14154,532,NA,NA
2012,Massachusetts,HI,1039,3,67,98,211,647,1039,13,NA,NA
2012,Massachusetts,ID,9671,31,286,1624,3095,4439,9671,196,NA,NA
2012,Massachusetts,MI,4376,14,112,364,695,3094,4376,97,NA,NA
2012,Massachusetts,OI,1172,3,35,118,188,799,1172,29,NA,NA
2012,Massachusetts,OHI,16592,47,222,1157,2454,12271,16592,441,NA,NA
2012,Massachusetts,SLD,46083,152,808,5042,9590,29373,46083,1118,NA,NA
2012,Massachusetts,SLI,24527,77,1221,2423,5702,14476,24527,628,NA,NA
2012,Massachusetts,TBI,8283,24,239,607,1021,6184,8283,208,NA,NA
2012,Massachusetts,VI,547,1,33,57,82,359,547,15,NA,NA
2013,Massachusetts,All disabilities,150100,442,4314,15515,30524,95016,150100,4289,11476,138624
2013,Massachusetts,Aut,13485,20,658,1038,1479,9914,13485,376,377,13108
2013,Massachusetts,DB,160,0,5,16,34,102,160,3,13,147
2013,Massachusetts,DD,10846,28,336,1112,2275,6699,10846,396,1141,9705
2013,Massachusetts,ED,14438,49,215,1983,3155,8456,14438,580,731,13707
2013,Massachusetts,HI,1034,4,65,98,210,639,1034,18,94,940
2013,Massachusetts,ID,9410,28,283,1595,2995,4302,9410,207,1423,7987
2013,Massachusetts,MI,4356,8,105,321,1098,2726,4356,98,358,3998
2013,Massachusetts,OI,1165,2,42,124,188,779,1165,30,83,1082
2013,Massachusetts,OHI,18119,51,246,1260,2832,13225,18119,505,737,17382
2013,Massachusetts,SLD,43711,150,796,4811,8987,27793,43711,1174,3252,40459
2013,Massachusetts,SLI,24179,75,1278,2427,6039,13705,24179,655,2919,21260
2013,Massachusetts,TBI,8642,25,251,673,1158,6305,8642,230,317,8325
2013,Massachusetts,VI,555,2,34,57,74,371,555,17,31,524
2014,Massachusetts,All disabilities,151083,468,4398,15603,31629,94404,151083,4581,12257,138826
2014,Massachusetts,Aut,14548,19,726,1123,1807,10443,14548,430,462,14086
2014,Massachusetts,DB,146,0,6,15,27,96,146,2,10,136
2014,Massachusetts,DD,11099,30,337,1172,2472,6669,11099,419,1364,9735
2014,Massachusetts,ED,14719,56,223,2046,3287,8504,14719,603,753,13966
2014,Massachusetts,HI,1047,4,67,92,207,656,1047,21,102,945
2014,Massachusetts,ID,9048,26,270,1557,2943,4034,9048,218,1430,7618
2014,Massachusetts,MI,4233,9,116,307,1051,2647,4233,103,344,3889
2014,Massachusetts,OI,1094,2,43,126,182,716,1094,25,93,1001
2014,Massachusetts,OHI,19452,58,275,1411,3097,14040,19452,571,803,18649
2014,Massachusetts,SLD,42646,148,760,4617,9106,26775,42646,1240,3461,39185
2014,Massachusetts,SLI,23558,89,1286,2340,6141,13021,23558,681,3061,20497
2014,Massachusetts,TBI,8939,26,254,745,1231,6429,8939,254,344,8595
2014,Massachusetts,VI,554,1,35,52,78,374,554,14,30,524
2015,Massachusetts,All disabilities,151397,441,4507,15570,32688,93395,151397,4796,13298,138099
2015,Massachusetts,Aut,15434,23,839,1201,2066,10825,15434,480,567,14867
2015,Massachusetts,DB,150,0,7,17,28,95,150,3,16,134
2015,Massachusetts,DD,11217,27,343,1231,2603,6546,11217,467,1559,9658
2015,Massachusetts,ED,15137,53,225,2000,3492,8733,15137,634,814,14323
2015,Massachusetts,HI,1044,3,70,99,225,622,1044,25,121,923
2015,Massachusetts,ID,8643,26,255,1474,2844,3837,8643,207,1416,7227
2015,Massachusetts,MI,3593,5,111,276,688,2408,3593,105,255,3338
2015,Massachusetts,OI,1025,2,46,107,186,661,1025,23,95,930
2015,Massachusetts,OHI,20572,52,304,1475,3531,14594,20572,616,952,19620
2015,Massachusetts,SLD,41983,131,701,4487,9528,25868,41983,1268,3836,38147
2015,Massachusetts,SLI,22949,92,1314,2356,6051,12465,22949,671,3222,19727
2015,Massachusetts,TBI,9093,27,261,800,1364,6360,9093,281,413,8680
2015,Massachusetts,VI,557,0,31,47,82,381,557,16,32,525
2016,Massachusetts,All disabilities,152651,421,4668,15809,34205,92403,152651,5145,14438,138204
2016,Massachusetts,Aut,16509,24,930,1361,2435,11204,16509,555,726,15783
2016,Massachusetts,DB,137,0,7,13,32,80,137,5,18,119
2016,Massachusetts,DD,11444,27,379,1251,2758,6568,11443,460,1789,9654
2016,Massachusetts,ED,15593,45,250,2001,3684,8958,15590,652,872,14718
2016,Massachusetts,HI,1057,3,68,99,245,616,1057,26,129,928
2016,Massachusetts,ID,8397,22,266,1403,2793,3701,8397,212,1413,6984
2016,Massachusetts,MI,3311,7,99,249,708,2149,3310,98,239,3071
2016,Massachusetts,OI,985,1,33,95,190,641,985,25,88,897
2016,Massachusetts,OHI,21685,59,335,1678,3922,14955,21682,733,1140,20542
2016,Massachusetts,SLD,41693,127,729,4467,9989,25028,41692,1352,4252,37440
2016,Massachusetts,SLI,22008,80,1255,2291,5861,11820,22008,701,3219,18789
2016,Massachusetts,TBI,9267,25,287,858,1500,6289,9267,308,512,8755
2016,Massachusetts,VI,565,1,30,43,87,386,565,18,41,524
2017,Massachusetts,All disabilities,155740,419,4914,16349,35672,92814,155740,5572,15797,139914
2017,Massachusetts,Aut,17831,25,1084,1501,2792,11804,17829,623,893,16936
2017,Massachusetts,DB,126,0,8,11,24,77,126,6,19,107
2017,Massachusetts,DD,12115,40,429,1410,2948,6807,12113,479,2030,10083
2017,Massachusetts,ED,16338,43,271,2086,3993,9188,16321,740,969,15352
2017,Massachusetts,HI,1098,4,71,113,258,625,1098,27,150,948
2017,Massachusetts,ID,8402,22,272,1318,2679,3873,8402,238,1385,7017
2017,Massachusetts,MI,3038,3,97,249,651,1941,3037,96,217,2820
2017,Massachusetts,OI,1059,0,37,96,195,700,1059,31,87,972
2017,Massachusetts,OHI,22656,59,331,1798,4356,15273,22653,836,1337,21316
2017,Massachusetts,SLD,41498,128,768,4493,10200,24466,41496,1441,4727,36769
2017,Massachusetts,SLI,21534,72,1211,2334,5866,11338,21534,713,3338,18196
2017,Massachusetts,TBI,9471,22,304,892,1626,6304,9469,321,608,8861
2017,Massachusetts,VI,574,1,31,46,83,394,574,19,37,537
2018,Massachusetts,All disabilities,158250,437,5177,16494,37814,92392,158250,5936,17505,140694
2018,Massachusetts,Aut,18994,32,1201,1689,3205,12169,18993,697,1105,17888
2018,Massachusetts,DB,151,0,11,14,25,93,151,8,24,127
2018,Massachusetts,DD,12639,38,476,1479,3209,6913,12638,523,2268,10370
2018,Massachusetts,ED,16935,51,291,1994,4199,9554,16902,813,1052,15850
2018,Massachusetts,HI,1042,4,72,102,253,584,1042,27,149,893
2018,Massachusetts,ID,7723,17,243,1246,2591,3412,7723,214,1408,6315
2018,Massachusetts,MI,2699,2,106,206,577,1711,2699,97,196,2503
2018,Massachusetts,OI,871,0,30,84,180,555,871,22,101,770
2018,Massachusetts,OHI,23872,67,371,1860,4873,15772,23865,922,1565,22300
2018,Massachusetts,SLD,41987,138,808,4605,10836,24113,41982,1482,5314,36668
2018,Massachusetts,SLI,21140,60,1226,2261,5964,10864,21139,764,3527,17612
2018,Massachusetts,TBI,9668,27,315,908,1808,6261,9666,347,755,8911
2018,Massachusetts,VI,529,1,27,45,91,345,528,19,41,487
2005,Michigan,ID,24548,218,349,9150,811,14020,24548,NA,NA,NA
2005,Michigan,HI,2885,21,102,588,150,2024,2885,NA,NA,NA
2005,Michigan,SLI,43779,451,1169,7374,1565,33220,43779,NA,NA,NA
2005,Michigan,VI,789,NA,39,161,NA,552,789,NA,NA,NA
2005,Michigan,ED,19039,241,178,4291,425,13904,19039,NA,NA,NA
2005,Michigan,OI,4539,38,79,1361,140,2921,4539,NA,NA,NA
2005,Michigan,OHI,15899,191,271,1881,392,13164,15899,NA,NA,NA
2005,Michigan,SLD,94646,1129,1315,20853,4404,66945,94646,NA,NA,NA
2005,Michigan,DB,9,0,0,NA,0,NA,9,NA,NA,NA
2005,Michigan,MI,2903,26,68,602,120,2087,2903,NA,NA,NA
2005,Michigan,Aut,8561,73,233,1203,150,6902,8561,NA,NA,NA
2005,Michigan,TBI,531,NA,NA,NA,NA,NA,531,NA,NA,NA
2005,Michigan,DD,1189,NA,NA,245,58,850,1189,NA,NA,NA
2005,Michigan,All disabilities,219317,2407,3834,47813,8265,156998,219317,NA,NA,NA
2006,Michigan,ID,23999,207,288,8998,850,13656,23999,NA,NA,NA
2006,Michigan,HI,2885,19,84,597,154,2031,2885,NA,NA,NA
2006,Michigan,SLI,43886,425,839,7691,1706,33225,43886,NA,NA,NA
2006,Michigan,VI,818,NA,NA,166,36,589,818,NA,NA,NA
2006,Michigan,ED,18022,224,101,4115,423,13159,18022,NA,NA,NA
2006,Michigan,OI,3525,22,60,1069,123,2251,3525,NA,NA,NA
2006,Michigan,OHI,17450,204,155,2055,449,14587,17450,NA,NA,NA
2006,Michigan,SLD,92486,1069,779,21683,4532,64423,92486,NA,NA,NA
2006,Michigan,DB,7,0,0,0,0,7,7,NA,NA,NA
2006,Michigan,MI,3015,27,79,644,127,2138,3015,NA,NA,NA
2006,Michigan,Aut,9723,81,215,1365,196,7866,9723,NA,NA,NA
2006,Michigan,TBI,578,NA,NA,120,23,425,578,NA,NA,NA
2006,Michigan,DD,1279,NA,NA,298,80,866,1279,NA,NA,NA
2006,Michigan,All disabilities,217673,2303,2647,48801,8699,155223,217673,NA,NA,NA
2007,Michigan,ID,22870,203,259,8296,890,13222,22870,NA,NA,NA
2007,Michigan,HI,2813,15,85,583,154,1975,2812,NA,NA,NA
2007,Michigan,SLI,43631,411,779,7393,1808,33240,43631,NA,NA,NA
2007,Michigan,VI,808,5,21,149,34,599,808,NA,NA,NA
2007,Michigan,ED,16881,181,96,3936,426,12242,16881,NA,NA,NA
2007,Michigan,OI,3064,19,67,873,119,1986,3064,NA,NA,NA
2007,Michigan,OHI,18154,207,155,2263,519,15009,18153,NA,NA,NA
2007,Michigan,SLD,88358,981,652,21036,4659,61030,88358,NA,NA,NA
2007,Michigan,DB,6,0,0,NA,NA,NA,0,NA,NA,NA
