Created,10/5/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Updated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revised,1/21/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,State,Disability,Age 3,Age 4,Age 5,Age 3 to 5,American Indian or Alaska Native Age 3 to 5,Asian or Pacific Islander Age 3 to 5,Black (not Hispanic) Age 3 to 5,Hispanic Age 3 to 5,White (not Hispanic) Age 3 to 5,Age 3-5 Ethnicity Totals,Age 6,Age 7,Age 8,Age 9,Age 10,Age 11,Age 6 to 11,Age 12,Age 13,Age 14,Age 15,Age 16,Age 17,Age 12 to 17,Age 18,Age 19,Age 20,Age 21,Age 18 to 21,Age 6 to 21,American Indian or Alaska Native Age 6 to 21,Asian or Pacific Islander Age 6 to 21,Black (not Hispanic) Age 6 to 21,Hispanic Age 6 to 21,White (not Hispanic) Age 6 to 21,Age 6-21 Ethnicity Totals,Age 22,Age 6 to 22,Age 3-21 Totals
2005,Nebraska                                          ,Multiple disabilities              ,         x,         x,12,18,0,0,         x,         x,15,18,19,20,23,14,25,24,125,25,22,24,23,25,24,143,28,24,         x,         x,73,341,         x,         x,23,25,286,341,0,0,359
2005,Nebraska                                          ,Autism                             ,37,49,68,154,         x,         x,10,14,118,154,67,87,84,68,84,83,473,60,72,67,57,41,28,325,14,15,7,0,36,834,7,16,52,39,720,834,0,0,988
2005,Nebraska                                          ,Traumatic brain injury             ,         x,         x,         x,         x,0,0,         x,         x,         x,         x,         x,         x,11,         x,         x,22,         x,         x,21,20,         x,26,27,         x,13,7,         x,         x,24,215,         x,         x,16,15,         x,215,0,0,         x
2005,Nebraska                                          ,Developmental delay                ,434,491,437,"1,362",28,23,81,154,"1,076","1,362",375,318,199,28,0,0,920,0,0,0,0,0,0,0,0,0,0,0,0,920,43,9,41,96,731,920,0,920,"2,282"
2005,Nebraska                                          ,All disabilities                   ,"1,159","1,573","1,933","4,665",97,74,258,480,"3,756","4,665","2,370","2,997","3,521","3,663","3,728","3,561","19,840","3,331","3,377","3,255","3,233","2,942","2,548","18,686","1,393",405,203,47,"2,048","40,574",990,466,"3,519","3,776","31,823","40,574",0,0,"45,239"
2005,Nevada                                            ,Mental retardation                 ,22,26,42,90,         x,         x,14,44,22,90,88,121,123,152,130,146,760,159,151,157,163,160,166,956,116,64,63,37,280,"1,996",40,119,385,589,863,"1,996",0,0,"2,086"
2005,Nevada                                            ,Hearing impairments                ,16,13,27,56,0,         x,         x,18,33,56,37,32,34,39,37,54,233,46,34,47,36,44,34,241,18,         x,         x,0,21,495,13,45,43,174,220,495,0,0,551
2005,Nevada                                            ,Speech or language impairments     ,169,423,738,"1,330",28,66,92,231,913,"1,330","1,328","1,343","1,336","1,050",773,422,"6,252",189,108,51,27,19,7,401,         x,0,0,         x,7,"6,660",146,360,623,"1,807","3,724","6,660",0,0,"7,990"
2005,Nevada                                            ,Visual impairments                 ,         x,         x,7,16,         x,         x,         x,9,         x,16,         x,         x,23,14,13,18,         x,         x,         x,16,         x,11,12,         x,         x,         x,         x,0,7,164,         x,         x,         x,         x,         x,164,0,0,180
2005,Nevada                                            ,Emotional disturbance              ,         x,0,         x,         x,0,0,0,         x,         x,         x,33,85,82,135,146,169,650,220,241,258,235,245,200,"1,399",63,13,7,0,83,"2,132",50,47,469,215,"1,351","2,132",0,0,         x
2005,Nevada                                            ,Orthopedic impairments             ,20,15,18,53,         x,         x,         x,15,31,53,18,43,42,22,34,27,186,31,19,26,22,20,23,141,7,         x,         x,0,12,339,         x,         x,33,91,198,339,0,0,392
2005,Nevada                                            ,Other health impairments           ,22,28,33,83,         x,         x,12,19,46,83,140,154,197,217,237,300,"1,245",253,263,258,254,219,173,"1,420",69,12,         x,         x,89,"2,754",47,58,353,394,"1,902","2,754",0,0,"2,837"
2005,Nevada                                            ,Specific learning disabilities     ,         x,0,         x,31,0,         x,         x,11,13,31,544,874,"1,339","1,925","2,239","2,597","9,518","2,574","2,693","2,707","2,599","2,335","1,967","14,875",723,127,39,12,901,"25,294",688,685,"4,390","7,860","11,671","25,294",0,0,"25,325"
2005,Nevada                                            ,Deaf-blindness                     ,         x,         x,0,         x,0,0,0,0,         x,         x,         x,0,         x,0,         x,         x,         x,0,         x,0,         x,0,0,         x,0,0,0,0,0,7,0,0,         x,         x,         x,7,0,0,         x
2005,Nevada                                            ,Multiple disabilities              ,27,38,39,104,         x,         x,14,42,44,104,50,45,45,64,69,71,344,59,73,68,62,88,70,420,44,35,30,28,137,901,19,51,133,247,451,901,0,0,"1,005"
2005,Nevada                                            ,Autism                             ,93,164,165,422,         x,41,         x,100,238,422,166,162,154,135,136,109,862,125,97,58,79,55,40,454,23,9,         x,         x,41,"1,357",14,124,150,234,835,"1,357",0,0,"1,779"
2005,Nevada                                            ,Traumatic brain injury             ,0,         x,         x,8,0,0,         x,         x,         x,8,12,         x,         x,9,         x,         x,         x,         x,24,27,         x,16,23,         x,9,6,         x,         x,20,203,6,11,31,55,100,203,0,0,211
2005,Nevada                                            ,Developmental delay                ,682,"1,250","1,363","3,295",65,98,333,"1,063","1,736","3,295",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,295"
2005,Nevada                                            ,All disabilities                   ,"1,061","1,964","2,467","5,492",103,228,519,"1,556","3,086","5,492","2,424","2,875","3,385","3,762","3,827","3,924","20,197","3,680","3,717","3,673","3,510","3,212","2,715","20,507","1,082",273,159,84,"1,598","42,302","1,027","1,523","6,635","11,713","21,404","42,302",0,0,"47,794"
2005,New Hampshire                                     ,Mental retardation                 ,0,0,0,0,0,0,0,0,0,0,5,8,22,52,49,54,190,58,84,102,101,84,109,538,73,72,         x,         x,206,934,         x,         x,29,38,851,934,0,934,934
2005,New Hampshire                                     ,Hearing impairments                ,         x,         x,14,25,0,0,0,0,25,25,21,15,14,22,25,24,121,20,14,26,25,27,14,126,12,         x,         x,0,14,261,         x,8,         x,8,238,261,0,261,286
2005,New Hampshire                                     ,Speech or language impairments     ,355,531,599,"1,485",6,20,19,34,"1,406","1,485",583,555,557,493,436,379,"3,003",325,288,281,241,221,209,"1,565",114,11,12,0,137,"4,705",17,52,68,107,"4,461","4,705",0,"4,705","6,190"
2005,New Hampshire                                     ,Visual impairments                 ,8,10,9,27,0,0,         x,         x,25,27,         x,8,11,9,10,         x,45,         x,7,16,12,         x,11,57,         x,         x,         x,0,6,108,0,         x,         x,         x,99,108,0,108,135
2005,New Hampshire                                     ,Emotional disturbance              ,         x,         x,7,10,0,0,0,0,10,10,11,49,75,105,174,191,605,213,268,303,364,343,317,"1,808",124,28,5,0,157,"2,570",         x,         x,26,37,"2,494","2,570",0,"2,570","2,580"
2005,New Hampshire                                     ,Orthopedic impairments             ,5,8,7,20,0,         x,0,         x,18,20,11,         x,         x,         x,         x,9,         x,         x,9,10,         x,         x,         x,         x,         x,         x,         x,0,         x,87,         x,         x,0,         x,83,87,0,87,107
2005,New Hampshire                                     ,Other health impairments           ,44,53,60,157,0,         x,         x,5,146,157,81,154,259,319,401,416,"1,630",441,463,491,502,472,425,"2,794",177,37,17,0,231,"4,655",13,15,61,91,"4,475","4,655",0,"4,655","4,812"
2005,New Hampshire                                     ,Specific learning disabilities     ,0,         x,         x,5,0,0,0,0,5,5,45,273,656,"1,052","1,239","1,359","4,624","1,388","1,449","1,461","1,376","1,251","1,129","8,054",531,50,8,0,589,"13,267",54,62,170,352,"12,629","13,267",0,"13,267","13,272"
2005,New Hampshire                                     ,Deaf-blindness                     ,0,         x,         x,         x,0,0,0,0,         x,         x,0,0,0,0,0,0,0,0,         x,0,0,         x,0,         x,0,         x,0,0,         x,         x,0,0,0,0,         x,         x,0,         x,6
2005,New Hampshire                                     ,Multiple disabilities              ,8,12,15,35,0,0,0,         x,         x,35,7,17,17,24,29,27,121,29,32,24,21,36,29,171,22,         x,21,         x,66,358,         x,5,         x,11,336,358,0,         x,393
2005,New Hampshire                                     ,Autism                             ,35,29,48,112,0,         x,         x,         x,103,112,56,59,72,72,69,75,403,69,84,68,63,26,33,343,25,15,7,0,47,793,7,9,6,13,758,793,0,793,905
2005,New Hampshire                                     ,Traumatic brain injury             ,0,         x,0,         x,0,0,0,0,         x,         x,         x,         x,         x,         x,         x,         x,         x,8,         x,10,         x,6,         x,         x,8,         x,         x,0,         x,         x,0,0,         x,         x,         x,         x,0,         x,64
2005,New Hampshire                                     ,Developmental delay                ,253,379,390,"1,022",6,23,28,33,932,"1,022",375,366,249,86,0,0,"1,076",0,0,0,0,0,0,0,0,0,0,0,0,"1,076",         x,         x,16,27,"1,022","1,076",0,"1,076","2,098"
2005,New Hampshire                                     ,All disabilities                   ,717,"1,030","1,155","2,902",12,53,50,82,"2,705","2,902","1,199","1,511","1,940","2,239","2,441","2,545","11,875","2,564","2,705","2,792","2,715","2,475","2,285","15,536","1,092",240,132,5,"1,469","28,880",109,181,389,692,"27,509","28,880",0,"28,880","31,782"
2005,New Jersey                                        ,Mental retardation                 ,0,0,115,115,0,         x,         x,30,53,115,160,225,268,347,393,461,"1,854",507,589,564,615,624,599,"3,498",391,253,197,83,924,"6,276",23,208,"2,432","1,608","2,005","6,276",0,0,"6,391"
2005,New Jersey                                        ,Hearing impairments                ,0,0,70,70,0,         x,         x,23,35,70,102,112,108,125,138,137,722,142,130,140,144,126,133,815,76,24,         x,         x,109,"1,646",         x,         x,269,343,911,"1,646",0,0,"1,716"
2005,New Jersey                                        ,Speech or language impairments     ,0,0,"3,927","3,927",         x,         x,366,500,"2,846","3,927","7,266","8,550","7,855","6,564","4,775","3,366","38,376","2,387","1,799","1,181",835,623,468,"7,293",230,56,16,7,309,"45,978",74,"2,228","5,808","7,070","30,798","45,978",0,0,"49,905"
2005,New Jersey                                        ,Visual impairments                 ,0,0,23,23,0,0,         x,         x,21,23,         x,25,         x,         x,         x,         x,195,         x,33,         x,         x,         x,28,174,         x,         x,         x,0,23,392,         x,         x,66,         x,253,392,0,0,415
2005,New Jersey                                        ,Emotional disturbance              ,0,0,82,82,0,         x,18,         x,46,82,201,309,396,488,584,832,"2,810",911,"1,149","1,405","1,578","1,706","1,614","8,363",720,157,89,39,"1,005","12,178",16,137,"4,334","1,845","5,846","12,178",0,0,"12,260"
2005,New Jersey                                        ,Orthopedic impairments             ,0,0,26,26,0,0,         x,         x,17,26,56,63,41,50,60,40,310,35,32,34,37,49,39,226,22,         x,         x,0,26,562,0,37,69,74,382,562,0,0,588
2005,New Jersey                                        ,Other health impairments           ,0,0,593,593,         x,         x,77,83,416,593,"1,085","1,511","1,737","2,144","2,307","2,359","11,143","2,260","2,104","2,126","1,893","1,653","1,285","11,321",491,62,18,5,576,"23,040",30,441,"3,874","2,776","15,919","23,040",0,0,"23,633"
2005,New Jersey                                        ,Specific learning disabilities     ,0,0,838,838,         x,         x,116,157,530,838,"1,760","3,394","5,165","6,939","8,641","9,709","35,608","9,954","10,764","11,002","11,138","10,709","9,889","63,456","4,323",603,112,32,"5,070","104,134",180,"1,796","22,235","19,616","60,307","104,134",0,0,"104,972"
2005,New Jersey                                        ,Deaf-blindness                     ,0,0,         x,         x,0,0,0,         x,0,         x,         x,5,         x,         x,         x,         x,16,         x,0,         x,         x,         x,0,14,         x,         x,         x,         x,8,38,0,         x,10,         x,18,38,0,0,         x
2005,New Jersey                                        ,Multiple disabilities              ,0,0,833,833,         x,         x,211,187,404,833,"1,197","1,485","1,686","1,853","1,928","2,074","10,223","2,237","2,435","2,664","2,554","2,549","2,292","14,731","1,426",624,510,189,"2,749","27,703",49,700,"8,593","4,657","13,704","27,703",0,0,"28,536"
2005,New Jersey                                        ,Autism                             ,0,0,734,734,         x,         x,98,98,474,734,868,781,697,687,628,563,"4,224",521,477,404,270,247,180,"2,099",151,116,73,35,375,"6,698",10,522,963,748,"4,455","6,698",0,0,"7,432"
2005,New Jersey                                        ,Traumatic brain injury             ,0,0,         x,         x,0,         x,         x,9,6,         x,26,54,58,84,99,88,409,100,124,132,154,172,157,839,91,31,27,14,163,"1,411",         x,         x,534,213,618,"1,411",0,0,         x
2005,New Jersey                                        ,Developmental delay                ,"4,353","6,376","1,337","12,066",16,666,"1,625","1,970","7,789","12,066",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,066"
2005,New Jersey                                        ,All disabilities                   ,"4,353","6,376","8,600","19,329",24,"1,028","2,558","3,082","12,637","19,329","12,747","16,514","18,053","19,320","19,598","19,658","105,890","19,090","19,636","19,678","19,243","18,498","16,684","112,829","7,943","1,932","1,055",407,"11,337","230,056",390,"6,243","49,187","39,020","135,216","230,056",0,0,"249,385"
2005,New Mexico                                        ,Mental retardation                 ,         x,         x,12,23,         x,0,         x,5,13,23,30,43,79,86,98,117,453,136,164,152,159,164,175,950,111,88,67,55,321,"1,724",215,16,67,997,429,"1,724",0,0,"1,747"
2005,New Mexico                                        ,Hearing impairments                ,18,17,25,60,         x,         x,         x,29,23,60,24,41,28,33,48,49,223,41,51,53,51,38,40,274,20,15,         x,         x,46,543,70,9,9,309,146,543,0,0,603
2005,New Mexico                                        ,Speech or language impairments     ,402,770,"1,024","2,196",178,20,50,"1,104",844,"2,196","1,471","1,465","1,195",951,807,649,"6,538",540,455,334,297,179,153,"1,958",52,6,         x,         x,61,"8,557",924,80,206,"4,749","2,598","8,557",0,0,"10,753"
2005,New Mexico                                        ,Visual impairments                 ,10,         x,         x,19,         x,0,         x,13,         x,19,14,         x,12,         x,15,12,74,         x,13,         x,16,         x,17,81,         x,         x,         x,         x,15,170,33,         x,         x,80,         x,170,0,0,189
2005,New Mexico                                        ,Emotional disturbance              ,0,         x,         x,         x,0,0,         x,         x,         x,         x,21,62,97,146,161,217,704,260,284,344,335,299,248,"1,770",120,39,17,10,186,"2,660",304,12,116,"1,194","1,034","2,660",0,0,         x
2005,New Mexico                                        ,Orthopedic impairments             ,11,6,16,33,         x,0,0,17,         x,33,12,15,12,18,16,18,91,20,12,14,         x,16,         x,81,11,         x,         x,         x,20,192,10,         x,         x,109,62,192,0,0,225
2005,New Mexico                                        ,Other health impairments           ,16,22,39,77,8,         x,         x,38,26,77,66,120,189,254,269,308,"1,206",369,350,337,293,259,197,"1,805",80,22,9,5,116,"3,127",248,16,92,"1,389","1,382","3,127",0,0,"3,204"
2005,New Mexico                                        ,Specific learning disabilities     ,0,0,10,10,0,0,         x,5,         x,10,58,304,797,"1,243","1,747","2,015","6,164","2,215","2,407","2,574","2,623","2,587","2,241","14,647","1,184",279,68,47,"1,578","22,389","3,000",103,764,"12,568","5,954","22,389",0,0,"22,399"
2005,New Mexico                                        ,Deaf-blindness                     ,0,0,         x,         x,0,0,0,         x,0,         x,         x,0,         x,         x,         x,0,5,         x,0,         x,         x,         x,         x,11,         x,         x,0,0,6,22,5,         x,         x,10,         x,22,0,0,         x
2005,New Mexico                                        ,Multiple disabilities              ,19,23,35,77,         x,         x,0,45,20,77,31,34,46,67,66,85,329,75,85,75,99,65,75,474,53,34,38,19,144,947,170,8,21,431,317,947,0,0,"1,024"
2005,New Mexico                                        ,Autism                             ,19,33,44,96,         x,         x,         x,44,48,96,44,48,36,37,43,36,244,35,34,28,37,34,30,198,21,13,11,7,52,494,32,11,22,160,269,494,0,0,590
2005,New Mexico                                        ,Traumatic brain injury             ,         x,         x,8,16,         x,0,0,         x,6,16,         x,         x,         x,9,         x,13,46,15,15,26,27,22,24,129,14,8,         x,         x,28,203,21,         x,         x,111,66,203,0,0,219
2005,New Mexico                                        ,Developmental delay                ,883,"1,519","1,422","3,824",582,25,86,"2,044","1,087","3,824","1,086",839,602,326,0,0,"2,853",0,0,0,0,0,0,0,0,0,0,0,0,"2,853",360,24,84,"1,651",734,"2,853",0,"2,853","6,677"
2005,New Mexico                                        ,All disabilities                   ,"1,384","2,410","2,647","6,441",792,52,148,"3,356","2,093","6,441","2,862","2,990","3,102","3,179","3,278","3,519","18,930","3,720","3,870","3,947","3,948","3,680","3,213","22,378","1,680",511,222,160,"2,573","43,881","5,392",286,"1,396","23,758","13,049","43,881",0,0,"50,322"
2005,New York                                          ,Mental retardation                 ,0,0,0,0,0,0,0,0,0,0,419,352,550,753,788,910,"3,772","1,099","1,019","1,193","1,408","1,456","1,283","7,458","1,148",827,583,176,"2,734","13,964",88,493,"4,550","3,159","5,674","13,964",0,0,"13,964"
2005,New York                                          ,Hearing impairments                ,0,0,0,0,0,0,0,0,0,0,         x,         x,336,344,333,386,"1,992",374,386,400,430,422,426,"2,438",148,100,55,15,318,"4,748",24,302,924,"1,246","2,252","4,748",0,0,"4,748"
2005,New York                                          ,Speech or language impairments     ,0,0,0,0,0,0,0,0,0,0,"14,226","11,228","9,478","8,617","6,613","5,040","55,202","5,371","4,086","3,187","2,162","1,619",868,"17,293",459,190,97,0,746,"73,241",358,"2,890","15,284","21,803","32,906","73,241",0,0,"73,241"
2005,New York                                          ,Visual impairments                 ,0,0,0,0,0,0,0,0,0,0,         x,         x,126,141,116,127,655,         x,92,         x,111,118,         x,635,52,29,         x,         x,108,"1,398",12,68,307,276,735,"1,398",0,0,"1,398"
2005,New York                                          ,Emotional disturbance              ,0,0,0,0,0,0,0,0,0,0,682,"1,076","1,729","2,346","2,588","2,930","11,351","3,882","4,126","4,450","4,734","4,656","3,294","25,142","1,648",654,250,60,"2,612","39,105",332,442,"15,301","7,954","15,076","39,105",0,0,"39,105"
2005,New York                                          ,Orthopedic impairments             ,0,0,0,0,0,0,0,0,0,0,386,         x,         x,288,236,212,         x,167,178,         x,159,197,         x,         x,         x,         x,17,6,         x,"2,532",12,119,506,470,"1,425","2,532",0,0,"2,532"
2005,New York                                          ,Other health impairments           ,0,0,0,0,0,0,0,0,0,0,"3,615","2,327","3,481","3,941","3,630","3,725","20,719","2,830","3,350","3,994","4,219","4,716","3,586","22,695",652,459,214,53,"1,378","44,792",182,659,"6,204","4,074","33,673","44,792",0,0,"44,792"
2005,New York                                          ,Specific learning disabilities     ,0,0,0,0,0,0,0,0,0,0,"1,944","4,702","8,190","11,545","12,940","13,931","53,252","20,200","19,632","19,380","18,986","17,770","13,522","109,490","8,102","2,808",912,128,"11,950","174,692","1,197","3,673","40,411","37,717","91,694","174,692",0,0,"174,692"
2005,New York                                          ,Deaf-blindness                     ,0,0,0,0,0,0,0,0,0,0,0,         x,         x,         x,0,0,         x,         x,0,         x,0,         x,0,         x,         x,         x,         x,0,         x,13,0,         x,         x,0,10,13,0,0,13
2005,New York                                          ,Multiple disabilities              ,0,0,0,0,0,0,0,0,0,0,"1,668",925,"1,317","1,553","1,420","1,526","8,409","1,605","1,597","1,462","1,634","1,882","1,594","9,774","1,054",962,687,178,"2,881","21,064",95,592,"4,063","2,925","13,389","21,064",0,0,"21,064"
2005,New York                                          ,Autism                             ,0,0,0,0,0,0,0,0,0,0,"1,182",761,"1,146","1,375","1,267","1,433","7,164",603,603,807,787,827,702,"4,329",348,251,133,32,764,"12,257",54,565,"2,280","1,658","7,700","12,257",0,0,"12,257"
2005,New York                                          ,Traumatic brain injury             ,0,0,0,0,0,0,0,0,0,0,0,0,         x,         x,106,132,         x,179,179,134,134,         x,         x,         x,63,47,         x,         x,142,"1,319",7,         x,         x,158,864,"1,319",0,0,"1,319"
2005,New York                                          ,Developmental delay                ,"17,045","23,377","17,875","58,297",436,"1,749","8,330","10,862","36,920","58,297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"58,297"
2005,New York                                          ,All disabilities                   ,"17,045","23,377","17,875","58,297",436,"1,749","8,330","10,862","36,920","58,297","24,508","21,904","26,582","30,983","30,037","30,352","164,366","36,428","35,248","35,271","34,764","33,754","25,568","201,033","13,719","6,351","2,986",670,"23,726","389,125","2,361","9,837","90,089","81,440","205,398","389,125",0,0,"447,422"
2005,North Carolina                                    ,Mental retardation                 ,         x,         x,30,41,0,         x,21,         x,17,41,211,574,"1,348","1,576","1,752","2,041","7,502","2,276","2,472","2,668","2,811","2,740","2,511","15,478","1,525",614,269,65,"2,473","25,453",784,165,"14,763","1,157","8,584","25,453",         x,         x,"25,494"
2005,North Carolina                                    ,Hearing impairments                ,70,79,111,260,         x,         x,63,39,143,260,137,134,172,147,180,193,963,151,171,177,171,159,150,979,84,35,         x,         x,127,"2,069",28,45,629,217,"1,150","2,069",0,"2,069","2,329"
2005,North Carolina                                    ,Speech or language impairments     ,"1,492","3,467","5,790","10,749",427,87,"2,690",520,"7,025","10,749","7,322","7,020","5,596","3,967",         x,         x,         x,719,421,253,122,         x,         x,         x,         x,         x,         x,0,         x,"29,454",683,405,"7,729","1,644","18,993","29,454",0,"29,454","40,203"
2005,North Carolina                                    ,Visual impairments                 ,23,34,39,96,0,         x,19,         x,62,96,51,         x,51,54,         x,53,293,         x,61,55,62,         x,         x,320,25,16,         x,         x,51,664,         x,         x,214,34,407,664,0,664,760
2005,North Carolina                                    ,Emotional disturbance              ,         x,         x,17,27,0,0,16,         x,         x,27,89,240,426,559,650,797,"2,761","1,011","1,187","1,235","1,228","1,001",728,"6,390",317,82,31,8,438,"9,589",92,18,"5,312",151,"4,016","9,589",0,"9,589","9,616"
2005,North Carolina                                    ,Orthopedic impairments             ,36,53,57,146,         x,         x,40,11,88,146,60,72,109,82,93,73,489,91,89,65,62,77,60,444,40,13,7,0,60,993,12,15,245,53,668,993,0,993,"1,139"
2005,North Carolina                                    ,Other health impairments           ,17,50,93,160,         x,         x,42,6,109,160,324,873,"1,612","2,113","2,411","2,607","9,940","2,710","2,741","2,748","2,593","2,150","1,695","14,637",753,118,         x,         x,896,"25,473",302,102,"7,860",577,"16,632","25,473",0,"25,473","25,633"
2005,North Carolina                                    ,Specific learning disabilities     ,         x,         x,21,35,         x,0,15,         x,16,35,379,"1,602","3,514","5,081","6,053","6,384","23,013","6,400","6,647","6,799","6,941","6,272","5,365","38,424","2,550",445,82,21,"3,098","64,535","1,021",568,"20,555","5,038","37,353","64,535",0,"64,535","64,570"
2005,North Carolina                                    ,Deaf-blindness                     ,0,         x,         x,         x,0,0,         x,0,         x,         x,         x,         x,         x,         x,         x,         x,         x,         x,         x,5,6,0,         x,         x,         x,         x,0,         x,         x,39,0,0,         x,         x,24,39,0,39,         x
2005,North Carolina                                    ,Multiple disabilities              ,28,28,25,81,0,         x,31,         x,37,81,64,81,142,117,124,116,644,160,138,160,131,153,136,878,110,80,62,19,271,"1,793",25,25,580,98,"1,065","1,793",0,"1,793","1,874"
2005,North Carolina                                    ,Autism                             ,203,256,321,780,         x,         x,210,29,523,780,409,489,572,531,517,500,"3,018",438,481,407,366,293,257,"2,242",136,84,64,20,304,"5,564",24,92,"1,725",169,"3,554","5,564",0,"5,564","6,344"
2005,North Carolina                                    ,Traumatic brain injury             ,         x,         x,         x,         x,0,0,         x,         x,         x,         x,         x,         x,27,         x,38,         x,         x,         x,         x,44,65,60,49,         x,34,8,         x,         x,46,507,         x,         x,         x,         x,283,507,0,507,         x
2005,North Carolina                                    ,Developmental delay                ,"1,846","2,892","3,414","8,152",94,98,"3,152",829,"3,979","8,152","3,452",         x,         x,0,0,0,"6,144",0,0,0,0,0,0,0,0,0,0,0,0,"6,144",82,51,"2,695",446,"2,870","6,144",0,"6,144","14,296"
2005,North Carolina                                    ,All disabilities                   ,"3,726","6,892","9,925","20,543",533,223,"6,309","1,466","12,012","20,543","12,513","13,843","13,583","14,251","14,289","14,228","82,707","14,039","14,462","14,616","14,558","13,027","11,070","81,772","5,596","1,502",558,142,"7,798","172,277","3,059","1,497","62,508","9,614","95,599","172,277",         x,         x,"192,820"
2005,North Dakota                                      ,Mental retardation                 ,0,         x,         x,         x,         x,0,0,0,         x,         x,18,27,37,43,61,52,238,69,84,97,80,91,111,532,84,68,         x,         x,196,966,108,7,21,25,805,966,0,0,         x
2005,North Dakota                                      ,Hearing impairments                ,7,         x,         x,17,         x,         x,0,         x,12,17,         x,         x,10,9,10,15,53,10,7,10,10,8,10,55,8,         x,         x,0,14,122,11,0,         x,         x,106,122,0,0,139
2005,North Dakota                                      ,Speech or language impairments     ,161,331,440,932,99,9,18,18,788,932,576,526,444,391,353,251,"2,541",196,170,146,117,80,75,784,41,9,0,0,50,"3,375",326,25,42,66,"2,916","3,375",0,0,"4,307"
2005,North Dakota                                      ,Visual impairments                 ,0,         x,         x,6,0,0,0,0,6,6,         x,         x,         x,0,         x,         x,         x,         x,         x,         x,         x,         x,         x,         x,         x,0,0,0,         x,         x,         x,         x,0,0,         x,         x,0,0,         x
2005,North Dakota                                      ,Emotional disturbance              ,0,0,         x,         x,0,0,         x,0,         x,         x,9,34,37,60,76,81,297,102,132,145,168,136,99,782,37,         x,         x,0,46,"1,125",139,         x,31,         x,929,"1,125",0,0,         x
2005,North Dakota                                      ,Orthopedic impairments             ,7,16,6,29,         x,0,         x,0,25,29,9,10,11,8,13,6,57,10,         x,13,12,10,         x,53,         x,         x,6,0,9,119,         x,0,0,         x,114,119,0,0,148
2005,North Dakota                                      ,Other health impairments           ,         x,         x,20,34,         x,0,0,         x,29,34,21,51,76,98,136,129,511,134,129,129,105,112,94,703,39,         x,         x,0,48,"1,262",104,6,24,10,"1,118","1,262",0,0,"1,296"
2005,North Dakota                                      ,Specific learning disabilities     ,         x,0,         x,         x,0,0,0,0,         x,         x,24,91,198,329,367,438,"1,447",500,479,513,492,446,440,"2,870",241,27,         x,         x,273,"4,590",536,         x,         x,118,"3,862","4,590",0,0,         x
2005,North Dakota                                      ,Deaf-blindness                     ,0,0,0,0,0,0,0,0,0,0,0,         x,0,0,0,0,         x,0,0,0,0,         x,0,         x,0,0,0,0,0,         x,0,0,0,0,         x,         x,0,0,         x
2005,North Dakota                                      ,Multiple disabilities              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,North Dakota                                      ,Autism                             ,9,15,15,39,         x,0,         x,0,35,39,         x,         x,25,27,27,27,141,25,25,25,21,16,10,122,6,         x,8,         x,18,281,         x,         x,13,9,250,281,0,0,320
2005,North Dakota                                      ,Traumatic brain injury             ,0,         x,         x,         x,         x,0,0,0,         x,         x,         x,         x,         x,5,         x,         x,         x,         x,7,         x,         x,         x,5,         x,         x,         x,0,0,         x,49,5,         x,         x,         x,37,49,0,0,         x
2005,North Dakota                                      ,Developmental delay                ,121,159,171,451,59,         x,12,         x,366,451,147,132,92,62,0,0,433,0,0,0,0,0,0,0,0,0,0,0,0,433,51,0,10,11,361,433,0,433,884
2005,North Dakota                                      ,All disabilities                   ,313,539,668,"1,520",170,13,34,33,"1,270","1,520",822,906,940,"1,032","1,051","1,005","5,756","1,052","1,041","1,082","1,012",903,852,"5,942",466,131,62,6,665,"12,363","1,292",         x,         x,269,"10,535","12,363",0,0,"13,883"
2005,Northern Marianas                                 ,Mental retardation                 ,0,0,         x,         x,0,         x,0,0,0,         x,0,         x,         x,         x,         x,         x,         x,         x,13,         x,         x,         x,5,         x,         x,0,         x,0,8,58,0,58,0,0,0,58,         x,         x,         x
2005,Northern Marianas                                 ,Hearing impairments                ,0,         x,         x,         x,0,         x,0,0,         x,         x,         x,         x,0,         x,         x,         x,         x,         x,         x,0,         x,         x,         x,         x,         x,0,0,0,         x,17,0,17,0,0,0,17,0,         x,         x
2005,Northern Marianas                                 ,Speech or language impairments     ,         x,         x,         x,8,0,         x,0,0,         x,8,         x,         x,         x,         x,7,         x,35,         x,         x,         x,0,0,0,8,0,0,0,0,0,43,0,         x,0,0,         x,43,0,         x,51
