Created,1/19/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Updated,10/18/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revised,3/22/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,State,Disability,Age 3,Age 4,Age 5,Age 3 to 5,American Indian or Alaska Native Age 3 to 5,Asian or Pacific Islander Age 3 to 5,Black (not Hispanic) Age 3 to 5,Hispanic Age 3 to 5,White (not Hispanic) Age 3 to 5,Age 6,Age 7,Age 8,Age 9,Age 10,Age 11,Age 6 to 11,Age 12,Age 13,Age 14,Age 15,Age 16,Age 17,Age 12 to 17,Age 18,Age 19,Age 20,Age 21,Age 18 to 21,Age 6 to 21,American Indian or Alaska Native Age 6 to 21,Asian or Pacific Islander Age 6 to 21,Black (not Hispanic) Age 6 to 21,Hispanic Age 6 to 21,White (not Hispanic) Age 6 to 21,"Ages3_21
Total "
2007,Montana                                           ,Orthopedic impairments             ,         x,0,         x,         x,         x,0,0,0,         x,7,         x,         x,5,         x,         x,         x,5,         x,8,         x,         x,         x,         x,         x,         x,0,0,         x,59,5,         x,         x,         x,48,         x
2007,Montana                                           ,Other health impairments           ,         x,         x,8,16,         x,0,         x,         x,11,32,51,67,93,143,135,521,171,188,197,203,177,158,"1,094",83,11,         x,         x,96,"1,711",147,5,24,41,"1,494","1,727"
2007,Montana                                           ,Specific learning disabilities     ,         x,         x,7,10,         x,0,0,         x,8,94,251,414,541,646,693,"2,639",761,780,864,884,837,759,"4,885",387,         x,         x,0,431,"7,955","1,419",41,98,239,"6,158","7,965"
2007,Montana                                           ,Deaf-blindness                     ,0,0,0,0,0,0,0,0,0,         x,         x,0,0,0,0,         x,         x,         x,         x,0,0,0,         x,0,0,0,0,0,         x,         x,0,0,0,         x,         x
2007,Montana                                           ,Multiple disabilities              ,         x,         x,         x,         x,         x,0,0,0,         x,15,23,15,34,35,38,160,47,46,63,56,61,67,340,32,14,         x,         x,53,553,59,         x,         x,14,470,         x
2007,Montana                                           ,Autism                             ,13,12,28,53,         x,0,0,         x,48,43,39,34,25,34,48,223,35,26,29,14,27,19,150,11,5,0,0,16,389,19,         x,         x,7,356,442
2007,Montana                                           ,Traumatic brain injury             ,         x,0,         x,         x,         x,         x,0,0,0,         x,         x,         x,         x,         x,         x,         x,         x,5,         x,7,13,9,         x,5,0,0,0,5,63,         x,0,         x,0,50,         x
2007,Montana                                           ,Developmental delay                ,191,295,305,791,119,7,15,21,629,0,0,0,0,0,0,0,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,0,0,0,0,0,0,791
2007,Montana                                           ,All disabilities                   ,381,671,919,"1,971",302,         x,         x,52,"1,567",981,"1,162","1,266","1,240","1,340","1,304","7,293","1,291","1,316","1,462","1,447","1,358","1,233","8,107",652,108,         x,         x,787,"16,187","2,525",120,201,459,"12,882","18,158"
2007,Nebraska                                          ,Mental retardation                 ,5,12,77,94,         x,         x,16,10,65,143,174,229,300,367,388,"1,601",440,396,401,450,482,488,"2,657",350,173,127,31,681,"4,939",137,48,587,578,"3,589","5,033"
2007,Nebraska                                          ,Hearing impairments                ,28,26,30,84,0,         x,         x,14,66,37,34,53,48,48,50,270,39,53,50,65,51,51,309,26,         x,         x,0,39,618,10,14,42,76,476,702
2007,Nebraska                                          ,Speech or language impairments     ,609,854,"1,160","2,623",46,37,124,260,"2,156","1,330","1,552","1,727","1,519","1,263",860,"8,251",581,407,298,203,176,120,"1,785",50,         x,         x,0,62,"10,098",170,191,636,"1,144","7,957","12,721"
2007,Nebraska                                          ,Visual impairments                 ,7,12,10,29,         x,0,         x,         x,25,         x,         x,19,19,15,14,         x,         x,18,         x,         x,19,         x,         x,         x,         x,         x,0,         x,199,         x,8,         x,13,         x,228
2007,Nebraska                                          ,Emotional disturbance              ,         x,         x,21,32,         x,0,         x,         x,28,65,105,156,121,152,147,746,184,212,219,262,244,188,"1,309",113,28,         x,         x,154,"2,209",92,12,413,114,"1,578","2,241"
2007,Nebraska                                          ,Orthopedic impairments             ,25,30,19,74,0,         x,         x,8,58,41,34,31,36,17,27,186,31,         x,         x,26,22,19,133,8,         x,         x,         x,17,336,         x,         x,20,18,289,410
2007,Nebraska                                          ,Other health impairments           ,136,120,132,388,         x,         x,38,54,283,152,252,304,437,408,479,"2,032",517,539,488,490,430,386,"2,850",189,43,16,8,256,"5,138",103,43,537,295,"4,160","5,526"
2007,Nebraska                                          ,Specific learning disabilities     ,5,8,31,44,         x,         x,         x,         x,30,141,379,775,"1,127","1,226","1,276","4,924","1,381","1,426","1,420","1,421","1,401","1,302","8,351",656,91,         x,         x,762,"14,037",409,136,"1,332","1,794","10,366","14,081"
2007,Nebraska                                          ,Deaf-blindness                     ,0,         x,         x,         x,         x,0,0,0,         x,         x,0,         x,         x,0,0,         x,0,         x,         x,         x,0,         x,         x,         x,         x,0,0,         x,10,0,         x,0,0,         x,         x
2007,Nebraska                                          ,Multiple disabilities              ,6,8,6,20,0,0,         x,         x,15,24,18,26,29,30,20,147,22,31,25,25,28,23,154,19,21,30,7,77,378,7,5,26,37,303,398
2007,Nebraska                                          ,Autism                             ,40,57,101,198,         x,         x,18,18,154,96,119,101,124,110,102,652,101,100,92,79,88,58,518,40,19,8,7,74,"1,244",10,32,70,75,"1,057","1,442"
2007,Nebraska                                          ,Traumatic brain injury             ,         x,         x,         x,         x,0,0,         x,0,         x,         x,         x,         x,         x,16,14,         x,         x,26,         x,22,20,23,         x,19,8,         x,         x,34,223,         x,         x,         x,22,182,         x
2007,Nebraska                                          ,Developmental delay                ,492,576,510,"1,578",27,25,106,220,"1,200",424,378,224,53,0,0,"1,079",         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,"1,079",46,13,50,125,845,"2,657"
2007,Nebraska                                          ,All disabilities                   ,"1,359","1,717","2,103","5,179",90,80,321,594,"4,094","2,471","3,064","3,658","3,825","3,652","3,377","20,047","3,325","3,226","3,039","3,065","2,961","2,679","18,295","1,478",408,219,61,"2,166","40,508",991,512,"3,735","4,291","30,979","45,687"
2007,Nevada                                            ,Mental retardation                 ,22,26,42,90,         x,         x,7,43,35,99,105,115,128,136,155,738,136,146,160,144,150,130,866,99,68,46,39,252,"1,856",44,116,330,659,707,"1,946"
2007,Nevada                                            ,Hearing impairments                ,         x,         x,30,70,0,5,5,32,28,23,45,47,42,46,43,246,39,45,44,32,48,41,249,20,         x,         x,0,30,525,6,48,48,204,219,595
2007,Nevada                                            ,Speech or language impairments     ,149,336,625,"1,110",26,41,58,184,801,"1,314","1,420","1,276","1,107",         x,         x,         x,174,91,37,23,         x,         x,         x,         x,0,0,         x,         x,"6,633",152,360,604,"2,000","3,517","7,743"
2007,Nevada                                            ,Visual impairments                 ,         x,         x,         x,17,         x,0,         x,         x,10,         x,11,10,         x,22,13,         x,         x,16,9,14,         x,12,         x,         x,         x,         x,0,7,155,         x,         x,         x,         x,         x,172
2007,Nevada                                            ,Emotional disturbance              ,0,0,8,8,0,         x,         x,         x,         x,42,66,104,133,140,181,666,193,204,230,223,215,183,"1,248",84,11,         x,         x,99,"2,013",46,42,419,260,"1,246","2,021"
2007,Nevada                                            ,Orthopedic impairments             ,18,17,28,63,         x,         x,7,14,39,26,24,21,30,37,19,157,33,19,17,19,19,24,131,8,5,         x,         x,18,306,         x,         x,35,97,155,369
2007,Nevada                                            ,Other health impairments           ,28,29,39,96,         x,         x,7,23,62,145,181,195,221,260,265,"1,267",295,316,286,262,232,214,"1,605",81,         x,         x,0,100,"2,972",55,73,411,483,"1,950","3,068"
2007,Nevada                                            ,Specific learning disabilities     ,0,0,17,17,0,0,         x,11,         x,528,852,"1,378","1,855","2,170","2,430","9,213","2,496","2,648","2,486","2,512","2,432","2,059","14,633",745,105,         x,         x,865,"24,711",637,744,"4,420","8,759","10,151","24,728"
2007,Nevada                                            ,Deaf-blindness                     ,0,0,0,0,0,0,0,0,0,0,         x,0,0,         x,0,         x,         x,         x,0,0,         x,         x,         x,         x,         x,0,0,         x,9,         x,         x,         x,         x,         x,9
2007,Nevada                                            ,Multiple disabilities              ,24,26,30,80,0,         x,         x,33,35,70,56,56,51,47,73,353,67,65,68,61,65,58,384,71,46,23,15,155,892,17,63,131,282,399,972
2007,Nevada                                            ,Autism                             ,122,185,215,522,         x,         x,50,114,315,277,246,211,198,200,148,"1,280",150,142,127,95,64,86,664,39,15,         x,         x,66,"2,010",30,187,204,400,"1,189","2,532"
2007,Nevada                                            ,Traumatic brain injury             ,0,         x,         x,12,         x,0,         x,7,0,         x,         x,11,         x,         x,         x,         x,         x,         x,17,28,25,19,         x,8,         x,         x,         x,15,190,         x,         x,25,65,90,202
2007,Nevada                                            ,Developmental delay                ,675,"1,220","1,400","3,295",66,83,306,"1,050","1,790",0,0,0,0,0,0,0,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,0,0,0,0,0,0,"3,295"
2007,Nevada                                            ,All disabilities                   ,"1,058","1,874","2,448","5,380",102,181,457,"1,517","3,123","2,539","3,016","3,424","3,787","3,864","3,707","20,337","3,615","3,702","3,481","3,413","3,278","2,833","20,322","1,164",276,108,65,"1,613","42,272",996,"1,664","6,647","13,262","19,703","47,652"
2007,New Hampshire                                     ,Mental retardation                 ,         x,         x,0,         x,         x,0,0,0,         x,         x,         x,         x,29,56,55,162,67,63,80,77,114,105,506,102,63,68,22,255,923,         x,         x,30,42,840,         x
2007,New Hampshire                                     ,Hearing impairments                ,8,11,8,27,0,         x,         x,         x,23,8,14,19,17,8,18,84,17,19,13,21,12,12,94,11,         x,         x,0,16,194,         x,6,         x,7,177,221
2007,New Hampshire                                     ,Speech or language impairments     ,202,497,537,"1,236",         x,         x,30,49,"1,128",563,567,556,494,416,338,"2,934",305,295,235,241,205,214,"1,495",133,41,10,7,191,"4,620",         x,         x,97,128,"4,319","5,856"
2007,New Hampshire                                     ,Visual impairments                 ,9,17,9,35,0,         x,         x,         x,32,8,10,         x,         x,13,8,52,10,         x,         x,         x,9,9,41,         x,         x,0,0,5,98,0,         x,         x,         x,90,133
2007,New Hampshire                                     ,Emotional disturbance              ,0,         x,         x,8,0,0,0,0,8,14,47,49,95,151,162,518,215,245,268,326,367,349,"1,770",273,92,         x,         x,387,"2,675",         x,         x,45,56,"2,558","2,683"
2007,New Hampshire                                     ,Orthopedic impairments             ,         x,7,         x,13,0,0,0,0,13,9,         x,15,10,6,         x,48,9,         x,8,8,         x,10,47,         x,         x,         x,0,7,102,         x,0,         x,         x,96,115
2007,New Hampshire                                     ,Other health impairments           ,31,39,77,147,0,8,         x,         x,131,73,127,253,306,387,438,"1,584",466,532,444,500,516,511,"2,969",349,95,33,13,490,"5,043",11,17,104,108,"4,803","5,190"
2007,New Hampshire                                     ,Specific learning disabilities     ,         x,0,         x,         x,         x,0,0,0,         x,19,135,426,815,"1,164","1,221","3,780","1,397","1,415","1,318","1,349","1,322","1,263","8,064",881,228,24,6,"1,139","12,983",32,72,244,435,"12,200",         x
2007,New Hampshire                                     ,Deaf-blindness                     ,         x,         x,         x,5,0,0,0,0,5,6,         x,6,         x,         x,         x,25,         x,6,         x,0,         x,7,27,         x,         x,0,0,9,61,0,0,         x,         x,55,66
2007,New Hampshire                                     ,Multiple disabilities              ,7,13,10,30,0,         x,0,0,         x,20,23,14,19,20,21,117,31,37,26,36,21,20,171,31,30,19,9,89,377,         x,         x,10,15,349,407
2007,New Hampshire                                     ,Autism                             ,23,58,84,165,0,7,         x,         x,151,80,84,89,100,96,111,560,93,83,82,81,82,77,498,55,21,14,7,97,"1,155",         x,         x,14,20,"1,105","1,320"
2007,New Hampshire                                     ,Traumatic brain injury             ,         x,         x,0,5,0,0,         x,0,         x,         x,         x,         x,         x,         x,         x,13,         x,6,         x,         x,6,12,36,         x,         x,         x,         x,11,60,0,0,         x,         x,55,65
2007,New Hampshire                                     ,Developmental delay                ,144,312,394,850,         x,         x,28,30,771,436,411,371,242,0,0,"1,460",         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,"1,460",7,24,38,43,"1,348","2,310"
2007,New Hampshire                                     ,All disabilities                   ,428,961,"1,134","2,523",         x,         x,66,91,"2,297","1,240","1,434","1,820","2,141","2,321","2,381","11,337","2,618","2,708","2,486","2,650","2,667","2,589","15,718","1,853",583,189,71,"2,696","29,751",68,227,597,864,"27,995","32,274"
2007,New Jersey                                        ,Mental retardation                 ,0,0,124,124,         x,         x,26,47,41,241,255,259,322,361,397,"1,835",429,509,570,630,587,597,"3,322",439,264,188,67,958,"6,115",19,228,"2,228","1,761","1,879","6,239"
2007,New Jersey                                        ,Hearing impairments                ,0,0,56,56,0,10,6,12,28,104,130,121,117,129,124,725,137,148,136,123,125,136,805,74,33,         x,         x,124,"1,654",         x,         x,255,386,883,"1,710"
2007,New Jersey                                        ,Speech or language impairments     ,0,0,"3,692","3,692",5,184,390,641,"2,472","7,204","8,401","8,093","6,800","5,041","3,514","39,053","2,433","1,893","1,315","1,029",827,571,"8,068",250,53,29,6,338,"47,459",99,"2,624","6,153","8,004","30,579","51,151"
2007,New Jersey                                        ,Visual impairments                 ,0,0,32,32,0,         x,         x,         x,23,54,47,57,61,61,59,339,         x,54,59,50,56,         x,314,         x,         x,0,0,19,672,         x,         x,87,110,436,704
2007,New Jersey                                        ,Emotional disturbance              ,0,0,97,97,0,         x,29,         x,47,185,288,391,506,570,628,"2,568",780,"1,075","1,197","1,500","1,655","1,530","7,737",685,169,109,42,"1,005","11,310",20,134,"4,109","1,802","5,245","11,407"
2007,New Jersey                                        ,Orthopedic impairments             ,0,0,35,35,0,         x,         x,7,24,27,         x,53,57,         x,         x,262,59,         x,34,         x,         x,         x,235,23,         x,         x,0,32,529,         x,         x,56,76,359,564
2007,New Jersey                                        ,Other health impairments           ,0,0,716,716,         x,         x,101,104,483,"1,177","1,676","2,081","2,536","2,623","2,862","12,955","2,909","2,805","2,629","2,375","2,246","1,920","14,884",680,85,32,8,805,"28,644",43,609,"4,881","3,854","19,257","29,360"
2007,New Jersey                                        ,Specific learning disabilities     ,0,0,895,895,         x,         x,117,196,544,"1,694","3,116","4,840","6,401","7,445","8,419","31,915","9,460","10,092","9,908","10,298","10,049","9,848","59,655","4,260",536,110,43,"4,949","96,519",181,"1,794","20,401","19,260","54,883","97,414"
2007,New Jersey                                        ,Deaf-blindness                     ,         x,0,         x,         x,         x,0,0,         x,0,         x,         x,         x,         x,         x,         x,18,         x,         x,6,         x,         x,         x,15,         x,         x,         x,0,6,39,0,0,7,10,22,         x
2007,New Jersey                                        ,Multiple disabilities              ,0,0,587,587,         x,         x,135,125,297,"1,074","1,404","1,616","1,817","1,936","2,069","9,916","2,122","2,241","2,453","2,596","2,719","2,464","14,595","1,574",764,558,193,"3,089","27,600",44,805,"8,341","4,765","13,645","28,187"
2007,New Jersey                                        ,Autism                             ,0,0,948,948,         x,         x,123,134,602,"1,120","1,023",935,877,736,716,"5,407",653,592,529,477,399,287,"2,937",220,135,123,42,520,"8,864",15,753,"1,254","1,064","5,778","9,812"
2007,New Jersey                                        ,Traumatic brain injury             ,         x,0,         x,         x,0,0,         x,         x,6,         x,32,         x,         x,66,97,322,104,88,97,105,137,134,665,66,40,         x,         x,127,"1,114",         x,         x,368,183,519,         x
2007,New Jersey                                        ,Developmental delay                ,         x,"6,366",         x,"12,384",21,869,"1,515","2,237","7,742",0,0,0,0,0,0,0,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,0,0,0,0,0,0,"12,384"
2007,New Jersey                                        ,All disabilities                   ,"4,668","6,366","8,546","19,580",34,"1,254","2,451","3,532","12,309","12,908","16,408","18,494","19,554","19,012","18,939","105,315","19,146","19,542","18,933","19,221","18,829","17,561","113,232","8,290","2,089","1,187",406,"11,972","230,519",431,"7,188","48,140","41,275","133,485","250,099"
2007,New Mexico                                        ,Mental retardation                 ,         x,         x,16,26,         x,         x,         x,16,6,30,40,62,84,138,144,498,131,135,142,171,162,149,890,142,91,47,51,331,"1,719",246,20,66,950,437,"1,745"
2007,New Mexico                                        ,Hearing impairments                ,13,18,23,54,6,         x,         x,17,29,27,32,29,46,34,37,205,54,48,46,47,51,47,293,21,14,9,5,49,547,76,7,15,310,139,601
2007,New Mexico                                        ,Speech or language impairments     ,543,969,"1,241","2,753",185,24,82,"1,421","1,041","1,546","1,534","1,309","1,063",819,577,"6,848",449,382,292,272,218,175,"1,788",57,         x,         x,0,69,"8,705",933,74,231,"4,993","2,474","11,458"
2007,New Mexico                                        ,Visual impairments                 ,6,9,12,27,         x,         x,         x,14,9,12,         x,20,14,         x,13,         x,16,19,15,13,         x,         x,         x,         x,         x,         x,0,         x,173,31,         x,         x,         x,         x,200
2007,New Mexico                                        ,Emotional disturbance              ,         x,0,         x,         x,0,0,0,         x,         x,18,47,99,141,153,177,635,189,239,273,273,288,211,"1,473",94,38,16,9,157,"2,265",272,12,108,"1,056",817,         x
2007,New Mexico                                        ,Orthopedic impairments             ,12,17,14,43,         x,         x,         x,17,20,         x,19,17,17,         x,13,91,13,         x,24,17,9,         x,84,7,         x,         x,         x,15,190,         x,         x,         x,108,61,233
2007,New Mexico                                        ,Other health impairments           ,13,28,40,81,10,         x,         x,37,31,53,120,149,219,265,309,"1,115",285,306,332,340,314,231,"1,808",115,26,11,6,158,"3,081",238,19,105,"1,390","1,329","3,162"
2007,New Mexico                                        ,Specific learning disabilities     ,         x,17,         x,30,         x,0,         x,21,6,46,244,596,"1,071","1,421","1,644","5,022","1,840","1,882","2,058","2,144","2,123","2,003","12,050","1,081",289,74,34,"1,478","18,550","2,403",93,653,"10,687","4,714","18,580"
2007,New Mexico                                        ,Deaf-blindness                     ,         x,0,         x,         x,         x,0,0,         x,0,         x,         x,         x,0,0,         x,         x,         x,0,0,0,         x,0,         x,         x,0,         x,0,         x,9,         x,0,0,         x,         x,         x
2007,New Mexico                                        ,Multiple disabilities              ,19,24,26,69,         x,         x,7,39,18,34,42,45,40,63,72,296,59,79,79,82,79,96,474,50,45,28,18,141,911,158,8,23,442,280,980
2007,New Mexico                                        ,Autism                             ,32,50,57,139,6,         x,         x,42,84,69,77,78,71,53,49,397,50,55,56,46,41,45,293,30,19,12,12,73,763,44,19,21,277,402,902
2007,New Mexico                                        ,Traumatic brain injury             ,         x,         x,5,12,         x,0,0,         x,         x,         x,12,         x,9,12,         x,         x,         x,         x,22,16,27,25,         x,12,         x,         x,         x,23,191,30,         x,         x,100,57,203
2007,New Mexico                                        ,Developmental delay                ,745,"1,144","1,204","3,093",533,28,83,"1,514",935,"1,043",913,664,323,0,0,"2,943",         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,"2,943",404,13,85,"1,701",740,"6,036"
2007,New Mexico                                        ,All disabilities                   ,"1,395","2,284","2,658","6,337",756,61,184,"3,147","2,189","2,898","3,092","3,072","3,098","2,980","3,047","18,187","3,096","3,177","3,339","3,421","3,322","2,998","19,353","1,615",541,208,143,"2,507","40,047","4,851",269,"1,320","22,104","11,503","46,384"
2007,New York                                          ,Mental retardation                 ,0,9,314,323,         x,         x,85,69,155,402,476,532,647,722,785,"3,564",951,"1,093","1,190","1,213","1,243","1,294","6,984","1,152",841,676,152,"2,821","13,369",71,541,"4,434","3,369","4,954","13,692"
2007,New York                                          ,Hearing impairments                ,0,5,206,211,         x,         x,26,45,128,275,323,341,390,381,350,"2,060",371,393,433,354,385,365,"2,301",217,94,35,11,357,"4,718",22,382,884,"1,297","2,133","4,929"
2007,New York                                          ,Speech or language impairments     ,0,559,"11,711","12,270",148,501,"2,231","3,465","5,925","12,476","11,759","10,510","9,399","7,744","6,370","58,258","5,333","4,360","3,294","2,552","1,998","1,515","19,052",652,164,39,10,865,"78,175",427,"3,587","17,097","24,996","32,068","90,445"
2007,New York                                          ,Visual impairments                 ,0,         x,         x,85,         x,         x,         x,         x,45,95,96,134,101,116,118,660,         x,139,118,         x,125,         x,716,         x,42,         x,         x,124,"1,500",14,92,305,345,744,"1,585"
2007,New York                                          ,Emotional disturbance              ,0,22,618,640,7,12,230,124,267,957,"1,378","1,699","1,986","2,275","2,578","10,873","2,908","3,556","3,807","4,414","4,427","3,664","22,776","1,693",527,220,32,"2,472","36,121",303,465,"14,400","7,832","13,121","36,761"
2007,New York                                          ,Orthopedic impairments             ,0,14,198,212,0,11,29,34,138,268,231,252,         x,225,         x,         x,177,186,         x,150,147,         x,         x,58,         x,         x,         x,         x,"2,412",21,117,525,502,"1,247","2,624"
2007,New York                                          ,Other health impairments           ,0,74,"2,322","2,396",41,76,285,324,"1,670","2,719","3,346","3,750","4,283","4,397","4,460","22,955","4,544","4,663","4,467","4,428","4,113","3,592","25,807","1,310",282,78,9,"1,679","50,441",224,817,"7,670","5,527","36,203","52,837"
2007,New York                                          ,Specific learning disabilities     ,0,45,610,655,7,29,152,219,248,"1,484","3,991","7,263","10,713","13,101","15,013","51,565","16,045","16,832","17,723","17,907","18,588","16,987","104,082","8,354","2,288",673,111,"11,426","167,073","1,238","4,032","40,326","40,463","81,014","167,728"
2007,New York                                          ,Deaf-blindness                     ,         x,0,         x,         x,         x,0,0,0,         x,         x,0,0,0,         x,0,         x,0,         x,         x,         x,0,0,         x,         x,         x,0,0,         x,6,0,0,0,0,6,         x
2007,New York                                          ,Multiple disabilities              ,0,22,"1,029","1,051",5,43,166,190,647,"1,086","1,224","1,205","1,297","1,310","1,397","7,519","1,419","1,588","1,623","1,583","1,608","1,596","9,417","1,127",852,739,163,"2,881","19,817",85,634,"3,979","2,959","12,160","20,868"
2007,New York                                          ,Autism                             ,0,83,"1,701","1,784",19,86,295,328,"1,056","1,791","1,643","1,509","1,457","1,282","1,274","8,956","1,150","1,156","1,017","1,039",785,675,"5,822",443,298,233,65,"1,039","15,817",83,805,"2,910","2,309","9,710","17,601"
2007,New York                                          ,Traumatic brain injury             ,0,         x,         x,         x,0,0,         x,         x,         x,         x,44,41,         x,         x,         x,         x,         x,         x,         x,125,136,146,         x,95,42,27,6,170,"1,226",7,37,252,150,780,         x
2007,New York                                          ,Developmental delay                ,         x,         x,0,"43,385",431,"1,467","6,343","9,136","26,008",0,0,0,0,0,0,0,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,0,0,0,0,0,0,"43,385"
2007,New York                                          ,All disabilities                   ,"18,477","25,745","18,818","63,040",663,"2,252","9,858","13,960","36,307","21,593","24,511","27,236","30,542","31,633","32,647","168,162","33,108","34,064","33,917","33,871","33,555","30,083","198,598","15,157","5,446","2,748",564,"23,915","390,675","2,495","11,509","92,782","89,749","194,140","453,715"
2007,North Carolina                                    ,Mental retardation                 ,         x,         x,25,31,         x,         x,8,5,12,185,472,"1,259","1,491","1,603","1,663","6,673","1,761","1,987","2,192","2,357","2,421","2,339","13,057","1,712",656,277,137,"2,782","22,512",665,179,"12,239","1,346","7,684","22,543"
2007,North Carolina                                    ,Hearing impairments                ,69,75,97,241,5,8,62,32,126,124,151,183,177,179,167,981,191,188,145,165,156,140,985,100,29,         x,         x,137,"2,103",23,49,635,261,"1,072","2,344"
2007,North Carolina                                    ,Speech or language impairments     ,"1,848","3,510","5,127","10,485",421,104,"2,352",743,"6,418","6,953","6,873","5,759","4,078",         x,         x,         x,720,442,207,115,         x,         x,         x,31,         x,         x,         x,         x,"29,258",659,421,"7,304","1,970","17,860","39,743"
2007,North Carolina                                    ,Visual impairments                 ,32,42,36,110,         x,         x,25,15,64,46,55,65,53,43,51,313,         x,52,         x,         x,52,59,297,24,11,         x,         x,47,657,0,13,211,38,375,767
2007,North Carolina                                    ,Emotional disturbance              ,         x,0,         x,         x,0,0,         x,0,         x,77,239,412,507,571,695,"2,501",722,900,"1,064","1,164","1,006",711,"5,567",332,94,20,6,452,"8,520",71,14,"4,462",181,"3,480",         x
2007,North Carolina                                    ,Orthopedic impairments             ,46,38,55,139,0,5,28,12,91,72,80,74,79,101,82,488,79,64,79,76,65,53,416,49,16,         x,         x,69,973,         x,         x,215,64,640,"1,112"
2007,North Carolina                                    ,Other health impairments           ,25,44,81,150,         x,0,27,         x,104,326,914,"1,798","2,467","2,719","2,968","11,192","2,907","2,984","2,975","2,812","2,586","2,026","16,290",969,175,38,7,"1,189","28,671",346,120,"8,699",785,"17,730","28,821"
2007,North Carolina                                    ,Specific learning disabilities     ,         x,         x,10,13,0,0,         x,         x,5,376,"1,712","3,862","5,281","5,766","6,199","23,196","6,129","6,162","6,121","6,228","5,894","5,280","35,814","2,758",586,91,31,"3,466","62,476","1,022",534,"19,786","6,310","33,135","62,489"
2007,North Carolina                                    ,Deaf-blindness                     ,         x,         x,0,         x,0,         x,0,         x,         x,         x,0,         x,5,         x,         x,         x,         x,         x,         x,         x,         x,         x,         x,0,         x,0,         x,         x,34,0,         x,5,         x,21,         x
2007,North Carolina                                    ,Multiple disabilities              ,34,43,46,123,0,         x,39,         x,56,69,88,168,161,147,142,775,141,128,159,147,164,135,874,116,96,81,54,347,"1,996",27,25,619,141,"1,131","2,119"
2007,North Carolina                                    ,Autism                             ,244,330,448,"1,022",5,35,224,50,655,496,620,795,761,724,641,"4,037",607,561,491,529,425,381,"2,994",222,117,65,28,432,"7,463",34,138,"2,076",296,"4,642","8,485"
2007,North Carolina                                    ,Traumatic brain injury             ,         x,6,         x,14,0,0,6,0,7,         x,13,         x,31,         x,         x,         x,42,         x,47,56,         x,60,         x,44,12,         x,         x,61,488,         x,         x,178,         x,255,502
2007,North Carolina                                    ,Developmental delay                ,"1,640","2,642","3,294","7,576",74,106,"2,583",941,"3,553","3,588","3,015",0,0,0,0,"6,603",         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,"6,603",71,59,"2,655",637,"2,934","14,179"
2007,North Carolina                                    ,All disabilities                   ,"3,946","6,737","9,231","19,914",509,265,"5,361","1,831","11,097","12,322","14,232","14,405","15,091","14,435","14,013","84,498","13,340","13,505","13,524","13,708","12,914","11,240","78,231","6,357","1,801",593,274,"9,025","171,754","2,930","1,576","59,084","12,062","90,959","191,668"
2007,North Dakota                                      ,Mental retardation                 ,         x,         x,         x,9,0,0,0,0,9,13,20,36,48,64,52,233,64,62,79,85,100,79,469,77,65,44,9,195,897,107,8,31,27,724,906
2007,North Dakota                                      ,Hearing impairments                ,         x,         x,8,15,         x,0,0,         x,13,         x,10,         x,7,11,6,42,         x,16,         x,8,8,7,51,8,         x,         x,0,10,103,14,0,         x,         x,85,118
2007,North Dakota                                      ,Speech or language impairments     ,164,309,393,866,95,         x,         x,30,714,516,544,446,396,289,205,"2,396",172,138,116,108,114,75,723,41,         x,         x,0,47,"3,166",296,35,58,81,"2,696","4,032"
2007,North Dakota                                      ,Visual impairments                 ,         x,         x,         x,5,         x,0,0,0,         x,         x,5,         x,         x,         x,0,         x,         x,5,         x,         x,         x,         x,         x,         x,0,         x,0,         x,41,         x,         x,0,         x,36,46
2007,North Dakota                                      ,Emotional disturbance              ,         x,0,         x,         x,         x,0,0,0,         x,12,17,41,70,79,77,296,92,104,108,144,138,115,701,45,6,         x,         x,55,"1,052",138,         x,47,         x,843,         x
2007,North Dakota                                      ,Orthopedic impairments             ,7,5,9,21,0,0,0,0,21,10,         x,6,8,         x,7,38,13,         x,7,         x,12,9,49,9,         x,         x,         x,16,103,5,0,         x,         x,95,124
2007,North Dakota                                      ,Other health impairments           ,9,6,12,27,         x,0,0,0,         x,19,29,71,93,135,129,476,147,148,155,151,122,114,837,59,11,         x,         x,76,"1,389",105,         x,36,         x,"1,224","1,416"
2007,North Dakota                                      ,Specific learning disabilities     ,         x,0,         x,         x,         x,0,0,0,         x,23,100,176,312,380,459,"1,450",419,445,473,459,435,399,"2,630",196,         x,         x,0,227,"4,307",533,         x,         x,132,"3,549",         x
